placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error
https://www.google.com/maps/place/Big+O+Tires/data=!4m7!3m6!1s0x886d7b1da5d03781:0x761217724e218383!8m2!3d39.4300993!4d-87.4230206!16s%2Fg%2F1tf36q2r!19sChIJgTfQpR17bYgRg4MhTnIXEnY,Big O Tires,4.5,585,Auto repair shop,"2929 S 3rd Pl, Terre Haute, IN 47802, United States","CHJG+2Q Terre Haute, Indiana, USA",https://www.bigotires.com/location/in/terre-haute/2929-s-3rd-pl-47802/014096?utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_ODY2OTU0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 812-872-5180,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8EaUAIOZ7mxMcKhhr38RrZiuAB7icaj7k6-5fMUMA9nqCsYkhtYQUldOWVTq-Tv5_GUYny5QJtbknQbJwrplUmtcWVf5IpeRuFrWkMAAoIIY34smfah3wdNHqO694GXFBCygMUg=w420-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:57:55.135Z,,
https://www.google.com/maps/place/Burke+Spring+%26+Alignment/data=!4m7!3m6!1s0x886d6548425b29eb:0x4261ec3d9a9c7494!8m2!3d39.4662828!4d-87.399667!16s%2Fg%2F1tlbvgcx!19sChIJ6ylbQkhlbYgRlHScmj3sYUI,Burke Spring & Alignment,4.4,51,Auto repair shop,"45 S 12th St, Terre Haute, IN 47807, United States","FJ82+G4 Terre Haute, Indiana, USA",https://www.facebook.com/profile.php/?id=100063686074859&name=xhp_nt__fb__action__open_user,+1 812-232-5017,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoGVX2hxAeQiQTi3EGnt4JVvBHavlmLjdfYCmMRte59qeX_K4PKrDOy2T_dzUd8N3L97gQPScg5mOM0UAJ760YIkwbxSk7L4ZriMN9B3qujkf4tDbshRgExyaeP23Bv7P6X0pp6ow=w408-h293-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:00.360Z,,
https://www.google.com/maps/place/Burns+Truck+Tire+Services/data=!4m7!3m6!1s0x886d655e1ed01be9:0xa9a0b03e8f1c0187!8m2!3d39.4776778!4d-87.384638!16s%2Fg%2F1tzgkd03!19sChIJ6RvQHl5lbYgRhwEcjz6woKk,Burns Truck Tire Services,4.7,16,Auto repair shop,"2210 Locust St, Terre Haute, IN 47807, United States","FJH8+34 Terre Haute, Indiana, USA",,+1 812-466-2195,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XZ6GTDVIzJxasZODRPzb6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.1086204&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:03.549Z,,
https://www.google.com/maps/place/D%26L+24hr+roadservice/data=!4m7!3m6!1s0x886d7b866d4fb955:0xaeae5a4f6fe0353!8m2!3d39.4525683!4d-87.3942266!16s%2Fg%2F11w2jtdbmf!19sChIJVblPbYZ7bYgRUwP-9qTl6go,D&L 24hr roadservice,5.0,87,Truck repair shop,"1420 Washington Ave, Terre Haute, IN 47802, United States","FJ34+28 Terre Haute, Indiana, USA",,+1 217-722-6843,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqG1-MeAfnJX_nJJuGktTEupW64NsLzJMj7nKi-DslAS12UcivHNIZ-pTvd-5cF6cWhnUKG-xnAjMkyhOSUCvyglMUJAuN8lHa7W1pygbUiEll4YhosoR9oEEndD0YlmXIBK1c=w408-h246-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:08.869Z,,
https://www.google.com/maps/place/Wabash+Valley+24+hour+Truck+and+Trailer+Repair/data=!4m7!3m6!1s0x886d6567fbd4942b:0xbfa7ebaf9f946b3e!8m2!3d39.478301!4d-87.3905341!16s%2Fg%2F11fhnk293w!19sChIJK5TU-2dlbYgRPmuUn6_rp78,Wabash Valley 24 hour Truck and Trailer Repair,4.2,87,Truck repair shop,"1601 1st Ave, Terre Haute, IN 47807, United States","FJH5+8Q Terre Haute, Indiana, USA",,+1 812-229-9502,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq3rymSrlgYzOSTwaz9B7HkMdwSVUTNSPif17lcLd5nahkDEnhIyRWVQF2SoCx8IBsrbaqU9CyvHIoHKZffRnMq1Swp_JKxUL52jlJDKHb74zpjUcUwpLW_WbvCKfcnKmQQ_2yQbmS0_L_T=w408-h307-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:14.300Z,,
https://www.google.com/maps/place/Midas/data=!4m7!3m6!1s0x886d7adb840877af:0x331d2a3426a77c80!8m2!3d39.4427199!4d-87.4134036!16s%2Fg%2F1tdwl7pj!19sChIJr3cIhNt6bYgRgHynJjQqHTM,Midas,4.1,327,Auto repair shop,"2300 S 3rd St, Terre Haute, IN 47802, United States","CHVP+3J Terre Haute, Indiana, USA",https://www.midas.com/store/in/terre-haute/2300-south-3rd-street-47802?shopnum=2632&utm_source=google&utm_medium=maps&utm_campaign=google+maps&y_source=1_MTE1ODYyNDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 812-872-5179,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5W8iCsSTGjiCS5Uhb9pAune0UvkcayC9IEIYcbTQ0IN8kKuxVtOzyYIbE1KQItRLF3tcqWFQvWMyefp0QBdJ1yjZn5TwsYEIYCb-eHwsrUZfP53h7POtVveGfT5Nbw8EA5VPeKw=w427-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:19.405Z,,
https://www.google.com/maps/place/Grayless+Otter+Creek+Tires/data=!4m7!3m6!1s0x886d6f5b3047393f:0xbb770ae0a876ad8f!8m2!3d39.5258626!4d-87.3716068!16s%2Fg%2F11btmb142q!19sChIJPzlHMFtvbYgRj612qOAKd7s,Grayless Otter Creek Tires,4.7,208,Auto repair shop,"4949 Lafayette Ave, Terre Haute, IN 47805, United States","GJGH+89 Terre Haute, Indiana, USA",,+1 812-241-1321,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqXWCBjmq7YROye8ugV-0ZsM7qUEWalZJ--HWkuTTpb-ZjsCxKllQ7-LuEnZJPtzTi6nkR3hcha9XsJE3jtaXQvHK2m0H0AfTFDn6fp2c8CWxgjGY6zirDuIrAYF2atcI-7IlZz=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:24.560Z,,
https://www.google.com/maps/place/TCI+SERVICE+%26+ALIGNMENT/data=!4m7!3m6!1s0x886d7abf2721f5bd:0xe0cc543bcc1e3c7c!8m2!3d39.4408545!4d-87.3985574!16s%2Fg%2F1tg16gtx!19sChIJvfUhJ796bYgRfDwezDtUzOA,TCI SERVICE & ALIGNMENT,4.1,31,Truck repair shop,"1225 E Voorhees St, Terre Haute, IN 47802, United States","CJR2+8H Terre Haute, Indiana, USA",http://www.tciservicealignment.com/,+1 812-232-4424,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer3H5eog3J6sk2oV5ElzfSx7Ent-f1b0VbUkqN5v3xsJtka9XRevVBWT7iatfAtr9egtab_HIQzSPZwxWFyrWNFANszWuyA7UAJEKEzOBoryvseOWcJYey-oaS2yNBLMS6kHsRL=w811-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:29.886Z,,
https://www.google.com/maps/place/Jim+White%27s+Auto+Service+%26+Trailer+Hitches/data=!4m7!3m6!1s0x886d651b09a2970d:0x8823243980a3d155!8m2!3d39.4870154!4d-87.4144829!16s%2Fg%2F1w15_5lh!19sChIJDZeiCRtlbYgRVdGjgDkkI4g,Jim White's Auto Service & Trailer Hitches,4.2,53,Car repair and maintenance service,"1732 N 3rd St, Terre Haute, IN 47804, United States","FHPP+R6 Terre Haute, Indiana, USA",http://jimwhitesauto.com/,+1 812-232-7211,Open · Closes 5:30 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=feJiBPxaEXD0byvsxzbNKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.8365&pitch=0&thumbfov=100,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:34.909Z,,
https://www.google.com/maps/place/AFFORDABLE+SITES+AUTO+LLC/data=!4m7!3m6!1s0x886d658f9e45b383:0xebff1586373a354d!8m2!3d39.4825867!4d-87.3831854!16s%2Fg%2F11rz5f10g9!19sChIJg7NFno9lbYgRTTU6N4YV_-s,AFFORDABLE SITES AUTO LLC,4.5,59,Auto repair shop,"2257 6th Ave, Terre Haute, IN 47803, United States","FJM8+2P Terre Haute, Indiana, USA",,+1 772-205-8501,Open · Closes 6:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDiQO4G-Ys1vmPWmYcBRUccHtU2jvdVKAk1II3SM33iYFfGk3_HsNO9fBvyg3OguQDaHwu41iprUlFfV3DBIdcpGOiisaN32K4M67MuRVgvI1pQ9ofCU3w1ndBV2xWFBp1_p3y_g=w408-h544-k-no,true,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,10 am–6:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:40.000Z,,
https://www.google.com/maps/place/Grease+Monkey/data=!4m7!3m6!1s0x886d6ff658d5fa6f:0x8f4649571d387ff0!8m2!3d39.4705442!4d-87.378518!16s%2Fg%2F1tfc2s43!19sChIJb_rVWPZvbYgR8H84HVdJRo8,Grease Monkey,4.7,1437,Oil change service,"2501 Wabash Ave, Terre Haute, IN 47803, United States","FJCC+6H Terre Haute, Indiana, USA",https://www.greasemonkey.com/locations/in/terre-haute/2501-wabash-ave,+1 812-234-5448,"Open · Closes 7 pm

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer0HDis8Co6roq3GlotNafG5fMsh38cRBlIvyMKr-0IiD0dsrIk-ImCGMz-rF8tZ15EtBUDxkc3aoiuRCec_2M-W-eH5vAGw0F-hqoNB4a_LmbDV8PZRFVPiCnnz9Yf-HTMKeG65w=w408-h267-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:45.287Z,,
https://www.google.com/maps/place/Mobile+Motor+Medics+LLC/data=!4m7!3m6!1s0x294af77b22efc1d3:0xde1ff199df39f076!8m2!3d39.4426015!4d-87.3827899!16s%2Fg%2F11msn1tmzt!19sChIJ08HvInv3SikRdvA535nxH94,Mobile Motor Medics LLC,4.9,10,Auto repair shop,"2310 Morton St, Terre Haute, IN 47802, United States","CJV8+2V Terre Haute, Indiana, USA",https://www.mobilemotormedicsllc.com/,+1 765-205-3856,"Open · Closes 9 pm

Updated by this business 7 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweox6-kNC3_GshOyUPlb4Td9ylRYS5UwVTCYU8JPaA_KocHDw2mgULfvTzMRBu3UPmzq6Za1lt477T4HXk2o1IG53XN9s2VQFk3P488gLxqaEgcf2aRBNJaHMh2QvSBBMPBwMGEBLV6ABUg=w408-h544-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:50.526Z,,
https://www.google.com/maps/place/McCord+Tire+%26+Auto+Services/data=!4m7!3m6!1s0x886d7afc7ae8859d:0x58e20c472d9387f!8m2!3d39.4247053!4d-87.4169843!16s%2Fg%2F1vg_80zs!19sChIJnYXoevx6bYgRfzjZcsQgjgU,McCord Tire & Auto Services,4.5,163,Auto repair shop,"3503 S US Hwy 41, Terre Haute, IN 47802, United States","CHFM+V6 Terre Haute, Indiana, USA",http://mccordtireandautoservice.com/automotive-tune-up-terre-haute-in,+1 812-235-8016,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSqSaNUBhdrdBtATGkOcK2YNAibE_P-MQsYc4C7vG5YjNfzMxcTgsfr1rdSD4iK0QDohap5Ge868PwGgJk5jfsYchEQTOOrKSu_D_BDTKy9w27yonEzqdTGlBnAnik3AfAtDGhdw=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:58:55.776Z,,
"https://www.google.com/maps/place/Jay%27s+Service,+Tire+%26+Alignment/data=!4m7!3m6!1s0x886d6f5a5d2c7179:0x574e1945234dbefd!8m2!3d39.5276744!4d-87.3713956!16s%2Fg%2F1tq4rv30!19sChIJeXEsXVpvbYgR_b5NI0UZTlc","Jay's Service, Tire & Alignment",4.7,107,Tire shop,"2903 E Park Ave, Terre Haute, IN 47805, United States","GJHH+3C Terre Haute, Indiana, USA",https://jaysservicetireandalignment.com/,+1 812-466-5818,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepv_oj4P2hFaI6V8_bQIazyGrtOWMrQlyUAbYrtxenjAQImsycCIn2c4S8g9Ws9dznEP89ZpWrdr0qOnxIHMyjWt-15Bk1PouBl-1XsfXv00Vv8u_36GVHABpnH3L-Zgs7kmxne=w408-h292-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2026-03-23T15:59:00.792Z,,
