placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Wise+Advantage+Group+-+Powered+by+Place+at+Keller+Williams/data=!4m7!3m6!1s0x864c2dea3d84e887:0x19b24b769ae6a170!8m2!3d33.0352242!4d-97.0687942!16s%2Fg%2F11x6ztpq3v!19sChIJh-iEPeotTIYRcKHmmnZLshk,Wise Advantage Group - Powered by Place at Keller Williams,5.0,32,Real estate agent,"2611 Cross Timbers Rd, Flower Mound, TX 75028, United States","2WPJ+3F Flower Mound, Texas, USA",https://www.wiseadvantage.com/,+1 972-829-9040,Open ⋅ Closes 6:30 pm,,https://lh3.googleusercontent.com/p/AF1QipNPDU8Hufgpo4pbyr4S9htxnM4p5xFAPlYZ-dfX=w630-h240-k-no,true,9 am–6:30 pm,9 am–6:30 pm,Closed,Closed,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-25T17:03:16.786Z,,,
"https://www.google.com/maps/place/Strike+First+Properties,+LLC/data=!4m7!3m6!1s0x864c2cdfe85ec3db:0xdb8d60c06cf7eb78!8m2!3d33.0159178!4d-97.0718615!16s%2Fg%2F11gdgm4wzv!19sChIJ28Ne6N8sTIYReOv3bMBgjds","Strike First Properties, LLC",4.0,6,Real estate consultant,"2201 Long Prairie Rd #107, Flower Mound, TX 75022, United States","2W8H+97 Flower Mound, Texas, USA",http://www.strikefirstproperties.com/,+1 903-776-4580,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WcakmCLhVpSAmhPmsaefWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=1.1326075&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-25T17:03:19.580Z,,,
https://www.google.com/maps/place/OneTree+Property+Management/data=!4m7!3m6!1s0x4c5998f08ef954c1:0xa2b6e416109f6ba5!8m2!3d32.880624!4d-96.963595!16s%2Fg%2F11w3fh49k0!19sChIJwVT5jvCYWUwRpWufEBbktqI,OneTree Property Management,3.9,7,Property management company,,,https://www.onetreepmc.com/,+1 940-290-1209,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOdHHfqPo6WqcfLa7KqkIJJ__K4xo15OJRYnHF_=w408-h305-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-25T17:03:24.422Z,,,
https://www.google.com/maps/place/Jay+Marks+Real+Estate/data=!4m7!3m6!1s0x864c29444fb8a7d9:0xdd97601d9cf61c93!8m2!3d32.9982791!4d-97.063373!16s%2Fg%2F113flz79n!19sChIJ2ae4T0QpTIYRkxz2nB1gl90,Jay Marks Real Estate,4.9,139,Real estate agency,"2201 Spinks Rd Ste 104, Flower Mound, TX 75022, United States","XWXP+8M Flower Mound, Texas, USA",http://jaymarksrealestate.com/,+1 972-724-2540,Open ⋅ Closes 7 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMqyJ1CcLELKqgZO4w8T4x9x58kW0I2nDV-lWBs=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,10 am–5 pm,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-25T17:03:29.646Z,,,
https://www.google.com/maps/place/The+Kocher+Team+Keller+Williams+Realty/data=!4m7!3m6!1s0x864c2d15211ef071:0x3234660186c20314!8m2!3d33.035076!4d-97.0688488!16s%2Fg%2F11c6lwf_9y!19sChIJcfAeIRUtTIYRFAPChgFmNDI,The Kocher Team Keller Williams Realty,5.0,293,Real estate agent,"2611 Cross Timbers Rd # 100, Flower Mound, TX 75028, United States","2WPJ+2F Flower Mound, Texas, USA",http://kocherteam.com/,+1 469-240-2058,Open ⋅ Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPp_SiaWRGWQlh8zznfvcLho9j8pZceLKqpooso=w408-h272-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-25T17:03:34.804Z,,,
https://www.google.com/maps/place/Brand+Properties+Group/data=!4m7!3m6!1s0x864c2d15211ef091:0xdc6a693e10c55280!8m2!3d33.0352242!4d-97.0687941!16s%2Fg%2F11crzkg0lp!19sChIJkfAeIRUtTIYRgFLFED5patw,Brand Properties Group,5.0,124,Real estate agency,"2611 Cross Timbers Rd Suite 200, Flower Mound, TX 75028, United States","2WPJ+3F Flower Mound, Texas, USA",https://brandpropertiesgroup.com/,+1 972-539-6555,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOgxXfHVlNwLX1Dhsz8WZbOMRJmzbYxgdAuoksR=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-25T17:03:39.740Z,,,
https://www.google.com/maps/place/Trellis+Property+Management/data=!4m7!3m6!1s0x800dd872567a8a1d:0x5981fef5e6028fa3!8m2!3d33.2061936!4d-97.0656084!16s%2Fg%2F11xvshdf7m!19sChIJHYp6VnLYDYARo48C5vX-gVk,Trellis Property Management,,,Property management company,,,https://www.trellispropertymanagement.com/,+1 940-367-9699,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipMNhI9TOsDekV7M2sYIesVqLaL5uGlfm6gCQEvn=w437-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Flower+Mound+DFW+TX/@33.0145673,-97.0969552,14z",2025-09-25T17:03:44.389Z,,,
https://www.google.com/maps/place/PenFed+Realty+Texas+-+A+Plus+Property+Management/data=!4m7!3m6!1s0x864c1ae03bda3afb:0xa9cdb0a8771afceb!8m2!3d33.0188557!4d-96.7330503!16s%2Fg%2F11c2kkm4_4!19sChIJ-zraO-AaTIYR6_wad6iwzak,PenFed Realty Texas - A Plus Property Management,4.7,147,Property management company,"2024 W 15th St #F515, Plano, TX 75075, United States","2798+GQ Plano, Texas, USA",http://aplusrocks.com/,+1 469-215-2042,Open ⋅ Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrOSe5dQVbojHeACBgQySVA5kOmiZlb9QArSIq6RWFGLeNBKO4nvD_icyZ2jdVqokm62ZhGZ_FNyTdOaEN2qfERkVv3tY8zH8AKE82n5zMdIfJzaeW0qK5Iy8jqsDpygkRa9H0Ywg=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:09.504Z,,,
https://www.google.com/maps/place/North+Texas+Property+Management/data=!4m7!3m6!1s0x864c186f6286238b:0x5c47dedb43565be9!8m2!3d33.043476!4d-96.735131!16s%2Fg%2F11b7c3r88z!19sChIJiyOGYm8YTIYR6VtWQ9veR1w,North Texas Property Management,4.4,68,Property management company,"3415 Custer Rd #122, Plano, TX 75023, United States","27V7+9W Plano, Texas, USA",http://www.ntxpm.com/,+1 214-227-7669,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOe_gy8KlOYYu1tF6BxQ0Y8icxsmW_HkPkrZkXW=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:14.112Z,,,
https://www.google.com/maps/place/Texas+Association+Management+Group/data=!4m7!3m6!1s0x864c1901827fd24d:0xb1cc0ba519f5047f!8m2!3d33.0300831!4d-96.7034484!16s%2Fg%2F1w8wbdy_!19sChIJTdJ_ggEZTIYRfwT1GaULzLE,Texas Association Management Group,3.7,3,Property management company,"850 Central Pkwy E Suite 130, Plano, TX 75074, United States","27JW+2J Plano, Texas, USA",,+1 469-467-8266,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5t93mOqONLnOqvi9pc9HHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.16257&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:18.599Z,,,
https://www.google.com/maps/place/Spectrum+Association+Management/data=!4m7!3m6!1s0x864c23a0a68bf7b7:0x604adc313cf2042d!8m2!3d33.066622!4d-96.80723!16s%2Fg%2F11nnngppv0!19sChIJt_eLpqAjTIYRLQTyPDHcSmA,Spectrum Association Management,4.2,215,Property management company,"5212 Tennyson Pkwy #130, Plano, TX 75024, United States","358V+J4 Plano, Texas, USA",https://spectrumam.com/texas/dallas-hoa-management/,+1 972-992-3444,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPtus3h-ADJob_b9vmA6744187OAJ5Ve-Ac3-mF=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:23.250Z,,,
https://www.google.com/maps/place/Property+Management+Plano/data=!4m7!3m6!1s0x864c18e220bafcfd:0x3aa417c3ef906135!8m2!3d33.0161769!4d-96.7070219!16s%2Fg%2F11gg65gpjh!19sChIJ_fy6IOIYTIYRNWGQ78MXpDo,Property Management Plano,3.8,13,Property management company,"1224 N Central Expy, Plano, TX 75074, United States","278V+F5 Plano, Texas, USA",http://www.pathlightmgt.com/,+1 800-527-5030,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eR5oYjnHn3VwkRbwCyzJqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.47806&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:25.609Z,,,
https://www.google.com/maps/place/Circle+C+Properties/data=!4m7!3m6!1s0x864c228280c25d29:0xc72f275b4fd3a9f2!8m2!3d33.0246022!4d-96.7000516!16s%2Fg%2F1tf7h1w4!19sChIJKV3CgIIiTIYR8qnTT1snL8c,Circle C Properties,3.0,24,Property management company,"1004 18th Pl, Plano, TX 75074, United States","27FX+RX Plano, Texas, USA",http://www.circlec.com/,+1 972-867-9727,Open ⋅ Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq5b4CRWNGGLK7ikHc22dc7yPafzLFC7UXJ85nnHlZK1KIVNVcojxH_InijaMlZI2suegqPxbfEkiSODMg38kuIFCU40XMzwF6KyE139AqX3IqKFjsln5ArOBbHbs0FEakdjNmSsg=w408-h544-k-no,true,9:30 am–5:30 pm,9:30 am–5:30 pm,Closed,Closed,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:30.366Z,,,
"https://www.google.com/maps/place/Hosty,+LLC/data=!4m7!3m6!1s0xa7826874107268e9:0x13b88e35c0047251!8m2!3d33.0194686!4d-96.7335452!16s%2Fg%2F11s5nrhtkp!19sChIJ6WhyEHRogqcRUXIEwDWOuBM","Hosty, LLC",5.0,4,Property management company,"15, Plano, TX 75075, United States","2798+QH Plano, Texas, USA",http://hostypro.com/,+1 940-279-8200,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNLhP-pUxcCGP3Tlv_9vxh4yWzvy_McaX5aslbI=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:34.838Z,,,
"https://www.google.com/maps/place/Texas+Management+and+Leasing,+LLC/data=!4m7!3m6!1s0x864c18fde6e1ac6d:0x505fd2ab43999556!8m2!3d33.0276995!4d-96.7077446!16s%2Fg%2F11c6087__6!19sChIJbazh5v0YTIYRVpWZQ6vSX1A","Texas Management and Leasing, LLC",2.4,72,Property management company,"2000 N US, 75 N Central Expy 1000 #216, Plano, TX 75074, United States","27HR+3W Plano, Texas, USA",http://texaspm.com/,+1 469-331-8242,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np1Jmm4E6nB3j6aFtKBTV6T3WXbKpVa658gjqJSAbRlYRknwep8MBWjg6oh8DSYc_NMqGvTufN_wnbykK-_6ACAzoknQe2yZjBuZLBYHRlmcQhS3my9ZqlhQaptnvQ1gAZsKHEEtA=w408-h306-k-no,true,9 am–5 pm,9 am–12 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:39.338Z,,,
https://www.google.com/maps/place/CMA+Management/data=!4m7!3m6!1s0x864c2253f0fc1d2d:0x7845c62c9354d52a!8m2!3d33.0234272!4d-96.7876744!16s%2Fg%2F1tfk9dwk!19sChIJLR388FMiTIYRKtVUkyzGRXg,CMA Management,2.9,248,Property management company,"1800 Preston Park Blvd Suite 200, Plano, TX 75093, United States","26F6+9W Plano, Texas, USA",http://www.cmamanagement.com/,+1 972-943-2800,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP8Z4KzHbjVrWmhiwH-Ug92GCXhqYQMEUP_amSz=w408-h312-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:43.962Z,,,
https://www.google.com/maps/place/Haggard+Property+Group/data=!4m7!3m6!1s0x864c19022a20230b:0x185361dbdf0ea7b3!8m2!3d33.0282433!4d-96.7042549!16s%2Fg%2F1tg9njn2!19sChIJCyMgKgIZTIYRs6cO39thUxg,Haggard Property Group,3.7,9,Property management company,"800 Central Pkwy E #100, Plano, TX 75074, United States","27HW+77 Plano, Texas, USA",contact,+1 972-422-4515,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bfwBu5gy5e0i4bX2y0ma2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.919643&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:46.686Z,,,
https://www.google.com/maps/place/RealManage+Dallas/data=!4m7!3m6!1s0x864c26ba7d00941d:0xf02de793216cdea8!8m2!3d33.0171876!4d-96.8377923!16s%2Fg%2F12m9ddbsh!19sChIJHZQAfbomTIYRqN5sIZPnLfA,RealManage Dallas,3.7,369,Property management company,"6400 International Pkwy #1000, Plano, TX 75093, United States","2586+VV Plano, Texas, USA",https://realmanage.com/locations/texas/dallas/?utm_source=google&utm_medium=gmb&utm_campaign=local-seo&utm_term=dallas,+1 866-473-2573,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5va8cPSHBSXbhk5l-WoxUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.12332&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:51.715Z,,,
https://www.google.com/maps/place/Plano+Park+Townhomes/data=!4m7!3m6!1s0x864c190631811e11:0xbac21de1fa5e4db7!8m2!3d33.0300827!4d-96.6960372!16s%2Fg%2F1tgzbrhf!19sChIJER6BMQYZTIYRt01e-uEdwro,Plano Park Townhomes,4.0,95,Property management company,"2253 Ashley Park Dr, Plano, TX 75074, United States","28J3+2H Plano, Texas, USA",https://www.planoparktownhomes.com/?utm_knock=g,+1 972-632-2983,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipP1i0_iE_Qje0pcvmwXHavf6SW7jpB8KL6I2l-r=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Plano+DFW+TX/@33.0216577,-96.6979973,14z",2025-09-25T17:04:56.478Z,,,
