placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
https://www.google.com/maps/place/Carin+Eldridge/data=!4m7!3m6!1s0x86d671d72cb00001:0xb9327661d6bbf260!8m2!3d32.2422605!4d-110.9089247!16s%2Fg%2F11qgb6jcgh!19sChIJAQCwLNdx1oYRYPK71mF2Mrk,Carin Eldridge,5.0,4,Pediatrician,"1628 N Alvernon Way, Tucson, AZ 85712, United States","63RR+WC Tucson, Arizona, USA",https://tucsoncentralpediatrics.com/dr-carin-eldridge/,+1 520-325-8000,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4txW8kA-2xd6BqGdCr01EQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.93457&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:41:38.405Z,,
"https://www.google.com/maps/place/Dr.+Curtis+M.+Johnson,+MD/data=!4m7!3m6!1s0x86d671a669bcb99d:0xd2cebf340da6d507!8m2!3d32.2410854!4d-110.946286!16s%2Fg%2F1tdzx4th!19sChIJnbm8aaZx1oYRB9WmDTS_ztI","Dr. Curtis M. Johnson, MD",5.0,2,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+CF Tucson, Arizona, USA",,,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hZYuM9xQVdvZetauau5FfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.580925&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:41:43.033Z,,
"https://www.google.com/maps/place/Dr.+Tracey+L.+Kurtzman,+MD/data=!4m7!3m6!1s0x86d673e710cba3d7:0x985cc9b6e0077524!8m2!3d32.2724397!4d-110.9764633!16s%2Fg%2F1hc6lyctz!19sChIJ16PLEOdz1oYRJHUH4LbJXJg","Dr. Tracey L. Kurtzman, MD",5.0,3,Pediatrician,"320 W Prince Rd, Tucson, AZ 85705, United States","72CF+XC Tucson, Arizona, USA",http://www.elrio.org/,+1 520-388-7171,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7XuHCZFZIdcJ4SUOjeLOlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.076645&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:41:47.718Z,,
"https://www.google.com/maps/place/Dr.+Gretchen+J.+Hull,+MD/data=!4m7!3m6!1s0x86d6702c759f1b49:0x809b7ed519f69d24!8m2!3d32.2422759!4d-110.9089454!16s%2Fg%2F1thlzwwz!19sChIJSRufdSxw1oYRJJ32GdV-m4A","Dr. Gretchen J. Hull, MD",3.6,13,Pediatrician,"1628 N Alvernon Way, Tucson, AZ 85712, United States","63RR+WC Tucson, Arizona, USA",,+1 520-325-8000,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4txW8kA-2xd6BqGdCr01EQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.06204&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:41:52.726Z,,
https://www.google.com/maps/place/Barrio+Babies/data=!4m7!3m6!1s0x86d6710227a26ae1:0x7804ffc48a05d4ea!8m2!3d32.263581!4d-110.9264649!16s%2Fg%2F11tn55sflj!19sChIJ4WqiJwJx1oYR6tQFisT_BHg,Barrio Babies,5.0,88,Lactation service,"3112 N Country Club Rd, Tucson, AZ 85716, United States","737F+CC Tucson, Arizona, USA",https://barriobabies.com/,+1 520-869-3565,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNA_TJCnNxxACouvFCChOl4Vuu3TyXkSWjmYrrC=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:41:57.573Z,,
https://www.google.com/maps/place/Hemzawi+Ziad+MD/data=!4m7!3m6!1s0x86d673e710cba3d7:0x53c9e354992ee13b!8m2!3d32.2725133!4d-110.9764855!16s%2Fg%2F1xg5t3dg!19sChIJ16PLEOdz1oYRO-EumVTjyVM,Hemzawi Ziad MD,5.0,9,Pediatrician,"320 W Prince Rd, Tucson, AZ 85705, United States","72FF+2C Tucson, Arizona, USA",,+1 520-388-7171,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eMCPvJuCFEA7ioyvbZyFfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.24529&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:02.258Z,,
https://www.google.com/maps/place/Adams+Cecilia+M+MD/data=!4m7!3m6!1s0x86d67127f140d4d7:0x486cd2eacafe40db!8m2!3d32.2212713!4d-110.985852!16s%2Fg%2F1tj_5pc5!19sChIJ19RA8Sdx1oYR20D-yurSbEg,Adams Cecilia M MD,5.0,1,Pediatrician,"839 W Congress St, Tucson, AZ 85745, United States","62C7+GM Tucson, Arizona, USA",http://www.elrio.org/,+1 520-670-3909,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_RYEX8rPiN4YjNMbBMSXew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.8318&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:07.099Z,,
"https://www.google.com/maps/place/Diamond+Children%27s+Multispecialty+Services+Clinic+%7C+Tucson,+AZ+%7C+Wilmot+Rd./data=!4m7!3m6!1s0x86d66c19a476c353:0x8fcdb830f0f2bbbf!8m2!3d32.2277442!4d-110.8587558!16s%2Fg%2F11b7hh6wr0!19sChIJU8N2pBls1oYRv7vy8DC4zY8","Diamond Children's Multispecialty Services Clinic | Tucson, AZ | Wilmot Rd.",4.6,140,Medical clinic,"535 N Wilmot Rd Suite 101, Tucson, AZ 85711, United States","64HR+3F Tucson, Arizona, USA",https://www.bannerhealth.com/locations/tucson/diamond-childrens-multispecialty-services-clinic-wilmot?y_source=1_MTE5MDc1MTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 520-694-5437,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMiWIxqFXLlr6WMC-OKxDYoty_5FkpUJ66hkLnQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:12.084Z,,
"https://www.google.com/maps/place/Nicole+Abdy,+MD:+Pediatrics/data=!4m7!3m6!1s0x86d671a669bcb99d:0xf9fe0c1163da61c0!8m2!3d32.2409829!4d-110.9457686!16s%2Fg%2F1tcvcb76!19sChIJnbm8aaZx1oYRwGHaYxEM_vk","Nicole Abdy, MD: Pediatrics",5.0,3,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",,+1 520-694-8888,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.66516&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:16.837Z,,
https://www.google.com/maps/place/SOSAN+L+MOUSSA/data=!4m7!3m6!1s0x86d66e198f194ee1:0xa800272de37dbced!8m2!3d32.263197!4d-110.8929518!16s%2Fg%2F1tfst9sm!19sChIJ4U4Zjxlu1oYR7bx94y0nAKg,SOSAN L MOUSSA,5.0,5,Pediatrician,"3085 N Swan Rd, Tucson, AZ 85712, United States","7474+7R Tucson, Arizona, USA",,+1 520-323-3099,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N9S_wDJoz7hilAAF1FEVuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.601006&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:21.870Z,,
https://www.google.com/maps/place/Ramakrishnan+Sivapriya+MD/data=!4m7!3m6!1s0x86d671d72cb15049:0x6d4b58ee57c91eb6!8m2!3d32.2422759!4d-110.9089455!16s%2Fg%2F1263pwgqd!19sChIJSVCxLNdx1oYRth7JV-5YS20,Ramakrishnan Sivapriya MD,5.0,7,Pediatrician,"1628 N Alvernon Way, Tucson, AZ 85712, United States","63RR+WC Tucson, Arizona, USA",,+1 520-325-8000,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4txW8kA-2xd6BqGdCr01EQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.09&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:26.717Z,,
https://www.google.com/maps/place/Davis+Pediatric+Dentistry/data=!4m7!3m6!1s0x86d6703555a41483:0x308e6cc5bb5cec87!8m2!3d32.2304958!4d-110.9264589!16s%2Fg%2F1thw752s!19sChIJgxSkVTVw1oYRh-xcu8VsjjA,Davis Pediatric Dentistry,4.9,776,Pediatric dentist,"716 N Country Club Rd, Tucson, AZ 85716, United States","63JF+5C Tucson, Arizona, USA",https://www.tucsonkidsdentist.com/,+1 520-326-8516,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGN0WiqoWbk_5YKwBc7M4vGc6zupaaCxVNbi9Fx8CqNq28p27dyslFF8ekidCHbok6MHTiKtBWoFVbZvT040yE67XhAwmcDpftA4btQbUNif_txDyJUhR-FmRafMxiBHUTorbg=w408-h263-k-no,true,7:30 am–5 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,Closed,7:30 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:31.601Z,,
"https://www.google.com/maps/place/Catherine+Riley,+MD/data=!4m7!3m6!1s0x86d66fa6e685f27d:0xb0c6484336664c4e!8m2!3d32.2410854!4d-110.946286!16s%2Fg%2F11ddx80ltm!19sChIJffKF5qZv1oYRTkxmNkNIxrA","Catherine Riley, MD",5.0,2,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+CF Tucson, Arizona, USA",https://doctors.bannerhealth.com/provider/Catherine+Riley/454451,+1 520-694-5437,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hZYuM9xQVdvZetauau5FfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.580925&pitch=0&thumbfov=100,false,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:36.345Z,,
"https://www.google.com/maps/place/Dr.+Pamela+K.+Black-Davis,+MD/data=!4m7!3m6!1s0x86d6702c759f1b49:0x9fb340fe649e58b5!8m2!3d32.2422605!4d-110.9089248!16s%2Fg%2F1tgdcv_0!19sChIJSRufdSxw1oYRtVieZP5As58","Dr. Pamela K. Black-Davis, MD",4.4,7,Pediatrician,"1628 N Alvernon Way, Tucson, AZ 85712, United States","63RR+WC Tucson, Arizona, USA",,+1 520-325-8000,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4txW8kA-2xd6BqGdCr01EQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.96077&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:41.191Z,,
"https://www.google.com/maps/place/Ana+Maria+Longoria,+MD/@32.2298363,-110.9091052,17z/data=!3m1!4b1!4m6!3m5!1s0x86d6702c75adc683:0x4dc16c1c34d067d1!8m2!3d32.2298363!4d-110.9091052!16s%2Fg%2F11csrwpd6k","Ana Maria Longoria, MD",5.0,1,Pediatrician,"630 N Alvernon Way, Tucson, AZ 85711, United States","63HR+W9 Tucson, Arizona, USA",,+1 520-332-8860,Open · Closes 5 pm,,,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:48.050Z,,
https://www.google.com/maps/place/Callie+Pediatrics/data=!4m7!3m6!1s0x86d66f0b9f0398bb:0x2d454d273de6c9d3!8m2!3d32.2250477!4d-110.8506215!16s%2Fg%2F1tg4lt_l!19sChIJu5gDnwtv1oYR08nmPSdNRS0,Callie Pediatrics,4.3,100,Pediatrician,"6636 E Carondelet Dr, Tucson, AZ 85710, United States","64GX+2Q Tucson, Arizona, USA",http://www.calliepeds.com/,+1 520-298-3383,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQCJxgnKTOV_7FmfPiVyxxI_aOllXb3-VW1m0OE8q-qILbNw5tuBMrQTVNxf2S516BW78xvXl_xRF2LXgAX4V2PQHj0F9DVSHi69WM02DC_q2ldE4v-maMfXo6eLl4KmSg8JPmUA5dz1Bt=w408-h883-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:53.092Z,,
https://www.google.com/maps/place/Desert+Willow+Pediatrics+-+Dr.+Joy+Peskin/data=!4m7!3m6!1s0x86d66e55393ed577:0xd00e0692f98126af!8m2!3d32.245788!4d-110.8568286!16s%2Fg%2F1td1kfbh!19sChIJd9U-OVVu1oYRryaB-ZIGDtA,Desert Willow Pediatrics - Dr. Joy Peskin,3.8,26,Pediatrician,"6369 E Tanque Verde Rd Ste 190, Tucson, AZ 85715, United States","64WV+87 Tucson, Arizona, USA",http://www.desertwillowpediatrics.com/,+1 520-751-4124,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertSJLhhfIUW0QfkrgJOIr7tupafj1m8TtzBWUQcL7H9f86gMuHM_0LXcwsuwjZmQUpH-VpZenwzi_09BJRHuqi7NS_SbuYlLKx_YOCG7LySBtmyBXLio0zVDHBA9DMmyzf5XFJpg=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:42:57.972Z,,
