placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Kern+County+Mental+Health+Services/data=!4m7!3m6!1s0x80ea6a27339b8d4f:0x5561aa29877c60b8!8m2!3d35.3707477!4d-119.0167395!16s%2Fg%2F1vcjmkk8!19sChIJT42bMydq6oARuGB8hymqYVU,Kern County Mental Health Services,5.0,6,Mental health service,"1401 L St, Bakersfield, CA 93301, United States","9XCM+78 Bakersfield, California, USA",https://www.kernbhrs.org/,+1 661-868-6100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lJHjHEIsXGuAzEuzyuppAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.08377&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:13.976Z,,,,
https://www.google.com/maps/place/Kern+County+Mental+Health+Services/data=!4m7!3m6!1s0x80ea6ba416f67ca3:0x3b986276e522257e!8m2!3d35.3470548!4d-118.9836745!16s%2Fg%2F1tf02sxj!19sChIJo3z2FqRr6oARfiUi5XZimDs,Kern County Mental Health Services,3.4,10,Mental health clinic,"1600 E Belle Terrace # 1, Bakersfield, CA 93307, United States","82W8+RG Bakersfield, California, USA",https://www.kernbhrs.org/,+1 661-635-2950,Closes soon · 5 pm · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UOlTbSXrpznN3tvv46UcVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=272.69855&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:18.520Z,,,,
https://www.google.com/maps/place/Dr.+Gerard+Fernando/data=!4m7!3m6!1s0x80ea43cb8704e393:0x7b3371936354009a!8m2!3d35.3667521!4d-119.0959514!16s%2Fg%2F11p07b8b5l!19sChIJk-MEh8tD6oARmgBUY5NxM3s,Dr. Gerard Fernando,5.0,3,Psychiatrist,"8329 Brimhall Rd #804, Bakersfield, CA 93312, United States","9W83+PJ Bakersfield, California, USA",,+1 661-431-1555,Open · Closes 8:45 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PLsQlyqSiA7nPdT8yCDOGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.36063&pitch=0&thumbfov=100,false,8:45 am–8:45 pm,8:45 am–8:45 pm,8:45 am–8:45 pm,8:45 am–8:45 pm,8:45 am–8:45 pm,8:45 am–8:45 pm,8:45 am–8:45 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:23.127Z,,,,
https://www.google.com/maps/place/Behavioral+Health+%26+Recovery/data=!4m7!3m6!1s0x80ea6f404e578a6d:0xad88c1ce7ce024d5!8m2!3d35.398743!4d-118.9514215!16s%2Fg%2F11h7b1817f!19sChIJbYpXTkBv6oAR1STgfM7BiK0,Behavioral Health & Recovery,3.7,6,Mental health clinic,"3715 Columbus St, Bakersfield, CA 93306, United States","92XX+FC Bakersfield, California, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hHxTARAtCDR2IbYiw01Q7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.3158&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:27.616Z,,,,
https://www.google.com/maps/place/Valley+Psychological+Group/data=!4m7!3m6!1s0x80ea698836a4e7af:0x610805b93e34cc0!8m2!3d35.3783153!4d-119.0243648!16s%2Fg%2F12xqsdpk8!19sChIJr-ekNohp6oARwEzjk1uAEAY,Valley Psychological Group,4.1,24,Mental health service,"2100 E St, Bakersfield, CA 93301, United States","9XHG+87 Bakersfield, California, USA",http://vpgbakersfield.com/,+1 661-327-4252,Closes soon · 5 pm · Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy09CwGHyxL1XXidR_souBu1JShdgE0pf6CcVH4T1X4XXfewZ4qfigsL7GojjLWNJscLoGqLQJl9w9xLj7RIXpS3720WVveOK9RFYTCeHZBgBZHKysVUam77Rdq1MVMxwQtiJ_s=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:32.249Z,,,,
https://www.google.com/maps/place/Bakersfield+Behavioral+Healthcare+Hospital/data=!4m7!3m6!1s0x80ea4033cac061a3:0x347dbabcfc40a957!8m2!3d35.3166604!4d-119.060619!16s%2Fg%2F11c1vqkk25!19sChIJo2HAyjNA6oARV6lA_Ly6fTQ,Bakersfield Behavioral Healthcare Hospital,2.2,191,Mental health clinic,"5201 White Ln, Bakersfield, CA 93309, United States","8W8Q+MQ Bakersfield, California, USA",http://www.bakersfieldbehavioral.com/,+1 661-398-1800,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMU3uP5gdhLIUYCYBIsTxCp1Zk9ydhwlfc5UhdB=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:36.733Z,,,,
"https://www.google.com/maps/place/Kern+County+Mental+Health+Services/@35.3721958,-119.0175328,17z/data=!3m1!4b1!4m6!3m5!1s0x80ea698a08af3c93:0x82633083aa955933!8m2!3d35.3721958!4d-119.0175328!16s%2Fg%2F1tkq_k_j",Kern County Mental Health Services,3.0,2,Public health department,"1415 Truxtun Ave # 401, Bakersfield, CA 93301, United States","9XCJ+VX Bakersfield, California, USA",https://www.kernbhrs.org/,+1 661-868-6453,Closes soon · 5 pm · Opens 9 am Tue,,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:43.126Z,,,,
"https://www.google.com/maps/place/Clear+Behavioral+Health:+Online+Mental+Health+Psychiatry,+Therapy,+and+Outpatient+Services/data=!4m7!3m6!1s0x80ea6b5167f552cd:0x34e56010e349c2f8!8m2!3d35.3694448!4d-119.0185681!16s%2Fg%2F11s7_5ncj5!19sChIJzVL1Z1Fr6oAR-MJJ4xBg5TQ","Clear Behavioral Health: Online Mental Health Psychiatry, Therapy, and Outpatient Services",4.5,6,Mental health clinic,"1234 Chester Ave # 205, Bakersfield, CA 93301, United States","9X9J+QH Bakersfield, California, USA",https://clearbehavioralhealth.com/locations/virtual-mental-health-services-california/?utm_source=google+business+profile&utm_medium=referral&utm_campaign=listing_bakersfield,+1 661-727-0939,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMYZfRBnEuPgoEEeP2aKVhY5SVuTXP8Pmtm0trD=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:49.217Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Adelante+Behavioral+Health+ABA+LLC/data=!4m7!3m6!1s0x80ea69d40591e535:0x13e689de86750ebb!8m2!3d35.3952288!4d-119.0060973!16s%2Fg%2F11q2q17g3f!19sChIJNeWRBdRp6oARuw51ht6J5hM,Adelante Behavioral Health ABA LLC,2.8,18,Mental health clinic,"513 W Columbus St, Bakersfield, CA 93301, United States","9XWV+3H Bakersfield, California, USA",https://www.adelantebehavioralhealth.com/,+1 559-759-5060,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S1Ux_YnR4gWxJo-zb2CUyQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.32428&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:53.485Z,,,,
https://www.google.com/maps/place/Psychiatric+Wellness+Center/data=!4m7!3m6!1s0x80ea694f1a29c165:0xfef9d91c49c4495f!8m2!3d35.3793234!4d-119.0103144!16s%2Fg%2F11y4tm_1jd!19sChIJZcEpGk9p6oARX0nESRzZ-f4,Psychiatric Wellness Center,,,Mental health clinic,"2204 Q St Suite B, Bakersfield, CA 93301, United States","9XHQ+PV Bakersfield, California, USA",https://psychwellnesscenter.com/,+1 661-371-2525,Closes soon · 5:30 pm · Opens 8:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipNAPe-qd6gu9bA8qGVr67hgVw2KVonPdqSCb9Z_=w408-h547-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:40:57.820Z,,,,
https://www.google.com/maps/place/ROWI+Teen+%26+Adolescent+Mental+Health+%26+Wellness+Centers/data=!4m7!3m6!1s0x80ea41b3cf95780d:0x8e23449f18791469!8m2!3d35.3525846!4d-119.060648!16s%2Fg%2F11lz4pzpg4!19sChIJDXiVz7NB6oARaRR5GJ9EI44,ROWI Teen & Adolescent Mental Health & Wellness Centers,5.0,1,Mental health service,"200 New Stine Rd Suite 115 & 117, Bakersfield, CA 93309, United States","9W3Q+2P Bakersfield, California, USA",https://rowiteen.com/locations/bakersfield/,+1 661-491-7446,"Closes soon · 5:30 pm · Opens 8 am Tue

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNQcbmhvxcqwYitLWs39nXHiALor8BSutxfubYz=w458-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:41:02.133Z,,,,
https://www.google.com/maps/place/NO+Longer+in+Practice/data=!4m7!3m6!1s0x80ea430bc343b83d:0x2db31bab8440a433!8m2!3d35.3916511!4d-119.1112518!16s%2Fg%2F1tq8jw9m!19sChIJPbhDwwtD6oARM6RAhKsbsy0,NO Longer in Practice,3.1,58,Psychiatrist,"3409 Calloway Dr UNIT 601, Bakersfield, CA 93312, United States","9VRQ+MF Bakersfield, California, USA",https://www.ampspsych.com/,+1 661-589-1200,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q-BgHQ-zbGxfJ-dtADdT6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.90118&pitch=0&thumbfov=100,false,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:41:06.400Z,,,,
https://www.google.com/maps/place/Behavioral+Health+and+Recovery/data=!4m7!3m6!1s0x80ea41f066562455:0xb628a67709dd99b9!8m2!3d35.3531158!4d-119.0586351!16s%2Fg%2F1tj33fq_!19sChIJVSRWZvBB6oARuZndCXemKLY,Behavioral Health and Recovery,2.1,24,Mental health clinic,"5121 Stockdale Hwy, Bakersfield, CA 93309, United States","9W3R+6G Bakersfield, California, USA",https://www.kernbhrs.org/,+1 661-868-5000,Closes soon · 5 pm · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSU8URcoj15rw-hLl5ErckhyhvqLM7bUGd_3u0mWjVzJv9m9-PUI94EmWE_I1KXNZgVt6MYiexzYp8DlRwa0IrqctU67_aekvOD8lfLQlpW43yl-219dAhV2zxVN5l4OhQy7ig=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:41:11.000Z,,,,
https://www.google.com/maps/place/Henrietta+Weill+Memorial+Child+Guidance+Clinic+%26+Adult+Behavioral+Health/data=!4m7!3m6!1s0x80ea6996aaaaaaab:0x248ddeaeb70ff137!8m2!3d35.4082454!4d-119.0340514!16s%2Fg%2F1tjz3pf5!19sChIJq6qqqpZp6oARN_EPt67ejSQ,Henrietta Weill Memorial Child Guidance Clinic & Adult Behavioral Health,4.2,12,Mental health service,"661 Roberts Ln Ste. B, Bakersfield, CA 93308, United States","CX58+79 Bakersfield, California, USA",http://www.hwmcgc.org/,+1 661-393-5836,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqebnkoVFmIp-_BbC0vsUtPx5YzXLI8Ww-fbU6G7ySDzPaj3oVuUIUskQT1RuFs0PqKrU7kpknoFWGt8-EPDb-Ox1rLP7lgZxkJgnHlj29tpJ53oaXSXvYIFJmVLZUqQofgOZxmg=w532-h240-k-no,true,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:41:15.359Z,,,,
https://www.google.com/maps/place/Kern+Youth+Psychiatric+Facility/data=!4m7!3m6!1s0x80ea6b001cd9e579:0x36b978d4396686c3!8m2!3d35.348056!4d-118.953765!16s%2Fg%2F11x73kbkz7!19sChIJeeXZHABr6oARw4ZmOdR4uTY,Kern Youth Psychiatric Facility,5.0,2,Psychiatric hospital,"702 Workman St, Bakersfield, CA 93307, United States","82XW+6F Bakersfield, California, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbvwQo8DglxbnhEw8SCqiX4DsT7vBhB553Ygnc-h6s8U_GjFq_cum4iASmyojqMo-g_3K15XHlI3xcwBUMJms2ng3tc64Kuk4OerPVbCNBjKhFtoFQKkdrVY7OqvvSV2jO3svVGq9LUcY=w494-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:41:17.565Z,,,,
https://www.google.com/maps/place/Henrietta+Weill+Memorial+Child+Guidance+Clinic+%26+Adult+Behavioral+Health/data=!4m7!3m6!1s0x80ea6a07e18abd87:0xf6b913410ca51861!8m2!3d35.3546167!4d-119.0450283!16s%2Fg%2F1v6qhyng!19sChIJh72K4Qdq6oARYRilDEETufY,Henrietta Weill Memorial Child Guidance Clinic & Adult Behavioral Health,3.0,21,Mental health service,"3628 Stockdale Hwy, Bakersfield, CA 93309, United States","9X33+RX Bakersfield, California, USA",http://www.hwmcgc.org/,+1 661-322-1021,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6oKxOBtzdqkrIc7Bh062_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.0918&pitch=0&thumbfov=100,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:41:22.019Z,,,,
https://www.google.com/maps/place/A+Better+Way+Psychiatry+%26+TMS/data=!4m7!3m6!1s0x80ea43a91196547d:0x1dc859b0a6f05c01!8m2!3d35.3601112!4d-119.062448!16s%2Fg%2F11st9vghhc!19sChIJfVSWEalD6oARAVzwprBZyB0,A Better Way Psychiatry & TMS,3.4,5,Psychiatrist,"5329 Office Centre Ct Suite 224, Bakersfield, CA 93309, United States","9W6Q+22 Bakersfield, California, USA",https://www.abetterwaytms.com/tms-therapy-bakersfield-ca-transcranial-magnetic-stimulation/,+1 661-455-7770,Closes soon · 5 pm · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMmv4SDL0Lp9X4ra5aA6db1SFHsu5T1Yfou-HZQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-12-16T00:41:26.466Z,,,,
