placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,attributes,error
https://www.google.com/maps/place/Holistic+Wellness+Institute/data=!4m7!3m6!1s0x86fe6d7039a2bd91:0x59ce5ff735c8ce3a!8m2!3d33.5405062!4d-101.8726122!16s%2Fg%2F11t86y82_p!19sChIJkb2iOXBt_oYROs7INfdfzlk,Holistic Wellness Institute,5.0,1,Mental health clinic,"2516 59th St, Lubbock, TX 79413, United States","G4RG+6X Lubbock, Texas, USA",https://www.intentionprojects.com/?utm_source=gmb_auth,+1 432-653-4981,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BveDSv_t7AiZN-tIgXuhiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.253379&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:20.039Z,,,,
https://www.google.com/maps/place/Lubbock+Advanced+Physical+Medicine/data=!4m7!3m6!1s0x86fe0d239adf1195:0xa4f2900d4d436218!8m2!3d33.5739506!4d-101.8881562!16s%2Fg%2F1v96m7bz!19sChIJlRHfmiMN_oYRGGJDTQ2Q8qQ,Lubbock Advanced Physical Medicine,4.9,427,Chiropractor,"2230 Indiana Ave, Lubbock, TX 79410, United States","H4F6+HP Lubbock, Texas, USA",https://www.healthyspinelubbock.com/,+1 806-791-3399,"Closes soon · 12 pm · Reopens 2 pm

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipMCyFb9Y1XCGHvOeOXgEG_6LXMh6dlagtxiZrFF=w569-h240-k-no,true,"9 am–12 pm, 2–6 pm","9 am–12 pm, 2–6 pm","9 am–12 pm, 2–6 pm","11 am–12 pm, 2–6 pm",9 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:25.319Z,,,,
https://www.google.com/maps/place/Worldview+Wellness/data=!4m7!3m6!1s0x4f60e5a9cc18db3f:0x826c17abfab7e89b!8m2!3d51.2072!4d-121.9883!16s%2Fg%2F11t6jb774z!19sChIJP9sYzKnlYE8Rm-i3-qsXbII,Worldview Wellness,5.0,11,Health consultant,,,http://worldviewwellness.com/,+1 806-239-2559,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer3S7Bc8uQ-zfIR9SDCvOTDeVNOTQ6VVOoOYERcFTR6lHY6SoOMAt_An1qeE9NuKRKDMddbVHtFPVPG0bjg3fdsVTAgxQs1g8pgZH6Fcc0MTpTO9cpQx1qu-8UZVgLL3B83zXHs7A=w408-h622-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:30.382Z,,,,
https://www.google.com/maps/place/Live+Life+Well+Clinic/data=!4m7!3m6!1s0x86fe0de823a9fa29:0x34c4f16863889b55!8m2!3d33.5146186!4d-101.9565171!16s%2Fg%2F11qvdscx2s!19sChIJKfqpI-gN_oYRVZuIY2jxxDQ,Live Life Well Clinic,4.8,12,Medical clinic,"8705 Milwaukee Ave, Lubbock, TX 79424, United States","G27V+R9 Lubbock, Texas, USA",https://livelifewellclinic.com/,,,https://lh3.googleusercontent.com/p/AF1QipOER_n_mG9IbWFugC_QTEIoGhj2UZRPx6q950ya=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:33.193Z,,,,
https://www.google.com/maps/place/Wisdom+and+Truth+Wellness/data=!4m7!3m6!1s0x86fe6d9794d4f0ef:0x13e10755667562b8!8m2!3d33.5274709!4d-101.9081449!16s%2Fg%2F11gh_l4bt5!19sChIJ7_DUlJdt_oYRuGJ1ZlUH4RM,Wisdom and Truth Wellness,5.0,29,Chiropractor,"4416 74th St Suite #86, Lubbock, TX 79424, United States","G3GR+XP Lubbock, Texas, USA",https://www.wisdomandtruthwellness.org/,+1 806-831-5130,"Closes soon · 12 pm · Opens 9 am Tue

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipN9ZoLNigkVW-AVK6YqdLROshk2CFCmq4bkYnE=w408-h306-k-no,true,8 am–12 pm,"9 am–12 pm, 2–6 pm",2–5 pm,2–5 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:38.809Z,,,,
https://www.google.com/maps/place/Pure+Health/data=!4m7!3m6!1s0x86fe73ac7e6336bf:0x2781714a88212a6d!8m2!3d33.520701!4d-101.9054987!16s%2Fg%2F11j4s_mhjz!19sChIJvzZjfqxz_oYRbSohiEpxgSc,Pure Health,5.0,358,Medical spa,"8004 Quaker Ave suite d, Lubbock, TX 79424, United States","G3CV+7R Lubbock, Texas, USA",https://pureivhealth.com/,+1 806-256-7873,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOMJWEi64HjMmbvsfWpDyTHyZS-6FN7ezzj3u2j=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5:30 pm,1–5 pm,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:43.602Z,,,,
https://www.google.com/maps/place/Strickland%E2%80%99s+House+of+Herbs+Co/data=!4m7!3m6!1s0x86fe6d060c1d2883:0x4811aa030cd9423e!8m2!3d33.5741566!4d-101.8304869!16s%2Fg%2F11qb1qdvmq!19sChIJgygdDAZt_oYRPkLZDAOqEUg,Strickland’s House of Herbs Co,,,Holistic medicine practitioner,"506 E 23rd St, Lubbock, TX 79404, United States","H5F9+MR Lubbock, Texas, USA",,+1 806-498-5705,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNZObLQ7jwnHBQvq1Vd6xrhj27DvSeie24bD-V4=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:48.374Z,true,,,
https://www.google.com/maps/place/Rejuvenate+with+Renee+%7C+Therapeutic+Massage+%26+Holistic+Healing/data=!4m7!3m6!1s0x86fe6d688eb07c13:0xb76dac074853f642!8m2!3d33.5434462!4d-101.879313!16s%2Fg%2F11x6nb4rmb!19sChIJE3ywjmht_oYRQvZTSAesbbc,Rejuvenate with Renee | Therapeutic Massage & Holistic Healing,5.0,3,Life coach,"3002 56th St, Lubbock, TX 79413, United States","G4VC+97 Lubbock, Texas, USA",https://rejuvenatewithrenee.com/?utm_campaign=gmb,+1 806-541-4002,Open · Closes 10 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CmXXHQuWXHd1GKCZueahsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.33383&pitch=0&thumbfov=100,true,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,4:30 am–10 pm,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:53.239Z,true,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Brett+Jungman,+DC/data=!4m7!3m6!1s0x86fe6d2d67109ac7:0x8e7e6c5ebf2cba04!8m2!3d33.5802398!4d-101.854481!16s%2Fg%2F1v9gkg2m!19sChIJx5oQZy1t_oYRBLosv15sfo4","Brett Jungman, DC",5.0,33,Chiropractor,"1634 17th St, Lubbock, TX 79401, United States","H4JW+36 Lubbock, Texas, USA",http://www.brettjungman.com/,+1 806-762-2279,Open · Closes 1 pm · Reopens 2 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BbCZYRzSwxHWHjUi92HgCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.8815&pitch=0&thumbfov=100,true,"9 am–1 pm, 2–5:30 pm","9 am–1 pm, 2–5:30 pm","9 am–12 pm, 2–5:30 pm","9 am–1 pm, 2–5:30 pm","9 am–1 pm, 2–5:30 pm",9 am–12 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:06:58.209Z,,,,
https://www.google.com/maps/place/Sozo+Health/data=!4m7!3m6!1s0x86fe7302e4ec7849:0xe5893e1a3d285ed9!8m2!3d33.496439!4d-101.9559843!16s%2Fg%2F11lcb8md34!19sChIJSXjs5AJz_oYR2V4oPRo-ieU,Sozo Health,5.0,158,Nurse practitioner,"6405 107th St #200, Lubbock, TX 79424, United States","F2WV+HJ Lubbock, Texas, USA",http://www.sozohealthlbk.com/,+1 806-878-0254,Closes soon · 11:30 am · Reopens 1 pm,https://lh3.googleusercontent.com/p/AF1QipPg_IQrkGSUgLE2P-FcmeqZluHRYa6tXI-2Rx3J=w408-h544-k-no,true,"8–11:30 am, 1–5 pm","8–11:30 am, 1–5 pm","8–11:30 am, 1–5 pm","8–11:30 am, 1–5 pm",Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:03.085Z,,,,
https://www.google.com/maps/place/Foundation+Health+%26+Wellness/data=!4m7!3m6!1s0x86fe72503c2c5fed:0x1c9fe7c951f7fd87!8m2!3d33.5341746!4d-101.9251113!16s%2Fg%2F1hc2m6gjg!19sChIJ7V8sPFBy_oYRh_33Ucnnnxw,Foundation Health & Wellness,4.8,74,Chiropractor,"6701 Aberdeen Ave Suite 11, Lubbock, TX 79424, United States","G3MF+MX Lubbock, Texas, USA",https://www.fhwlubbock.com/,+1 806-687-9355,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPIuqj8quoPpLjpQgN5tyqN4Q8TbMehgEhRobKM=w408-h408-k-no,true,9 am–6 pm,9 am–6 pm,7:30 am–6 pm,8:30 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:08.175Z,,,,
"https://www.google.com/maps/place/Stephen+B.+Vanosdale,+DC/data=!4m7!3m6!1s0x86fe6d4fa831cf8b:0xa9e1ce624894f942!8m2!3d33.5707822!4d-101.8749581!16s%2Fg%2F1thp8fhh!19sChIJi88xqE9t_oYRQvmUSGLO4ak","Stephen B. Vanosdale, DC",5.0,14,Chiropractor,"2630 26th St, Lubbock, TX 79410, United States","H4CG+82 Lubbock, Texas, USA",https://mydrsteve.com/,+1 806-765-8443,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWn7JGi-h0AgbCqObNDjDQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.6870975&pitch=0&thumbfov=100,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:12.927Z,,,,
https://www.google.com/maps/place/The+Joint+Chiropractic/data=!4m7!3m6!1s0x86fe0d4caf8bcdcd:0xeddd43e99f588c1!8m2!3d33.5773737!4d-101.9056911!16s%2Fg%2F1q67s5czv!19sChIJzc2Lr0wN_oYRwYj1mT7U3Q4,The Joint Chiropractic,4.9,1449,Chiropractor,"1901 Quaker Ave #104, Lubbock, TX 79407, United States","H3GV+WP Lubbock, Texas, USA",https://www.thejoint.com/texas/lubbock/lubbock-28067,+1 806-602-2575,"Open · Closes 7 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPg-QKsuwBmCwFEMp5rZilA61K_tWxpm99hoe0W=w408-h409-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–4 pm,12–4 pm,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:17.861Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Loza+Chiropractic/data=!4m7!3m6!1s0x86fe72acff83f0e9:0xcb10875ba78c9a61!8m2!3d33.5748025!4d-101.8972581!16s%2Fg%2F11fy934ng5!19sChIJ6fCD_6xy_oYRYZqMp1uHEMs,Loza Chiropractic,5.0,11,Chiropractor,"3809 22nd St #2e, Lubbock, TX 79410, United States","H4F3+W3 Lubbock, Texas, USA",http://lozachiropractic.com/,+1 806-792-0885,"Open · Closes 6 pm

Updated by this business 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FObdPxd5lA9GKpQQwNZrLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.27455&pitch=0&thumbfov=100,true,11 am–6 pm,9 am–2 pm,9 am–7 pm,9 am–5 pm,9 am–2 pm,Closed,1–4 pm,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:22.652Z,,,,
https://www.google.com/maps/place/Dr.+Vanessa+Loza/data=!4m7!3m6!1s0x86fe72acff747e9f:0x6f88397c4739d17d!8m2!3d33.574756!4d-101.8975726!16s%2Fg%2F1tmk8yv5!19sChIJn350_6xy_oYRfdE5R3w5iG8,Dr. Vanessa Loza,5.0,7,Chiropractor,"3809 22nd St #2e, Lubbock, TX 79410, United States","H4F2+WX Lubbock, Texas, USA",http://www.lozachiropractic.com/,+1 806-792-0885,Open · Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sNm617-c7AQDIeAK_Vxgwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.796&pitch=0&thumbfov=100,false,11 am–6 pm,9 am–2 pm,9 am–7 pm,9 am–6 pm,9 am–2 pm,Closed,1–4 pm,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:27.435Z,,,,
"https://www.google.com/maps/place/Cotton+D.+Merritt,+DC/data=!4m7!3m6!1s0x86fe12cc7ecab2b1:0x3434a8645df4604b!8m2!3d33.5842058!4d-101.860443!16s%2Fg%2F1w4f8kbd!19sChIJsbLKfswS_oYRS2D0XWSoNDQ","Cotton D. Merritt, DC",4.8,4,Chiropractor,"2005 Broadway St, Lubbock, TX 79401, United States","H4MQ+MR Lubbock, Texas, USA",http://www.chiromerritt.com/,+1 806-744-3800,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PxrlAlXiPIhUpxHyo0wVWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.61824&pitch=0&thumbfov=100,true,9 am–5:30 pm,2–5:30 pm,9 am–5:30 pm,2–5:30 pm,9 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:32.549Z,,,,
https://www.google.com/maps/place/Blair+Chiropractic+Clinic/data=!4m7!3m6!1s0x86fe6d3cd9eeef61:0xfa13e69b6f9dcf20!8m2!3d33.5482705!4d-101.8157182!16s%2Fg%2F1tf6s7kb!19sChIJYe_u2Txt_oYRIM-db5vmE_o,Blair Chiropractic Clinic,5.0,167,Chiropractor,"1802 E 50th St Ste 112, Lubbock, TX 79404, United States","G5XM+8P Lubbock, Texas, USA",https://blairclinic.com/,+1 806-747-2735,Open · Closes 1 pm · Reopens 3 pm,https://lh3.googleusercontent.com/p/AF1QipNe86nAiis0rCDcMr_qygiYKD52C7yfYs0jn109=w426-h240-k-no,true,"9 am–1 pm, 3–6 pm","9 am–1 pm, 3–6 pm","9 am–1 pm, 3–6 pm",Closed,"9 am–1 pm, 3–6 pm",Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:37.286Z,,,,
https://www.google.com/maps/place/Cereset+-+Lubbock/data=!4m7!3m6!1s0x86fe73fc26786d73:0xb82cc11ffe5312e9!8m2!3d33.5205212!4d-101.9233518!16s%2Fg%2F11t17xp20y!19sChIJc214Jvxz_oYR6RJT_h_BLLg,Cereset - Lubbock,5.0,1,Wellness center,"8008 Slide Rd, Lubbock, TX 79424, United States","G3CG+6M Lubbock, Texas, USA",,+1 806-701-3799,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMA4NhlRk_A2WA4ZLpynN7NeQ9Ev-88uqu4hyuC=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Lubbock+Lubbock+TX/@33.5835732,-101.8551675,14z",2026-02-23T17:07:41.955Z,,,,
