placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Dover+Millwork+Co.+Inc/data=!4m7!3m6!1s0x89b88e1cc0c0a767:0x2872cd3173ca3024!8m2!3d38.839116!4d-75.535337!16s%2Fg%2F1th5kbyt!19sChIJZ6fAwByOuIkRJDDKczHNcig,Dover Millwork Co. Inc,5.0,5,General contractor,"10862 Shawnee Rd, Harrington, DE 19952, United States","RFQ7+JV Harrington, Delaware, USA",http://www.doverwindows.com/,+1 302-349-5070,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MHAmIR6mVq7cCcCzPsmftQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.6846&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:18.850Z,,,,
https://www.google.com/maps/place/Eastern+Shore+Overhead+Door/data=!4m7!3m6!1s0x89b8655abe1eae63:0x177cb55bc23174f1!8m2!3d38.9446857!4d-75.8891475!16s%2Fg%2F1x5fc7wv!19sChIJY64evlpluIkR8XQxwlu1fBc,Eastern Shore Overhead Door,5.0,4,Door supplier,"11 Sunset Blvd, Ridgely, MD 21660, United States","W4V6+V8 Ridgely, Maryland, USA",https://www.easternshoreoverheaddoor.com/,+1 410-479-4529,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=avIJh_vamYSz5ktn1OjRPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.90042&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:23.530Z,,,,
https://www.google.com/maps/place/Atlantic+Overhead+Door+LLC/data=!4m7!3m6!1s0x89c7324000000001:0x8cefff7063ee3af!8m2!3d39.3291444!4d-74.7711105!16s%2Fg%2F1thky6ly!19sChIJAQAAAEAyx4kRr-M-Bvf_zgg,Atlantic Overhead Door LLC,4.8,17,Garage door supplier,,,http://www.atlanticdoornj.com/,+1 800-586-0586,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMPRAPXBQF8BW19obp2JkxXGPke-J1tTjnxkjs4=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:28.438Z,,,,
https://www.google.com/maps/place/Early+Birds+Garage+Doors/data=!4m7!3m6!1s0x89c6951cbf5e213b:0x66bcfbff082b8edd!8m2!3d40.0423505!4d-75.4150468!16s%2Fg%2F11ycccz73_!19sChIJOyFevxyVxokR3Y4rCP_7vGY,Early Birds Garage Doors,5.0,69,Garage door supplier,"321 S Valley Forge Rd ste 7, Devon, PA 19333, United States","2HRM+WX Devon, Pennsylvania, USA",https://www.earlybirdsgaragedoors.com/,+1 610-616-5255,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN2NZ4A2oOHlFQalbP8aDFAgqaf5O45imHjfHr4=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:33.249Z,,,,
https://www.google.com/maps/place/Delmarva+Overhead+Doors/data=!4m7!3m6!1s0x89b86547c92e49a7:0xd72e1602af71ca65!8m2!3d38.9433803!4d-75.8790322!16s%2Fg%2F11hbmtggfx!19sChIJp0kuyUdluIkRZcpxrwIWLtc,Delmarva Overhead Doors,5.0,1,Garage door supplier,"101 E 6th St, Ridgely, MD 21660, United States","W4VC+99 Ridgely, Maryland, USA",https://www.facebook.com/DelmarvaDoors/?fref=mentions,+1 410-310-0843,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM40mz1_N_aBEl3-NTMLEztx2vgx_SvUaRGYlnM=w421-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:38.318Z,,,,
https://www.google.com/maps/place/Towson+Best+Garage+Doors+Repair/data=!4m7!3m6!1s0x89c80f7287558dd5:0xe199f49508950ab1!8m2!3d39.3550164!4d-76.647383!16s%2Fg%2F1yghb687b!19sChIJ1Y1Vh3IPyIkRsQqVCJX0meE,Towson Best Garage Doors Repair,5.0,154,Garage door supplier,,,https://www.towsongaragedoorsrepair.com/,+1 410-344-2336,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPoLYjDyQvA-oKRW_Yp9hT3KHZ6RMtxhw8PEsDB=w408-h258-k-no,true,9 am–10 pm,9 am–10 pm,9 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:43.169Z,,,,
https://www.google.com/maps/place/Reliable+Garage+Door+Repair/data=!4m7!3m6!1s0x864c3f41a7d4415d:0x60b3005afb22bc87!8m2!3d33.3006809!4d-96.8471962!16s%2Fg%2F11hf7z8_jx!19sChIJXUHUp0E_TIYRh7wi-1oAs2A,Reliable Garage Door Repair,4.9,268,Garage door supplier,"1413 Shelby Ln Unit C-1, Celina, TX 75009, United States","8523+74 Celina, Texas, USA",https://reliablegaragedoorrepair.com/?utm_source=googlemb&utm_medium=organic&utm_campaign=weblink&utm_content=home,+1 214-390-2840,,https://lh3.googleusercontent.com/p/AF1QipOH7hS2iz8xX5g_BlCx079uHZMB9ugpDbRLgR0c=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:48.044Z,,,,
https://www.google.com/maps/place/ADP+Garage+Door+Repair/data=!4m7!3m6!1s0x89c81723f1ca7ea3:0xaace20f6379cb36!8m2!3d39.439063!4d-76.673664!16s%2Fg%2F11frthvn69!19sChIJo37K8SMXyIkRNst5Yw_irAo,ADP Garage Door Repair,5.0,270,Garage door supplier,,,https://www.adpgaragedoors.com/?utm_source=google&utm_medium=gbp&utm_campaign=gbp_owingsmills,+1 410-600-1031,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN3u-pC75-P7J020-bBmWPkiVqFxS1aJbr5X5gX=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:52.837Z,,,,
https://www.google.com/maps/place/Precision+Overhead+Garage+Door+Service+of+York/data=!4m7!3m6!1s0x83b7fd6cecdee629:0xb164a9cab9b8bb56!8m2!3d39.9734945!4d-76.7053587!16s%2Fg%2F11rhvs8__v!19sChIJKebe7Gz9t4MRVru4ucqpZLE,Precision Overhead Garage Door Service of York,5.0,988,Garage door supplier,"1213 E Philadelphia St, York, PA 17403, United States","X7FV+9V York, Pennsylvania, USA",https://precisiondoorpa.com/?utm_source=gmb&utm_medium=location_york&utm_campaign=website,+1 717-921-6152,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSws612f0vxeh4UZBD9_wMByHXt87EIInywjkA1RBVWjVbttF67wsMDVhwDM700fpzySuHo3pxT3LxVHBZ9Uu0PQyoVK-MuKAvdaLuqfb7VDg3Y8qCXPEQJ9w4RcxjlV1JI-YhIv2Q=w408-h544-k-no,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:53:57.797Z,,,,
https://www.google.com/maps/place/ADP+Garage+Door+Repair/data=!4m7!3m6!1s0x89b7fb511e0120e5:0xcc2b260c44cc6488!8m2!3d38.9742484!4d-76.5949204!16s%2Fg%2F11j2q2hn_p!19sChIJ5SABHlH7t4kRiGTMRAwmK8w,ADP Garage Door Repair,4.9,168,Garage door supplier,,,https://adpgaragedoorrepair.com/?utm_source=google&utm_medium=gbp&utm_campaign=gbp_millersville,+1 410-600-1032,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMO1Hh42WAo-D2jgLBCJpwh0_K2BXrG91Sw99LZ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:02.638Z,,,,
https://www.google.com/maps/place/Armin%27s+Garage+Doors/data=!4m7!3m6!1s0x89b811bdd53e7b4d:0x5afedce5474cf8d0!8m2!3d38.575144!4d-76.153587!16s%2Fg%2F1tgff807!19sChIJTXs-1b0RuIkR0PhMR-Xc_lo,Armin's Garage Doors,4.9,54,Garage door supplier,,,http://www.arminsgaragedoors.com/?utm_campaign=gmb,+1 410-538-1768,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNlstP_A7lahUMJtEIs7aQ2eC1wB1Pe2C2KADt-=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:07.360Z,,,,
https://www.google.com/maps/place/Fix+Ur+Crack+Harrington+-+Delmarva%27s+%231+Mobile+Device+Repair+Facility/data=!4m7!3m6!1s0x89b8857a25feb2af:0xb8a9b5208029efdd!8m2!3d38.9242661!4d-75.5680161!16s%2Fg%2F11b77xwj_v!19sChIJr7L-JXqFuIkR3e8pgCC1qbg,Fix Ur Crack Harrington - Delmarva's #1 Mobile Device Repair Facility,4.6,155,Mobile phone repair shop,"17146 S Dupont Hwy Floor 2, Harrington, DE 19952, United States","WCFJ+PQ Harrington, Delaware, USA",http://www.fixurcrack.com/,+1 302-336-8170,Closes soon ⋅ 6 pm ⋅ Opens 12 pm Sat,https://lh3.googleusercontent.com/p/AF1QipMXL3PY_qAIfHrnt0p2WivTWihsccCn2_dbb4AC=w408-h271-k-no,true,11 am–6 pm,12–5 pm,Closed,11 am–6 pm,11 am–6 pm,11 am–6 pm,11 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:12.357Z,,,,
https://www.google.com/maps/place/Kramer+%26+Sons+Overhead+Door+Service/data=!4m7!3m6!1s0x89b7f4e42d639977:0x18ea4ad45b309891!8m2!3d39.0158384!4d-76.7801525!16s%2Fg%2F1thxlz9_!19sChIJd5ljLeT0t4kRkZgwW9RK6hg,Kramer & Sons Overhead Door Service,4.7,13,Garage door supplier,,,http://www.kramerandsonsohd.com/,+1 877-652-2413,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPqq0U31kEkuk5Sbok3GD9hmqpRIHFjWHzNpSKm=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:17.013Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+of+Eastern+Shore+Maryland/data=!4m7!3m6!1s0x89c7c1d8b6f88f9f:0x3464968d607becbc!8m2!3d38.8582075!4d-75.7778654!16s%2Fg%2F11m9kk_z4z!19sChIJn4_4ttjBx4kRvOx7YI2WZDQ,Precision Garage Door of Eastern Shore Maryland,4.9,544,Garage door supplier,,,https://www.precisiondooreasternshore.com/,+1 410-934-4646,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNRsihFd5jqymAoFxGVZIt2-WO8zLgEbo_1fAQ=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:21.606Z,,,,
https://www.google.com/maps/place/Victory+Garage+Doors/data=!4m7!3m6!1s0xa09b7defbd497ce1:0x79d24b410e32a8a!8m2!3d39.8650989!4d-75.1482675!16s%2Fg%2F11wfh9bvdk!19sChIJ4XxJve99m6ARiirjELQknQc,Victory Garage Doors,5.0,32,Garage door supplier,"1079 Milton Ave, West Deptford, NJ 08093, United States","VV82+2M West Deptford, New Jersey, USA",https://www.victory-garage-doors.com/,+1 856-265-8829,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMxCZigZqRk7zO5Lka8FpUPvFQNGC_3cqiBSXI=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:26.640Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/A1+Affordable+Garage+Doors+Services/data=!4m7!3m6!1s0x89c805486a1e279f:0x63a32721b44c8387!8m2!3d38.804821!4d-77.2369665!16s%2Fg%2F11fkttmn1m!19sChIJnyceakgFyIkRh4NMtCEno2M,A1 Affordable Garage Doors Services,5.0,6,Garage door supplier,,,http://affordable-garagedoorsservices.com/,+1 443-775-3800,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMJSjmce1n4_fDEAdI3Rlx7ksIT_O5r78Oso37O=w425-h240-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:31.375Z,,,,
https://www.google.com/maps/place/Perry+Hall+Garage+Door+Repair/data=!4m7!3m6!1s0x89c809b4b4f6a937:0xe0926c4b19da7a23!8m2!3d39.388087!4d-76.4193045!16s%2Fg%2F1pzpm2f5f!19sChIJN6n2tLQJyIkRI3raGUtskuA,Perry Hall Garage Door Repair,4.9,73,Garage door supplier,,,https://www.perryhallgaragedoorrepair.com/,+1 443-219-6478,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipP_eUh87vL14q8UGwTlzXEZ237CwcJjXd2UHHI3=w408-h306-k-no,true,9 am–10 pm,9 am–10 pm,9 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:36.236Z,,,,
https://www.google.com/maps/place/Precision+Garage+Door+Service+of+Lansdale/data=!4m7!3m6!1s0x89c6a36e053268af:0x2f6934650cd18a0a!8m2!3d40.2487975!4d-75.2883329!16s%2Fg%2F11x6q61yr7!19sChIJr2gyBW6jxokRCorRDGU0aS8,Precision Garage Door Service of Lansdale,5.0,56,Garage door supplier,"701 W 4th St Unit B, Lansdale, PA 19446, United States","6PX6+GM Lansdale, Pennsylvania, USA",https://precisiondoorsoutheastpa.com//?utm_source=gmb&utm_medium=location_lansdale&utm_campaign=website,+1 215-362-2012,Open ⋅ Closes 10 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zrKNo7Pex-WErEMJ6bWDEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.32498&pitch=0&thumbfov=100,true,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:41.604Z,,,,
https://www.google.com/maps/place/Cherry+Hill+Garage+Door/data=!4m7!3m6!1s0x89c1334779343225:0x1558698d1e4a50c6!8m2!3d39.8708452!4d-74.9532447!16s%2Fg%2F1pt_s824d!19sChIJJTI0eUczwYkRxlBKHo1pWBU,Cherry Hill Garage Door,4.8,44,Garage door supplier,"1222 Chanticleer, Cherry Hill Township, NJ 08003, United States","V2CW+8P Cherry Hill Township, New Jersey, USA",https://garagedoorcherryhill.net/,+1 856-322-1353,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM6yaaxVYKMlBHwx3fLCwBr4QRR2B6_Ix4OVi2k=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:46.444Z,,,,
https://www.google.com/maps/place/R%26R+garage+door+service/data=!4m7!3m6!1s0x89b7a6415a5507ef:0x7b0a06268aed49e5!8m2!3d38.6347648!4d-77.0829102!16s%2Fg%2F11g6ww0_ny!19sChIJ7wdVWkGmt4kR5UntiiYGCns,R&R garage door service,4.8,154,Garage door supplier,"2703 Adelphi Ln, Bryans Road, MD 20616, United States","JWM8+WR Bryans Road, Maryland, USA",http://rrgaragedoorservice.net/,+1 301-266-6317,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM_OPY0zTUC4PSDcjQVp-fci7se_lc4r6UnEnwi=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:51.558Z,,,,
https://www.google.com/maps/place/All+Garage+Door+Services/data=!4m7!3m6!1s0x89c6b7b97c24da09:0xfcdbfe64ceb30fb7!8m2!3d39.948569!4d-75.051043!16s%2Fg%2F11kn079h3c!19sChIJCdokfLm3xokRtw-zzmT-2_w,All Garage Door Services,4.9,34,Garage door supplier,,,,+1 215-289-9320,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMPsJ7zZE8glOmNKs4CTe_rg0KKvHbb1eoGMlcm=w408-h267-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:54:56.405Z,,,,
https://www.google.com/maps/place/Clark+Overhead+Doors+LLC/data=!4m7!3m6!1s0x8d095bc944da511d:0x20aa4bbd54d30091!8m2!3d36.2445542!4d-94.201202!16s%2Fg%2F11xkfgr81c!19sChIJHVHaRMlbCY0RkQDTVL1LqiA,Clark Overhead Doors LLC,5.0,36,Garage door supplier,,,https://www.clarkoverheaddoor.com/,+1 479-855-2974,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNqoUlnHh8o70gRaxuB9eszZB8DoNbw2BwT9rie=w408-h287-k-no,true,7 am–7 pm,7 am–2 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:01.189Z,,,,
"https://www.google.com/maps/place/First+Choice+Garage+Doors,+Inc./data=!4m7!3m6!1s0x89b84059898b15b3:0xb00fa778137b8daf!8m2!3d38.8118414!4d-76.0730029!16s%2Fg%2F11fy23rch8!19sChIJsxWLiVlAuIkRr417E3inD7A","First Choice Garage Doors, Inc.",4.8,149,Garage door supplier,"28915 Information Ln, Easton, MD 21601, United States","RW6G+PQ Easton, Maryland, USA",http://www.firstchoicegaragedoorsinc.com/,+1 410-770-9800,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUZqCasYXnndkNmz5CivcHHziSO0rYXx2T5xiij_NCjeKHIhKoJCeSWXpYPvsNOjEP1C6dp0PBxKFrVMzG823JOmZKopRqFgyLeecHwvqUjmFnUr6AQdmjih--_cwE9KFE65xJtfjasRaU=w408-h306-k-no,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:06.135Z,,,,
https://www.google.com/maps/place/All+About+Garage+Doors+King+of+Prussia/data=!4m7!3m6!1s0x89c695c3e41d72c3:0x57058c29ed1295bd!8m2!3d40.1992085!4d-75.58085!16s%2Fg%2F11c3195r4p!19sChIJw3Id5MOVxokRvZUS7SmMBVc,All About Garage Doors King of Prussia,4.9,96,Garage door supplier,,,https://allaboutgaragedoorpa.com/?utm_campaign=gmb,+1 215-515-5585,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNpyK9Qy1SSc8nZJvvwDR-gNXIi6CGlgc6mtB97=w422-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:11.024Z,,,,
https://www.google.com/maps/place/Bel+Air+Door+Repair+%26+Improvement/data=!4m7!3m6!1s0x89b7df087cb57e25:0x8dd8ca53c0f74558!8m2!3d39.524872!4d-76.3587402!16s%2Fg%2F11xzpjdwsq!19sChIJJX61fAjft4kRWEX3wFPK2I0,Bel Air Door Repair & Improvement,5.0,11,Garage door supplier,"111 N Tollgate Rd, Bel Air, MD 21014, United States","GJFR+WG Bel Air, Maryland, USA",,+1 410-246-4200,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipMlxlJhwVJ1LaCo-ASHk-CBXhx0oVPWy01wUD9x=w408-h447-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:16.235Z,,,,
https://www.google.com/maps/place/Eastern+Overhead+Door/data=!4m7!3m6!1s0x89c7dd95592e9553:0xd4a1fb9bcd79ee61!8m2!3d39.5198792!4d-76.3395232!16s%2Fg%2F11cn6fvfwp!19sChIJU5UuWZXdx4kRYe55zZv7odQ,Eastern Overhead Door,5.0,636,Garage door supplier,"307 Wakefield Pl, Bel Air, MD 21014, United States","GM96+X5 Bel Air, Maryland, USA",http://www.easternoverheaddoor.com/,+1 410-679-9539,Closed ⋅ Opens 7 am Sat,https://lh3.googleusercontent.com/p/AF1QipNslqd6y8DiRFifqKDZW0K1USr9GDMDRdOpyzbU=w427-h240-k-no,true,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:21.043Z,,,,
"https://www.google.com/maps/place/O'Brien+Doors/@38.8630605,-77.235908,8z/data=!3m1!4b1!4m6!3m5!1s0x89c780922a615cdf:0x8c666fab296f9290!8m2!3d38.8630605!4d-77.235908!16s%2Fg%2F11b6_kbwg9",O'Brien Doors,3.9,7,Garage door supplier,,,http://www.obriendoors.com/,+1 410-810-0500,Closed ⋅ Opens 7:30 am Mon,,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:27.806Z,,,,
https://www.google.com/maps/place/Professional+Garage+Door+Services+%26+Repairs+Perth/data=!4m7!3m6!1s0x2a32bb75d29bd4b1:0x580e0310c14bf236!8m2!3d-32.0400639!4d115.9615356!16s%2Fg%2F11xjm_l3r!19sChIJsdSb0nW7MioRNvJLwRADDlg,Professional Garage Door Services & Repairs Perth,4.7,120,Repair service,,,https://www.garagedoorservicing.com.au/?utm_source=local&utm_medium=organic&utm_campaign=gmb,+61 417 970 011,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPMIdRG37c5vsOxVzOY0sJYvQMFDtsWFG_IsWAu=w408-h304-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:32.707Z,,,,
https://www.google.com/maps/place/Annapolis+Garage+Doors+Inc.%2FGeorge+Cook/data=!4m7!3m6!1s0x89b7f1030a0239dd:0xacf87bcc100be15b!8m2!3d38.843338!4d-76.2995054!16s%2Fg%2F11fmpxlrv8!19sChIJ3TkCCgPxt4kRW-ELEMx7-Kw,Annapolis Garage Doors Inc./George Cook,5.0,26,Garage door supplier,,,http://annapolisgaragedoorsinc.com/,+1 410-224-4441,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNSiG9WAgyzgWKv6ghs8EM6uO2g8VFsvfSXhbC9=w408-h273-k-no,true,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:37.647Z,,,,
https://www.google.com/maps/place/Butler+Garage+Door+Services/data=!4m7!3m6!1s0x4d51a887644aa889:0x7b2033dccb3f2c8e!8m2!3d38.2451398!4d-76.4523153!16s%2Fg%2F11q22lycbv!19sChIJiahKZIeoUU0Rjiw_y9wzIHs,Butler Garage Door Services,5.0,55,Garage door supplier,"Morning Dew Ln, Lexington Park, MD 20653, United States","6GWX+33 Lexington Park, Maryland, USA",http://butlergaragedoorservice.com/,+1 301-537-5307,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipMme7IMMl5mFNNwy1Lhm5jy48I0ceGRLjJ4FFMk=w408-h306-k-no,true,9 am–5 pm,9 am–2 pm,9 am–12 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:42.774Z,,,,
https://www.google.com/maps/place/Cherry+Hill+Residential+Overhead+Door/data=!4m7!3m6!1s0x89c6cb13d764c399:0x43ead748514c6f1d!8m2!3d39.486446!4d-74.897824!16s%2Fg%2F11ftvf5gbd!19sChIJmcNk1xPLxokRHW9MUUjX6kM,Cherry Hill Residential Overhead Door,5.0,27,Garage door supplier,,,https://cherryhilloverheaddoor.com/,+1 856-429-4277,Closes soon ⋅ 6 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMSxAHTOOL0aFQbgXOH0Kb0LOzZTBDycjM4b7_S=w408-h559-k-no,true,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Harrington+DE/@38.9237244,-75.5777033,14z",2025-11-07T22:55:47.767Z,,,,
