placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error
https://www.google.com/maps/place/The+Parking+Guys+%28The+Parking+Company+Inc%29/data=!4m7!3m6!1s0x88626938d7019f51:0xfcc5128f8d161!8m2!3d32.5762265!4d-86.6807364!16s%2Fg%2F11d_y8vs33!19sChIJUZ8B1zhpYogRYdH4KFHMDwA,The Parking Guys (The Parking Company Inc),1.0,1,Automobile storage facility,,,http://www.theparkingguys.com/,+1 877-908-8271,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNl3i7wtC2iLbQwZPt3uspJu6S2VvVkSdHLCLOF=w408-h408-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:31:54.692Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,1–4 pm,7 am–7 pm,,LGBTQ+ friendly,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88626d457b17baa3:0xbaa8be2bf5a62393!8m2!3d34.7254879!4d-86.5855298!16s%2Fg%2F11vx6cc_yf!19sChIJo7oXe0VtYogRkyOm9Su-qLo,parkingmgt.com,5.0,1,Parking lot,"303 Williams Ave SW, Huntsville, AL 35801, United States","PCG7+5Q Huntsville, Alabama, USA",https://parkingmgt.com/303-williams-ave-sw-main-lot/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zk8e6A-7Xl9GlIJHRXnG7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=205.94106&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:01.113Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/AceCo+Striping+%26+Sealcoating/data=!4m7!3m6!1s0x8c98807a117614ad:0x88d551f57bc4d519!8m2!3d34.8948519!4d-86.5286194!16s%2Fg%2F11scvgywx7!19sChIJrRR2EXqAmIwRGdXEe_VR1Yg,AceCo Striping & Sealcoating,5.0,38,Line marking service,,,https://www.acecoservices.com/,+1 256-910-7669,,https://lh3.googleusercontent.com/p/AF1QipPn2kbEgba2sr1VMa32jiNNHyufjGRhQ8zT80oX=w408-h884-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:05.496Z,,,,,,,,,,
https://www.google.com/maps/place/The+Dempsey+Apartments/data=!4m7!3m6!1s0x88626faeca38b773:0xfa8fada3f30ebdb4!8m2!3d34.6774346!4d-86.7396533!16s%2Fg%2F11s8_l__q6!19sChIJc7c4yq5vYogRtL0O86Otj_o,The Dempsey Apartments,4.8,193,Apartment complex,"375 Lime Quarry Rd, Madison, AL 35758, United States","M7G6+X4 Madison, Alabama, USA",https://www.dempseymadisonapts.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D,+1 256-937-3690,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP9p2Yd8e0C5nh6H0om-yHNw-eAhq5DeD2yKWtF=w408-h255-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:12.247Z,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,1–5 pm,9 am–6 pm,· Dogs allowed,,
https://www.google.com/maps/place/The+Everstead+at+Madison/data=!4m7!3m6!1s0x88626585322038df:0xac66ac550e069ea7!8m2!3d34.7019977!4d-86.7422329!16s%2Fg%2F11vcc2_qkd!19sChIJ3zggMoVlYogRp54GDlWsZqw,The Everstead at Madison,3.3,27,Housing complex,"180 Hughes Rd, Madison, AL 35758, United States","P725+Q4 Madison, Alabama, USA",https://www.theeversteadmadison.com/?utm_source=GBP&utm_medium=organic,+1 844-351-4634,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM09L7R23whmhKG_WggumfgpVsJ8M5MB5PASAO_=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:18.182Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,10 am–6 pm,,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x88626500760c6083:0x81a7c13d59a05aab!8m2!3d34.6715163!4d-86.75287!16s%2Fg%2F11y839x90m!19sChIJg2AMdgBlYogRq1qgWT3Bp4E,Chick-fil-A,3.6,286,Fast food restaurant,"110 Tom Thrasher Ln, Madison, AL 35758, United States","M6CW+JV Madison, Alabama, USA",https://www.chick-fil-a.com/locations/al/town-madison?utm_source=yext&utm_medium=link,+1 256-808-4668,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxahIfDGi0_pwEB876selTDoq3mV0WOtr2gi9P4lU9vB-q-RFfIH61hi7w5hKewj6Td5pl1dfcTRTpZPjRc4vT20Vzabrfa5MKjwSUYfRcGX8jKKXDmPtqh3B0rHEU6u6Xbebs9HQ=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:24.134Z,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,6:30 am–9 pm,Closed,6:30 am–9 pm,· Dine-in · Drive-through · Delivery,,
https://www.google.com/maps/place/The+Grand+Reserve+at+Madison+Apartments/data=!4m7!3m6!1s0x8862659fb3a397ab:0x99b5c328c103c927!8m2!3d34.6899882!4d-86.7597853!16s%2Fg%2F1tdjrwht!19sChIJq5ejs59lYogRJ8kDwSjDtZk,The Grand Reserve at Madison Apartments,3.8,105,Apartment rental agency,"244 Kyser Blvd, Madison, AL 35758, United States","M6QR+X3 Madison, Alabama, USA",https://www.grandreservemadison.com/,+1 256-402-3375,"Open ⋅ Closes 6 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNJQT7zUwj9TlGezF-IC4r0DtMZlvXxdQuC5aIa=w408-h272-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:30.031Z,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,10 am–6 pm,,,
https://www.google.com/maps/place/Walmart+Supercenter/data=!4m7!3m6!1s0x88626f80d965d229:0xaebe5fb400516b36!8m2!3d34.6838836!4d-86.7411659!16s%2Fg%2F1tdqpcxw!19sChIJKdJl2YBvYogRNmtRALRfvq4,Walmart Supercenter,3.9,4289,Department store,"8650 Madison Blvd, Madison, AL 35758, United States","M7M5+HG Madison, Alabama, USA",https://www.walmart.com/store/2690-madison-al/?veh=seo_loc,+1 256-461-7403,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjMNzKDAHvGHsEKXDDfp1yimFJS93iP3dMnUsduAVgVX47Yw9KP8QReqLxaS_Jv3tC5av8XUzlju18-zwZZ5pbm1taZLajRjfReJ4ETJXiERQlVbIzT63rHjcd7y6V3823W7lfnLPEuIo=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:35.691Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Huntsville+City+Parking+Division/data=!4m7!3m6!1s0x88626b5ad5cecb07:0xb3048ce19262c4f4!8m2!3d34.7361867!4d-86.5915294!16s%2Fg%2F1tmgd4ln!19sChIJB8vO1VprYogR9MRikuGMBLM,Huntsville City Parking Division,1.0,4,City government office,"500 Church St NW, Huntsville, AL 35801, United States","PCP5+F9 Huntsville, Alabama, USA",https://www.huntsvilleal.gov/government/departments/public-transportation-department/,+1 256-427-6800,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2tXdzlniU7S8gWAVXrUkzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.79168&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Madison+AL/@34.6992579,-86.7483318,14z",2025-10-28T18:32:41.188Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Florence+Municipal+Parking+Garage/@34.79981,-87.677251,14z/data=!4m6!3m5!1s0x887d485e47439bdf:0xd78b262289815c43!8m2!3d34.8015468!4d-87.6777726!16s%2Fg%2F1t_kh8tg",Florence Municipal Parking Garage,4.3,9,Parking garage,"116 W Tennessee St, Florence, AL 35630, United States","R82C+JV Florence, Alabama, USA",,+1 256-767-3260,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-J7wlAbtztf-akDpzEqbAjP33hjoh0UMd3wwS2-f8-za7fcZxg9ckdrlgOVsELvcPj0DEeyXkJxJ5nip4j48hBljHcQ76LLa3pB-8s74tjQRrF-2rh92PMMdksOeVC366n-NNSGrLQvLF=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florence+AL/@34.79981,-87.677251,14z",2025-10-28T18:32:48.688Z,,,,,,,,,,
"https://www.google.com/maps/place/Parking+Lot+Supply/@34.6059253,-86.9833417,14z/data=!4m6!3m5!1s0x886284e26d6a7d77:0x71291dcf394a3fa3!8m2!3d34.6044903!4d-87.0360083!16s%2Fg%2F1tw_n_31",Parking Lot Supply,5.0,5,Paving materials supplier,"38 Old Trinity Rd, Decatur, AL 35601, United States","JX37+QH Decatur, Alabama, USA",https://www.parkinglotsupplyllc.com/,+1 256-355-2321,Closes soon ⋅ 2 pm ⋅ Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN-7IrOoNHrnVvYzK_4jQtRearyfkru5vviV3z3=w408-h480-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Decatur+AL/@34.6059253,-86.9833417,14z",2025-10-28T18:32:57.391Z,8 am–2 pm,8 am–2 pm,8 am–2 pm,8 am–2 pm,8 am–12 pm,Closed,8 am–2 pm,,,
https://www.google.com/maps/place/American+Parking+and+Services/data=!4m7!3m6!1s0x872b6d9436f0543b:0x90e607ec6ccc63e1!8m2!3d33.5661028!4d-112.0743815!16s%2Fg%2F11rplp4kmm!19sChIJO1TwNpRtK4cR4WPMbOwH5pA,American Parking and Services,3.6,61,Valet parking service,"8902 N Central Ave, Phoenix, AZ 85020, United States","HW8G+C6 Phoenix, Arizona, USA",https://americanvalet.com/,+1 602-861-9182,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNqTYkViAyWo7l7pfSrZrMjEGZ3U67cL-oilfzR=w408-h274-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Phoenix+City+AL/@32.4709761,-85.0007653,14z",2025-10-28T18:33:12.271Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,
https://www.google.com/maps/place/PHX+-+Terminal+3+Parking+Garage/data=!4m7!3m6!1s0x872b0e675c873e51:0x75e5addbc230b2d0!8m2!3d33.4354566!4d-112.0070515!16s%2Fg%2F11jz5gh0y2!19sChIJUT6HXGcOK4cR0LIwwtut5XU,PHX - Terminal 3 Parking Garage,4.0,117,Airport parking lot,"3400 Sky Hbr Blvd, Phoenix, AZ 85034, United States","CXPV+55 Phoenix, Arizona, USA",https://www.skyharbor.com/parking/parking-rates-directions/,+1 602-273-4545,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlggYLvQcAExCvKolqNc_ZJVquBIlEm4XrE5-GylpXkthz42zqUkTnQSmmTzl-xUTEdJIEA0oT7YiLVXS8CisKcgFhnGDCR8SNQ_6_ibJsqQC_4l6-MAF3TOlpcunpiDu3rrXa=w431-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Phoenix+City+AL/@32.4709761,-85.0007653,14z",2025-10-28T18:33:15.524Z,,,,,,,,,,
https://www.google.com/maps/place/Phoenix+Parking/data=!4m7!3m6!1s0x88f505002b21c28d:0x881a081cd544c85a!8m2!3d33.7813363!4d-84.4109265!16s%2Fg%2F11m6bd8660!19sChIJjcIhKwAF9YgRWshE1RwIGog,Phoenix Parking,2.5,2,Parking lot,"971 Howell Mill Rd, Atlanta, GA 30318, United States","QHJQ+GJ Atlanta, Georgia, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x-zDvSxWBsVE7obV3lVUGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.975735&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Phoenix+City+AL/@32.4709761,-85.0007653,14z",2025-10-28T18:33:20.900Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Phoenix+City+AL/@32.4709761,-85.0007653,14z",2025-10-28T18:33:23.996Z,,,,,,,,,,
https://www.google.com/maps/place/The+Parking+Spot+1/data=!4m7!3m6!1s0x872b0e7d60b47f8d:0x294c76181fdce2bd!8m2!3d33.4484763!4d-112.0005351!16s%2Fg%2F1ts3g22z!19sChIJjX-0YH0OK4cRveLcHxh2TCk,The Parking Spot 1,4.8,2162,Parking lot,"3750 E Washington St, Phoenix, AZ 85034, United States","CXXX+9Q Phoenix, Arizona, USA",https://www.theparkingspot.com/locations/phoenix?utm_source=gmbpanel&utm_medium=organic&utm_id=map,+1 602-393-4777,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOqYWnmMLb7rBEatzCJn9MZnCQeF9rud6_YA5oa=w408-h271-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Phoenix+City+AL/@32.4709761,-85.0007653,14z",2025-10-28T18:33:29.183Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/METRA+Parking+Management/data=!4m7!3m6!1s0x888ccd4bd1679ce9:0xdd8be7648212ebbc!8m2!3d32.4756362!4d-84.9816848!16s%2Fg%2F11frqvbyml!19sChIJ6Zxn0UvNjIgRvOsSgmTni90,METRA Parking Management,1.5,2,City government office,"814 Linwood Blvd, Columbus, GA 31901, United States","F2G9+78 Columbus, Georgia, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_QfwrV_2GRIcdxPt9-AMug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.762314&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Phoenix+City+AL/@32.4709761,-85.0007653,14z",2025-10-28T18:33:32.160Z,,,,,,,,,,
https://www.google.com/maps/place/Columbus+Parking+Enforcement/data=!4m7!3m6!1s0x888ccdbce69821cf:0x4a5bc33a4675b180!8m2!3d32.463916!4d-84.99374!16s%2Fg%2F1hc465zgr!19sChIJzyGY5rzNjIgRgLF1RjrDW0o,Columbus Parking Enforcement,2.3,3,City government office,"919 Broadway, Columbus, GA 31901, United States","F274+HG Columbus, Georgia, USA",,+1 706-653-4647,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aiw2D5eqp80p8nLA5a48pA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.17743&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Phoenix+City+AL/@32.4709761,-85.0007653,14z",2025-10-28T18:33:37.027Z,,,,,,,,,,
