placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Braddy+Electric/data=!4m7!3m6!1s0x88fb9e0f6cac7237:0xf8e1e23e32ba2cc1!8m2!3d32.054781!4d-81.0828433!16s%2Fg%2F1vgw9gzh!19sChIJN3KsbA-e-4gRwSy6Mj7i4fg,Braddy Electric,4.4,48,Electrician,"1104 E 35th St, Savannah, GA 31404, United States","3W38+WV Savannah, Georgia, USA",https://braddyelectricco.com/,+1 912-233-1561,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyOhDnWDpwt0eO_AijJWUrxofJ0MroojKrF5fH0WSGOFFo4L-t9qkEZkLN55TDIdHLOIfgn6PSaOaYGJ2zii_02ljQoGTLOjP4ILyJEuU01F0VPlwFyCXpxplIf5TVamPJLnIbeyKdoANo=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:39:55.752Z,,,
https://www.google.com/maps/place/Spartan+Electric/data=!4m7!3m6!1s0x88fb753589b5eb49:0x269a51ad8ecc4f6b!8m2!3d32.0251025!4d-81.1600017!16s%2Fg%2F11dzdk087g!19sChIJSeu1iTV1-4gRa0_Mjq1RmiY,Spartan Electric,4.4,68,Electrician,"6024 Garrard Ave lot e, Savannah, GA 31405, United States","2RGQ+2X Savannah, Georgia, USA",http://electricalcontractorssavannah.com/,+1 912-663-5379,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOtxDH8A3E_xA3zFzUbUu70-_wF1CvseH0wsk-l=w426-h240-k-no,true,9 am–4:30 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:00.594Z,,,
https://www.google.com/maps/place/Savannah+Solar+Power/data=!4m7!3m6!1s0x88fb9fbe212d5383:0xeb480cda6ffb4dd1!8m2!3d32.0803534!4d-81.0912076!16s%2Fg%2F11mx12wp2c!19sChIJg1MtIb6f-4gR0U37b9oMSOs,Savannah Solar Power,5.0,14,Solar energy company,"2 E Bryan St, Savannah, GA 31401, United States","3WJ5+4G Savannah, Georgia, USA",http://savannahsolarpower.com/,+1 912-584-1022,Closed · Opens 9 am Sun,,https://lh3.googleusercontent.com/p/AF1QipMngBwI9tyM_jYx8o3nyMvMOzgFH7z4oY5sp8Ri=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:05.438Z,,,
https://www.google.com/maps/place/D.C.+Electric+Company+Inc./data=!4m7!3m6!1s0x88fb9f72c7d4670f:0xf05d9eb457ce78c7!8m2!3d32.1067873!4d-81.1463332!16s%2Fg%2F1tj58mj3!19sChIJD2fUx3Kf-4gRx3jOV7SeXfA,D.C. Electric Company Inc.,4.8,31,Alternator supplier,"359 Main St E, Savannah, GA 31408, United States","4V43+PF Savannah, Georgia, USA",,+1 912-966-0340,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMxJSYJAuuNUfqyQJDIl3QQMnbCalQ46SHCMr1X=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:10.243Z,,,
"https://www.google.com/maps/place/A%26V+Electric+Company,+Inc./data=!4m7!3m6!1s0x88fb9fc413610e11:0x609eab49bf26200b!8m2!3d32.061221!4d-81.1351491!16s%2Fg%2F1hm4z7kh1!19sChIJEQ5hE8Sf-4gRCyAmv0mrnmA","A&V Electric Company, Inc.",5.0,17,Electrician,"2750 Tremont Rd, Savannah, GA 31405, United States","3V67+FW Savannah, Georgia, USA",https://usmapiz.org/details/a-v-electric-company-inc--ChIJEQ5,+1 912-378-4800,,,https://lh3.googleusercontent.com/p/AF1QipN4zkvHf71fuio7u3iiFZyquD0az_0rkzBlNmo=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:13.096Z,,,
"https://www.google.com/maps/place/ProLectric+Electrical+Contractors,+Inc./data=!4m7!3m6!1s0x88fb75a39747cb71:0xaba3585aac9e3c8d!8m2!3d32.0165976!4d-81.1116725!16s%2Fg%2F1vysxcsw!19sChIJcctHl6N1-4gRjTyerFpYo6s","ProLectric Electrical Contractors, Inc.",4.7,116,Electrician,"6606 Abercorn St #120, Savannah, GA 31405, United States","2V8Q+J8 Savannah, Georgia, USA",https://prolectric.net/,+1 912-210-1100,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMMjr1uN03KEM-P0yiDtyYnnVojSvJjEcVB7ACv=w412-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:17.998Z,,,
https://www.google.com/maps/place/Preferred+Power+Solutions+LLC/data=!4m7!3m6!1s0x88fb752c79eb8c29:0x6b9684489a12ff29!8m2!3d32.0937119!4d-81.1500483!16s%2Fg%2F11f5_6m7f_!19sChIJKYzreSx1-4gRKf8SmkiElms,Preferred Power Solutions LLC,5.0,3,Electrical installation service,"4103 8th St Ste C, Savannah, GA 31408, United States","3RVX+FX Savannah, Georgia, USA",http://www.preferredpowerga.com/,+1 912-396-1303,,,https://lh3.googleusercontent.com/p/AF1QipONOnfK91TwUQwTa4yUvpr2kX-DKEP8pZ1_2VMY=w408-h308-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:20.744Z,,,
https://www.google.com/maps/place/Consolidated+Electrical+Distributors/data=!4m7!3m6!1s0x88fb9fc527c34b1d:0x6643dcd275d20f3f!8m2!3d32.0577005!4d-81.1331476!16s%2Fg%2F1tg829rf!19sChIJHUvDJ8Wf-4gRPw_SddLcQ2Y,Consolidated Electrical Distributors,4.9,29,Electrical supply store,"2900 Tremont Rd, Savannah, GA 31405, United States","3V58+3P Savannah, Georgia, USA",http://savannah.portalced.com/,+1 912-232-8999,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQlEECm4m11tWPRDfg-GFzKMmqXBFlOGPD41SB7_j3ceQYK5JSOOvc2Rb_Tb0e0spwqvCt588iTM_vRECINlnfbuj3KgxfBTBOgrb6ik6V9vzzlVkAg35b3Of5oxKsybdGfak=w408-h306-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:25.802Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Low+Voltage+Services/data=!4m7!3m6!1s0x88fb9fae99962cf7:0xa82ccb2afdde7d3!8m2!3d32.0382623!4d-81.0622242!16s%2Fg%2F1thvhs_7!19sChIJ9yyWma6f-4gR0-fdr7LMggo,Low Voltage Services,5.0,14,Fire alarm supplier,"2209 Rowland Ave Suite 3, Savannah, GA 31404, United States","2WQQ+84 Savannah, Georgia, USA",http://lowvoltagesvc.com/,+1 912-234-7700,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rZerwk9DG5_ew421CC67aA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.63484&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:30.694Z,,,
https://www.google.com/maps/place/Compact+Power+Equipment+Rental/data=!4m7!3m6!1s0x88fb9df896a4b365:0x2636a0c0b9115283!8m2!3d32.0414466!4d-81.0683135!16s%2Fg%2F11bw5yt_7g!19sChIJZbOklvid-4gRg1IRucCgNiY,Compact Power Equipment Rental,5.0,1,Equipment rental agency,"1901 E Victory Dr, Savannah, GA 31404, United States","2WRJ+HM Savannah, Georgia, USA",https://compactpowerrents.com/,+1 888-266-7228,Open · Closes 9 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QiRHG3Z_qmcR1p1muZIJNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.2745395&pitch=0&thumbfov=100,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:35.565Z,,,
https://www.google.com/maps/place/Andy%27s+Lawn+Machinery+Inc./data=!4m7!3m6!1s0x88fb0a996394b065:0x5ed5d2904648c382!8m2!3d32.0415938!4d-81.1916999!16s%2Fg%2F1vqthn19!19sChIJZbCUY5kK-4gRgsNIRpDS1V4,Andy's Lawn Machinery Inc.,4.6,164,Lawn mower store,"5025 Ogeechee Rd, Savannah, GA 31405, United States","2RR5+J8 Savannah, Georgia, USA",http://www.andyslawn.com/,+1 912-232-4521,"Closed · Opens 7 am Mon

Confirmed by this business 3 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7LwLgtU6l-UZOqOcAgSh17LOV6NgIIWTwLKMgp4tBiL_WFHvgOeLDX5aH6eNtzXmKGymgj9RkDc8hvKutfnMte85foHzsR3uF13aEfMsT8BLfD6v4mWvAYI03K-LRmdlpxvsR2Q=w408-h306-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:40.794Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Form+Construction+Services/data=!4m7!3m6!1s0x88fb9e2205c093bb:0x5ee388f536d0def!8m2!3d32.0436026!4d-81.0824188!16s%2Fg%2F11clghscjd!19sChIJu5PABSKe-4gR7w1tU4847gU,Form Construction Services,4.9,77,Masonry contractor,"1311 Washington Ave, Savannah, GA 31404, United States","2WV9+C2 Savannah, Georgia, USA",https://www.formconstructionservices.com/,+1 912-704-8330,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM3IqFpqvNULgyqfiDxqUhLHDw8gUQ6cLj1Jlyo=w408-h544-k-no,true,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:45.743Z,,,
https://www.google.com/maps/place/SERVPRO+of+Savannah/data=!4m7!3m6!1s0x88fb755562bd574f:0xba19c7e364671d75!8m2!3d32.0481328!4d-81.1613064!16s%2Fg%2F1tg6wk4x!19sChIJT1e9YlV1-4gRdR1nZOPHGbo,SERVPRO of Savannah,4.7,67,Water damage restoration service,"4131 Ogeechee Rd Ste 104, Savannah, GA 31405, United States","2RXQ+7F Savannah, Georgia, USA",https://www.servpro.com/locations/ga/servpro-of-savannah?utm_medium=organic&utm_source=gbp,+1 912-234-9690,,,https://lh3.googleusercontent.com/p/AF1QipMKZdzjIXN4ipTIU_pugNAQIiBm9ajkPja1ngts=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:50.740Z,,,
https://www.google.com/maps/place/Yancey+Power+Systems/data=!4m7!3m6!1s0x88847e29e8438075:0x10f116a0739e74ec!8m2!3d32.0936031!4d-81.2056626!16s%2Fg%2F1262gb7k8!19sChIJdYBD6Cl-hIgR7HSec6AW8RA,Yancey Power Systems,4.2,13,Electric generator shop,"1459 US-80, Pooler, GA 31322, United States","3QVV+CP Pooler, Georgia, USA",https://www.yanceybros.com/stores/yancey-power-systems/,+1 912-525-1225,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPzbtAJlhu-0r-6oXcyWFQTbV2ughnu8dFsYTVU=w426-h240-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:40:55.723Z,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/Savannah+Winlectric/data=!4m7!3m6!1s0x88fb9fe36858af13:0x4f30c2bfbbef98df!8m2!3d32.0516777!4d-81.1478094!16s%2Fg%2F1tykw7hn!19sChIJE69YaOOf-4gR35jvu7_CME8,Savannah Winlectric,4.9,50,Electrical supply store,"3801 Ogeechee Rd, Savannah, GA 31405, United States","3V22+MV Savannah, Georgia, USA",https://www.winsupplyinc.com/Location/Savannah-GA/31405/Electrical-supplies,+1 912-233-7717,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzPF32OItuqWB2AYMdy99_u8gGxx7yQYtRbKaJL7M-okJwApltGsGSOPj2aHgF8Unyj_6tSlxufNdnNazSaiMg2V8l2VWfA056AQ3FLfuSJtFJcIkmehCVrpFooVXDTSu87vME=w408-h544-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:41:00.653Z,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Energy+Electric/data=!4m7!3m6!1s0x88fb9f0b81138531:0x404ba69ac316417e!8m2!3d32.0969958!4d-81.1402284!16s%2Fg%2F1tfb7dyn!19sChIJMYUTgQuf-4gRfkEWw5qmS0A,Energy Electric,,,Electrician,"3251 W Bay St, Savannah, GA 31408, United States","3VW5+QW Savannah, Georgia, USA",,+1 912-657-0139,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LEQrmdaXnniWv8q7ZXkL8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.49869&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:41:05.434Z,,,
https://www.google.com/maps/place/Grainger+Industrial+Supply/data=!4m7!3m6!1s0x88fba029e0ee644b:0xf60eea0dde0b8aa!8m2!3d32.0866336!4d-81.1667477!16s%2Fg%2F1x5fc6kd!19sChIJS2Tu4Cmg-4gRqrjg3aDuYA8,Grainger Industrial Supply,4.6,19,Tool store,"1324 US-80 W W, Garden City, GA 31408, United States","3RPM+M8 Garden City, Georgia, USA",https://www.grainger.com/branch/Garden-City-Branch-745,+1 800-472-4643,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxY6af9RvobBudohng4v6UGx-bXNSogByXkQJpmu6psa7ETUznJ3f0qjPEnwhcr8pOK23oi05J1a62WFrt67_vX317g6-DC3UV33ldWfB1YzbjjcoOLFGvzE78VCQMDEb3oD9Lu=w408-h544-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:41:10.424Z,"Chain offering a broad range of industrial equipment, maintenance supplies, tools & parts. · In-store shopping · Kerbside pickup · Delivery",,
https://www.google.com/maps/place/Mr.+Electric+of+the+Low+Country/data=!4m7!3m6!1s0x88fb77fa0ae1be31:0xa992aae6174e6d82!8m2!3d32.3732416!4d-80.8188384!16s%2Fg%2F11j2smds_1!19sChIJMb7hCvp3-4gRgm1OF-aqkqk,Mr. Electric of the Low Country,5.0,12,Electrician,,,https://mrelectric.com/the-low-country/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 843-314-5903,Closed · Opens 8 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOBC9JOwiFyoo6--LBkpPWecVR-3J7STRtk0qo6=w426-h240-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-10T22:41:15.123Z,,,
