placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Pools+of+Fun/data=!4m7!3m6!1s0x886ca45a7c9b7b31:0x9efb5dd0d107ec01!8m2!3d39.7069949!4d-86.3704752!16s%2Fg%2F1trch51s!19sChIJMXubfFqkbIgRAewH0dBd-54,Pools of Fun,4.5,247,Swimming pool contractor,"3891 Clarks Creek Rd, Plainfield, IN 46168, United States","PJ4H+QR Plainfield, Indiana, USA",https://www.poolsoffun.com/?utm_source=google&utm_medium=organic-gmb,+1 317-839-3199,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMXIkl_PCVsRdgL9aa964c9NtEmKH0CP-OF4LXv=w408-h272-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–3 pm,9 am–1 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-27T17:39:07.726Z,,,
"https://www.google.com/maps/place/Barton+Pool+Company,+LLC/data=!4m7!3m6!1s0x886b4d730ab5d429:0xa55afbb82e64397e!8m2!3d39.8799245!4d-86.0759581!16s%2Fg%2F12jm5kk28!19sChIJKdS1CnNNa4gRfjlkLrj7WqU","Barton Pool Company, LLC",4.4,105,Swimming pool contractor,"6849 Hawthorn Park Dr, Indianapolis, IN 46220, United States","VWHF+XJ Indianapolis, Indiana, USA",http://www.bartonpool.com/,+1 317-735-2323,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz0QTdRaqJesgTsdUc7-3dHemLkkwFifdejQCEg-ePPouZxPmzjO37K8y1nm63QRuKIXERdM38j-C2XQjV563iHc5erovkTlN7C17mB2nwH_TArmy3UDKMSq_GU3u_-kdiC5P_xYy3MrGJi=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-27T17:39:12.473Z,,,
https://www.google.com/maps/place/Bloomington+Pool+Table+Movers/data=!4m7!3m6!1s0x886c66dd6c2b1675:0x455b466f39c63545!8m2!3d39.1663116!4d-86.5316964!16s%2Fg%2F11ddwhv51x!19sChIJdRYrbN1mbIgRRTXGOW9GW0U,Bloomington Pool Table Movers,3.0,2,Moving company,"210 E Kirkwood Ave, Bloomington, IN 47408, United States","5F89+G8 Bloomington, Indiana, USA",http://bloomingtonpooltablemovers.com/,+1 812-558-3901,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z8Laun0nhjnlAuZdh3ay3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.72711&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-27T17:39:14.963Z,,,
https://www.google.com/maps/place/C+Ray+Pools/data=!4m7!3m6!1s0x886ca5347ccbccf3:0xfb93c02ccf4398fa!8m2!3d39.7153577!4d-86.3645241!16s%2Fg%2F11fjxtnfgc!19sChIJ88zLfDSlbIgR-phDzyzAk_s,C Ray Pools,4.9,47,Swimming pool contractor,"2430 E Main St, Plainfield, IN 46168, United States","PJ8P+45 Plainfield, Indiana, USA",https://www.craypoolscorp.com/,+1 317-203-5757,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMnSfirJD57taIC1Hf971ea_WMhS6lNZI4pVG_c=w546-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-27T17:39:19.733Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Bloomington+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-27T17:39:27.865Z,,No new results found,
https://www.google.com/maps/place/Perry%27s+Pool+Shop/data=!4m7!3m6!1s0x886bbefd4f368637:0xa7545f52c1888251!8m2!3d38.9578193!4d-85.8798748!16s%2Fg%2F1tdfjf7z!19sChIJN4Y2T_2-a4gRUYKIwVJfVKc,Perry's Pool Shop,4.3,45,Swimming pool supply store,"626 E Tipton St, Seymour, IN 47274, United States","X45C+43 Seymour, Indiana, USA",http://www.perryspoolshop.com/,+1 812-522-5137,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyv7tTYc2coeF0MA0xQYt7OcHCFLRXGY8LPfFGb9wcSoNs0d1POpHOtB-KM-LN6WbVW71vbmRyTnxGeYC-QHs-TiRqjR1-kGj5mr4h9-fiTOUhWBKYwb5BiyR8y19k-yoNfFrsA=w408-h725-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-10-27T17:39:40.026Z,,,· In-store pick-up
https://www.google.com/maps/place/Hendrix+Pool+%26+Patio/data=!4m7!3m6!1s0x886bbf9ad51e2389:0x90c946a49aae7fc6!8m2!3d38.9692585!4d-85.8720112!16s%2Fg%2F11rtgr15js!19sChIJiSMe1Zq_a4gRxn-umqRGyZA,Hendrix Pool & Patio,3.7,6,Swimming pool supply store,"495 Burkart Blvd, Seymour, IN 47274, United States","X49H+P5 Seymour, Indiana, USA",https://hendrixpoolandpatio.com/,+1 812-522-7387,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZ-sMF8avqe_3NBkZxGbvkP3-ZuZyQ1pvvKLSsUSy1nIIj5uXlVlVgoy4nEO2-bB4v5ftCgSq6BYPfZiEIKKca28xXdnNM59d6y7ipTkCcDxE4ZgJIVifyzwEiKwL70SvzwbhM=w408-h725-k-no,false,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-10-27T17:39:44.449Z,,,
https://www.google.com/maps/place/Thomas+Pool+Services+LLC/data=!4m7!3m6!1s0x886ba105d8ede955:0x140d0fe561cd011d!8m2!3d39.2063317!4d-85.901015!16s%2Fg%2F11v0z1vn0y!19sChIJVent2AWha4gRHQHNYeUPDRQ,Thomas Pool Services LLC,5.0,6,Swimming pool contractor,"2020 7th St, Columbus, IN 47201, United States","634X+GH Columbus, Indiana, USA",https://www.tpsllc.info/,+1 812-378-6063,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyozo_JVydK0p8IN6V2WAmn5r-yEVjGQKWiHFPHMe0zfsWcJO59ofpNcNRvMLoBjbmM6GQFEq07lB4A2jqkBbUj8AOVFAQhM7qvL0X7r5PpUQmMGWmxDJG-eT5FUNzThIS47JQtMQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-10-27T17:39:49.431Z,,,
https://www.google.com/maps/place/Fun+Blast/data=!4m7!3m6!1s0x886bb912f1c23049:0xd709f6f783b6e40a!8m2!3d38.9609377!4d-85.8384712!16s%2Fg%2F11m6k9b0dv!19sChIJSTDC8RK5a4gRCuS2g_f2Cdc,Fun Blast,4.8,285,Social club,"369 Tanger Blvd, Seymour, IN 47274, United States","X566+9J Seymour, Indiana, USA",http://www.thefunblast.com/,+1 812-271-1161,"Closed ⋅ Opens 4 pm Tue

Updated by this business 7 days ago",https://lh3.googleusercontent.com/p/AF1QipPwx7waull7M5aVL8V40M01hSWIRLjPzAE0bvkt=w408-h408-k-no,true,Closed,4–10 pm,4–10 pm,4–10 pm,12–11:30 pm,11 am–11:30 pm,12–9 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-10-27T17:39:54.553Z,,,
"https://www.google.com/maps/place/Abramo+Pool+%26+Spa/@42.4906231,-71.2760089,14z/data=!4m6!3m5!1s0x89e39fef4fafcf4d:0x95b13cc0c57b763b!8m2!3d42.5154302!4d-71.2051105!16s%2Fg%2F1hhgzcj3v",Abramo Pool & Spa,4.6,58,Store,"292 Cambridge St, Burlington, MA 01803, United States","GQ8V+5X Burlington, Massachusetts, USA",http://www.abramopoolandspa.com/,+1 781-273-2330,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKZTqPBqnvYUSGQ-E62oeZuekP9YA1ozfdAIaiT7QxBL-P1bYawnyB1zPuXZyYa_5HNzp-bckdsqUyfN0LVc8WO3rTWDw1KvG-BuSwGXUUwwrXbEGvkDIZUQFP5DuWRHtrOS31vw=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–4 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Bedford+Bloomington+IN/@42.4906231,-71.2760089,14z",2025-10-27T17:40:02.946Z,,,· In-store pick-up
https://www.google.com/maps/place/Pool+Professors/data=!4m7!3m6!1s0x885155979099ee8f:0xe29016548ee9c46d!8m2!3d35.6017401!4d-80.8481987!16s%2Fg%2F11rg3nh535!19sChIJj-6ZkJdVUYgRbcTpjlQWkOI,Pool Professors,5.0,59,Swimming pool contractor,"108 Poplar Pointe Dr Suite A, Mooresville, NC 28117, United States","J522+MP Mooresville, North Carolina, USA",https://poolprofessorsnc.com/,+1 980-500-1515,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNfMoctVrMEOSL_LiUM432rFSGxq6GVr3rBgDX1=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:17.391Z,,,
https://www.google.com/maps/place/True+North+Pools+Inc./data=!4m7!3m6!1s0x8851551e91b07cd5:0x3eace8f435fae60a!8m2!3d35.5921693!4d-80.8722841!16s%2Fg%2F11h38kcpxr!19sChIJ1XywkR5VUYgRCub6NfTorD4,True North Pools Inc.,4.7,79,Swimming pool contractor,"172 Williamson Rd Unit 4710, Mooresville, NC 28117, United States","H4RH+V3 Mooresville, North Carolina, USA",http://truenorthpools.com/,,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMmQiFvkxM0c1Y4EleqZPBPd1CmJdG-dzgDieLc=w630-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:22.332Z,,,
https://www.google.com/maps/place/Lake+Norman+Signature+Pools+%26+Patios/data=!4m7!3m6!1s0x8851549c89f8b45d:0xd7163978844a154b!8m2!3d35.6017486!4d-80.848205!16s%2Fg%2F1q66kz26p!19sChIJXbT4iZxUUYgRSxVKhHg5Ftc,Lake Norman Signature Pools & Patios,4.6,13,Swimming pool contractor,"108 Poplar Pointe Dr Suite A, Mooresville, NC 28117, United States","J522+MP Mooresville, North Carolina, USA",https://lknpools.com/,+1 704-746-9277,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2BIBlS7CuZvI8K_9ukIXIrJY-l-Sqha-efsK4KvUg52fylM5Iaa3nkb8st92TyKKLeWuf0xU5_RnYM-DIWr9AayXCMesDKu5R0wqObIlnHTS4o1k4dvFtsvtLPNORJHcvfpzRsw=w408-h304-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:27.187Z,,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Mooresville/data=!4m7!3m6!1s0x8851552596efe275:0x2bc05611fd59fd92!8m2!3d35.659162!4d-80.7026155!16s%2Fg%2F1td72py9!19sChIJdeLvliVVUYgRkv1Z_RFWwCs,ASP - America's Swimming Pool Company of Mooresville,4.8,39,Swimming pool repair service,,,https://www.asppoolco.com/mooresville/?utm_source=GMB&utm_medium=organic&utm_campaign=mooresville,+1 704-981-9469,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNQjjFxT1Ghu63tFmsnLaXzMo3iP2iuH2G3w0US=w408-h305-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:31.814Z,,,
https://www.google.com/maps/place/Premier+Pools+%26+Spas/data=!4m7!3m6!1s0x8854256fc34d2fc5:0x8957632648a0f4df!8m2!3d35.5885168!4d-80.8643288!16s%2Fg%2F11gfhf2pcd!19sChIJxS9Nw28lVIgR3_SgSCZjV4k,Premier Pools & Spas,4.8,98,Swimming pool contractor,"116 Gasoline Aly Dr Suite 113, Mooresville, NC 28117, United States","H4QP+C7 Mooresville, North Carolina, USA",https://premierpoolsandspas.com/pool-builders/north-carolina/charlotte/,+1 980-435-0105,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOEq6D5LO4x8BgveSK1fgsO3tQKDZHna1Gkb3sV=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:36.715Z,,,
https://www.google.com/maps/place/Charlotte+Pools+%26+Spa%27s+Inc./data=!4m7!3m6!1s0x8856acc76626adfb:0x40e26b4370bf231e!8m2!3d35.5580217!4d-80.9213481!16s%2Fg%2F1tf36njd!19sChIJ-60mZsesVogRHiO_cENr4kA,Charlotte Pools & Spa's Inc.,4.8,18,Swimming pool contractor,"1458 Brawley School Rd, Mooresville, NC 28117, United States","H35H+6F Mooresville, North Carolina, USA",http://charlottepoolsandspas.com/,+1 704-799-7575,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOLesPHjY1TVElP7TDXXXc36epA_GLK7tV_7whh=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:41.181Z,,,
https://www.google.com/maps/place/Leslie%27s+Pool+Supplies/data=!4m7!3m6!1s0x885154eb5c659a25:0x4bb71dfac947149!8m2!3d35.593902!4d-80.8727123!16s%2Fg%2F1q62fnwq1!19sChIJJZplXOtUUYgRSXGUrN9xuwQ,Leslie's Pool Supplies,4.0,31,Swimming pool supply store,"601 River Hwy, Mooresville, NC 28117, United States","H4VG+HW Mooresville, North Carolina, USA",https://lesliespool.com/location/mooresville-northcarolina-mooresville-867.html?utm_source=gmb&utm_medium=organic&utm_campaign=store_867,+1 704-660-1043,"Open ⋅ Closes 6 pm

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLNxoLoJJKWHb1Lolk9Wk8rTjBOt-v5sFswFkWlm3QUMpX_q8jmLIhQLFbKS8Rki5NnTE44sNpyM7pOY2f5FbxiaHurl4BPq50ruSmq2IxrkLPurPEpH5byDxmCgrOw3OCdTQ3FQ=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:46.353Z,LGBTQ+ friendly,,"Chain providing a full range of swimming pool equipment, chemicals & accessories, plus water toys. · In-store shopping · Kerbside pickup"
https://www.google.com/maps/place/Bella+Terra+Proscapes/data=!4m7!3m6!1s0x8851551df9c9f8a3:0xc46d82889cbcba83!8m2!3d35.5953635!4d-80.8541253!16s%2Fg%2F11sv1m0g9h!19sChIJo_jJ-R1VUYgRg7q8nIiCbcQ,Bella Terra Proscapes,,,Swimming pool contractor,"350 W Plaza Dr, Mooresville, NC 28117, United States","H4WW+48 Mooresville, North Carolina, USA",https://bellaterraproscapes.com/about-us/our-expertise-6439469,+1 336-522-9003,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dxd7Ix8x1ZUvqK4bCmPwuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.897465&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:50.835Z,,,
