placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,info,tuesday,thursday,friday,saturday,sunday,monday,error,isBlackOwned
https://www.google.com/maps/place/San+Marcos+Family+Medicine/data=!4m7!3m6!1s0x865ca6259fd0b061:0x88fe4afad120334f!8m2!3d29.8599322!4d-97.9677579!16s%2Fg%2F1hc1zynsj!19sChIJYbDQnyWmXIYRTzMg0fpK_og,San Marcos Family Medicine,4.4,,Family practice physician,"2406 Hunter Rd suite 106, San Marcos, TX 78666, United States","V25J+XV San Marcos, Texas, USA",http://www.smfm.net/,+1 512-396-7686,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3fpYoZLN-aZ22ojnuTwtuqPVQTuKlkaSCv-9K8m3iK4PCdiwtiaprpB8o6Do_l45DN_3jBMiWlfdiwPpfdthdlMxHWExN00ZlJUX-2-1vIA-5WYiRWjSWd8qaynQRP5usg5oSdQ=w408-h725-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:23.653Z,LGBTQ+ friendly,,,,,,,,
https://www.google.com/maps/place/Corridor+Primary+Care+Int+Medical/data=!4m7!3m6!1s0x865ca890ab2519c5:0x28fd48c6fc3346d8!8m2!3d29.8558047!4d-97.9453679!16s%2Fg%2F1tj46b6x!19sChIJxRklq5CoXIYR2EYz_MZI_Sg,Corridor Primary Care Int Medical,,,Doctor,"601 Leah Ave, San Marcos, TX 78666, United States","V343+8V San Marcos, Texas, USA",,+1 512-396-1000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.08324&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:26.412Z,,,,,,,,,
https://www.google.com/maps/place/CareNow+Urgent+Care+-+San+Marcos+Wonder+World+Drive/data=!4m7!3m6!1s0x865ca62908555a9d:0xbb9c206be0127492!8m2!3d29.8651131!4d-97.9618606!16s%2Fg%2F11c0v4c2g_!19sChIJnVpVCCmmXIYRknQS4GsgnLs,CareNow Urgent Care - San Marcos Wonder World Drive,4.3,,Urgent care center,"155 Wonder World Dr, San Marcos, TX 78666, United States","V28Q+27 San Marcos, Texas, USA",https://www.carenow.com/locations/austin/san-marcos-wonder-world-drive?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 512-738-8334,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPjf3NCoziEtCZdMbcEh0-N5zJLJ0T5RfdQhOH4=w426-h240-k-no,true,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:31.175Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Amanda+Trott-Gregorio/data=!4m7!3m6!1s0x865ca896d41bee55:0x56a90a51d9fd606a!8m2!3d29.8558744!4d-97.9453859!16s%2Fg%2F11rwxfzp3w!19sChIJVe4b1JaoXIYRamD92VEKqVY,Dr. Amanda Trott-Gregorio,,,Pediatrician,"601A Leah Ave, San Marcos, TX 78666, United States","V343+8R San Marcos, Texas, USA",,+1 210-494-0690,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6hq7n9tVN4RdffDXdQoTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.32329&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:34.029Z,,,,,,,,,
"https://www.google.com/maps/place/Stephen+Richardson,+MD/data=!4m7!3m6!1s0x865ca9c9f87370ad:0x4114b4b0f466358b!8m2!3d29.861433!4d-97.942439!16s%2Fg%2F11jp0spw0w!19sChIJrXBz-MmpXIYRizVm9LC0FEE","Stephen Richardson, MD",5.0,,Family practice physician,"401 Broadway St # A, San Marcos, TX 78666, United States","V365+H2 San Marcos, Texas, USA",https://www.christushealth.org/find-a-doctor/Stephen-Richardson-20440?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,+1 512-805-5650,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNrTD3_2fXnNFt9mHsEjb3oZpjTHVtCmFthgMpl=w408-h408-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:38.927Z,,,,,,,,,
https://www.google.com/maps/place/Noelle+Williams/data=!4m7!3m6!1s0x865ca896d41bee55:0x26e562b93c6707a7!8m2!3d29.7122167!4d-98.1527754!16s%2Fg%2F11qgb6d99g!19sChIJVe4b1JaoXIYRpwdnPLli5SY,Noelle Williams,5.0,,Pediatrician,"1423 N Walnut Ave, New Braunfels, TX 78130, United States","PR6W+VV New Braunfels, Texas, USA",https://www.corridorpd.com/noelle-williams-do-faap,+1 830-203-6395,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoJ0lqx-Pcjs2auLxJMdeHRBImAEXbicxOa2crsZ6L7WjbDBAArd7wc38Qf_AHLw9SlPkDZ3BmnYClxAxys7OTuKZttJM4wc0yPuwmExAK5j3kYZD8BymRH9yKLb0pIEU8Sj7pztN3Wdaah=w408-h544-k-no,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:42.266Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Traci+Socha/data=!4m7!3m6!1s0x80dc7537460da76b:0x1010d12c9b728fb2!8m2!3d33.131717!4d-117.2021211!16s%2Fg%2F11rwxg51sn!19sChIJa6cNRjd13IARso9ymyzREBA,Dr. Traci Socha,5.0,,Pediatrician,"1582 W San Marcos Blvd #203, San Marcos, CA 92078, United States","4QJX+M5 San Marcos, California, USA",https://www.rchsd.org/doctors/traci-socha-do/,+1 760-744-6710,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V84xaJpqwP7H8guzikp-Mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.750034&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:45.162Z,,,,,,,,,
"https://www.google.com/maps/place/David+Schneider,+MD/data=!4m7!3m6!1s0x865ca8bf25c57e83:0x5ce1c48237afb1e9!8m2!3d29.8637585!4d-97.9653738!16s%2Fg%2F11bvctxy5n!19sChIJg37FJb-oXIYR6bGvN4LE4Vw","David Schneider, MD",4.5,,Family practice physician,"151 S Stagecoach Trail Ste 105, San Marcos, TX 78666, United States","V27M+GV San Marcos, Texas, USA",https://www.baptistmedicalnetwork.com/find-a-doctor/detail/david-schneider-1871542936,+1 737-213-1271,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=J2659-T4QnKnB9YED3Ao7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.10695&pitch=0&thumbfov=100,true,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:50.141Z,,,,,,,,,
"https://www.google.com/maps/place/San+Marcos+Family+Medicine+Fastlane+Clinic/@29.8609386,-97.9675022,17z/data=!3m1!4b1!4m6!3m5!1s0x865ca7367f61f19b:0x8ca35a278863b9fa!8m2!3d29.8609386!4d-97.9675022!16s%2Fg%2F11sjdx20vh",San Marcos Family Medicine Fastlane Clinic,4.1,,Family practice physician,"110 Willow Springs Dr Suite 102, San Marcos, TX 78666, United States","V26J+9X San Marcos, Texas, USA",http://www.smfm.net/,+1 512-396-7686,Open · Closes 7 pm,,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:02:58.013Z,,,,,,,,,
"https://www.google.com/maps/place/CHRISTUS+Trinity+Clinic/@29.8509617,-97.9616276,17z/data=!3m1!4b1!4m6!3m5!1s0x865ca9e52b212219:0x1b6bdcbe4d7dbdf!8m2!3d29.8509617!4d-97.9616276!16s%2Fg%2F11jgf6mh9x",CHRISTUS Trinity Clinic,3.0,,Medical clinic,"2430 S I-35 South Frontage Rd Ste. 101, San Marcos, TX 78666, United States","V22Q+98 San Marcos, Texas, USA",https://www.christushealth.org/locations/trinity-clinic-stone-creek?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,+1 512-878-6946,Closed · Opens 8 am Wed,,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:03:05.437Z,,,,,,,,,
https://www.google.com/maps/place/Little+Spurs+Pediatric+Urgent+Care+-+New+Braunfels/data=!4m7!3m6!1s0x865ca312e850ddf7:0xdde37f27256d187b!8m2!3d29.7330474!4d-98.0813598!16s%2Fg%2F11hzcj87b5!19sChIJ991Q6BKjXIYRexhtJSd_490,Little Spurs Pediatric Urgent Care - New Braunfels,4.7,,Urgent care center,"312 FM306, Suite 108, New Braunfels, TX 78130, United States","PWM9+6F New Braunfels, Texas, USA",https://littlespurspedi.com/location/new-braunfels-clinic/,+1 830-302-4260,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOlO6-Kaz7OBqUlTkZ7w9AeGeGhU1FomgDYPePd=w408-h544-k-no,true,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+San+Marcos+San+Marcos+TX/@14.9609782,-91.8074586,14z",2026-02-10T23:03:10.786Z,,,,,,,,,
