placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes
https://www.google.com/maps/place/Thomas+Memorial+Hospital+Parking+Garage/data=!4m7!3m6!1s0x884f33c72a9bc66f:0x964fcf87bbc03c98!8m2!3d38.3553284!4d-81.7255928!16s%2Fg%2F11l2_sm1b2!19sChIJb8abKsczT4gRmDzAu4fPT5Y,Thomas Memorial Hospital Parking Garage,4.2,35,Parking garage,"402 Division St, South Charleston, WV 25309, United States","974F+4Q South Charleston, West Virginia, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NrMN2P9WLv_EkKdBz0hQBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.4597&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-28T18:41:06.833Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x884f2cd1f4e08a9f:0x9c56e69d5d7d93c6!8m2!3d38.3572032!4d-81.6402405!16s%2Fg%2F1thmg2hh!19sChIJn4rg9NEsT4gRxpN9XZ3mVpw,SP+ Parking,3.8,6,Parking garage,"500 Lee St Bridge, Charleston, WV 25301, United States","9945+VW Charleston, West Virginia, USA",https://parkcentral.parking.com/,+1 304-340-9052,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipOKkxwd-deUPMN9lsGOa-mMjMKsbS4OXxT3P92R=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-28T18:41:11.803Z,,,,,,,,,
https://www.google.com/maps/place/WV+State+Capitol+Complex+-+Building+13/data=!4m7!3m6!1s0x884f2ca51dfa5043:0x1c61efd373481d5e!8m2!3d38.3397783!4d-81.6127209!16s%2Fg%2F11f2gst7bh!19sChIJQ1D6HaUsT4gRXh1Ic9PvYRw,WV State Capitol Complex - Building 13,4.8,8,Parking garage,"Piedmont Rd, Charleston, WV 25311, United States","89QP+WW Charleston, West Virginia, USA",https://generalservices.wv.gov/guide-to-our-buildings/Pages/Building-Details.aspx?ListURL=13,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-k6lQYs8qeS6DrI09isOEVntherRab8qkLe3YK4t2FKIcSwQYvvuYL29ZqjfopM1pkIZJJRDoJDMRMUl-P_ZJvLVm76AtCkp0W1Nwiwh8dbSv_MRJA2Fr8EB8ELE8O7KKAyn7uA=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-28T18:41:14.551Z,,,,,,,,,
https://www.google.com/maps/place/WVU+Department+of+Transportation+and+Parking/data=!4m7!3m6!1s0x88357b0977537879:0xd23379fbf964daa1!8m2!3d39.6545498!4d-79.9609746!16s%2Fg%2F12lt6dxzc!19sChIJeXhTdwl7NYgRodpk-ft5M9I,WVU Department of Transportation and Parking,2.3,3,University,"1112 Van Voorhis Rd, Morgantown, WV 26505, United States","M23Q+RJ Morgantown, West Virginia, USA",https://transportation.wvu.edu/parking,+1 304-293-5502,Open ⋅ Closes 4:15 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tqw9YY45X7zAH2dHFOYq7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.37953&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:29.471Z,8:15 am–4:15 pm,8:15 am–4:15 pm,8:15 am–4:15 pm,8:15 am–4:15 pm,Closed,Closed,8:15 am–4:15 pm,,
https://www.google.com/maps/place/265-275+WV-7+Garage/data=!4m7!3m6!1s0x88357b7d3e2c672f:0xdaaf58c352c995a3!8m2!3d39.629297!4d-79.954217!16s%2Fg%2F11hbllddf5!19sChIJL2csPn17NYgRo5XJUsNYr9o,265-275 WV-7 Garage,,,Parking lot,"265-275 WV-7, Morgantown, WV 26501, United States","J2HW+P8 Morgantown, West Virginia, USA",http://www.parkmpa.com/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LYdqyL8dM0GUUoiann-GLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.32884&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:32.243Z,,,,,,,,,
https://www.google.com/maps/place/Spruce+Street+Parking+Garage/data=!4m7!3m6!1s0x88357b7d143e8651:0x8559331fa9ad89f1!8m2!3d39.6293755!4d-79.9543312!16s%2Fg%2F1v9t_kpl!19sChIJUYY-FH17NYgR8YmtqR8zWYU,Spruce Street Parking Garage,3.2,29,Parking garage,"300 Spruce St, Morgantown, WV 26505, United States","J2HW+Q7 Morgantown, West Virginia, USA",https://www.parkmpa.com/,+1 304-284-7435,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLCOJmX_Xs66rLSaa6QxWbfp050rOfwHXtLK7DjaX2P5EOveZDSFX-jd67g9RWDELo9qHnMvg7uGUuKRqiHrSIuL4in3OVYS5VYgUrxNmS73o7fh3utWTNzIeBCRbVNywn9sIh=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:35.041Z,,,,,,,,,
https://www.google.com/maps/place/Lot+E/data=!4m7!3m6!1s0x88357b7c922e18ad:0x5eb03ce8ccb6a0d6!8m2!3d39.632013!4d-79.9547955!16s%2Fg%2F11sb4txhvh!19sChIJrRguknx7NYgR1qC2zOg8sF4,Lot E,5.0,1,Parking lot,"548 Chestnut St, Morgantown, WV 26505, United States","J2JW+R3 Morgantown, West Virginia, USA",https://www.parkmpa.com/parking-info/,+1 304-284-7435,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ikpLm5zIoUBMQX1qHdklPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.076096&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:39.951Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Lot+O/data=!4m7!3m6!1s0x88357b7cc353d643:0x5ef50f42cc795ec1!8m2!3d39.631037!4d-79.9539251!16s%2Fg%2F11jz5f9ysr!19sChIJQ9ZTw3x7NYgRwV55zEIP9V4,Lot O,5.0,1,Parking lot,"445 Spruce St, Morgantown, WV 26505, United States","J2JW+CC Morgantown, West Virginia, USA",https://www.parkmpa.com/find-parking/,+1 304-284-7435,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XQ5Iy4PVsyhYlqDne1MVOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.46368&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:45.038Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/155-175+Fayette+St+Parking/data=!4m7!3m6!1s0x88357b7cf6d22ead:0x183238bd8c00e2d9!8m2!3d39.6313293!4d-79.9553132!16s%2Fg%2F11f3sg4znn!19sChIJrS7S9nx7NYgR2eIAjL04Mhg,155-175 Fayette St Parking,5.0,1,Parking lot,"155-175 Fayette St, Morgantown, WV 26501, United States","J2JV+GV Morgantown, West Virginia, USA",https://www.parkmpa.com/parking-info/,+1 304-284-7435,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k8NiqxvcC3hSCrIbzCPJdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.18137&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:50.099Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/West+Virginia+University+Transportation/data=!4m7!3m6!1s0x88357b4462800641:0x446a303be14c6589!8m2!3d39.638971!4d-79.9351859!16s%2Fg%2F11b7hq649r!19sChIJQQaAYkR7NYgRiWVM4TswakQ,West Virginia University Transportation,3.3,8,Transportation service,"Morgantown, WV 26505, United States","J3Q7+HW Morgantown, West Virginia, USA",https://transportation.wvu.edu/,+1 304-293-5627,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx_NQxEuf-aFh0dlpZlyMJxooY7fNyMgz8A3bfiErKOpKGYA-T9T4u4H3rTnBHDG8veq7boh7GWsZ_abTmnPslmA51oTMEnC1cLG_nkX1sXTyA5V8qFRk5rnr_Hsh-Q4eMvlWXGbw=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:53.095Z,,,,,,,,,
"https://www.google.com/maps/place/LPS+Services,+LLC/data=!4m7!3m6!1s0x88357b7da4f7af63:0xf2671623c8c91f9b!8m2!3d39.629788!4d-79.9562556!16s%2Fg%2F11f4l9_spx!19sChIJY6_3pH17NYgRmx_JyCMWZ_I","LPS Services, LLC",,,Security guard service,"295 High St suite 3, Morgantown, WV 26505, United States","J2HV+WF Morgantown, West Virginia, USA",,+1 844-539-8777,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CJz1slcVxutwF6k04Ih13w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.14984&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:41:57.885Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,
https://www.google.com/maps/place/445+Spruce+St+Parking/data=!4m7!3m6!1s0x88357b7cdb5a445f:0xf73c1f5dbd7f7439!8m2!3d39.6309657!4d-79.9538648!16s%2Fg%2F11hbll9rvv!19sChIJX0Ra23x7NYgROXR_vV0fPPc,445 Spruce St Parking,1.0,3,Parking lot,"445 Spruce St, Morgantown, WV 26501, United States","J2JW+9F Morgantown, West Virginia, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XQ5Iy4PVsyhYlqDne1MVOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.17746&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Morgantown+WV/@39.6304078,-79.954468,14z",2025-10-28T18:42:00.573Z,,,,,,,,,
https://www.google.com/maps/place/Huntington+Parking+Board/data=!4m7!3m6!1s0x884609c4c12785bd:0x747285bd3a5fa0d7!8m2!3d38.4211949!4d-82.4473449!16s%2Fg%2F1xgrnmdb!19sChIJvYUnwcQJRogR16BfOr2FcnQ,Huntington Parking Board,3.0,5,City government office,"701 3rd Ave, Huntington, WV 25701, United States","CHC3+F3 Huntington, West Virginia, USA",https://www.cityofhuntington.com/city-government/boards-and-commissions/huntington-municipal-parking-board/,+1 304-696-5909,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m1iVb1Oq-_cUl4o8ynzMwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.03878&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Huntington+WV/@38.4191481,-82.4451746,14z",2025-10-28T18:42:15.903Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
"https://www.google.com/maps/place/Cabell+Huntington+Hospital+Patient,+Visitor,+and+Employee+Parking+Lot/data=!4m7!3m6!1s0x884609efe261d76f:0x6a02d50f1375048e!8m2!3d38.4095999!4d-82.4254411!16s%2Fg%2F11jcx1j2kj!19sChIJb9dh4u8JRogRjgR1Ew_VAmo","Cabell Huntington Hospital Patient, Visitor, and Employee Parking Lot",5.0,1,Parking lot,"1340 Hal Greer Boulevard, Huntington, WV 25701, United States","CH5F+RR Huntington, West Virginia, USA",https://www.marshallhealth.org/,+1 304-691-1600,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfwV_viG7XOqBRFE_8Q56TIDd128xko9whW0piPLzCxUSmuWPATat78rrag7e7kNuS9-oQWcVoCdbSurzgr3gfdim5bSOlqETBeANlVsZg9IahuppMXDTekR8KBBDuAy4n0OqS=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Huntington+WV/@38.4191481,-82.4451746,14z",2025-10-28T18:42:20.907Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Cabell+Huntington+Hospital+Student+Parking/data=!4m7!3m6!1s0x8846082f4ba6e289:0x45830468e9fb3308!8m2!3d38.4134846!4d-82.4222318!16s%2Fg%2F11hbv6tsgx!19sChIJieKmSy8IRogRCDP76WgEg0U,Cabell Huntington Hospital Student Parking,3.9,9,Parking lot,"1898-1800 Charleston Ave, Huntington, WV 25701, United States","CH7H+94 Huntington, West Virginia, USA",,+1 304-544-7433,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxHQA4NnKO9FA1newDtgYg1BnV23J9sOzPVZfYQ53DlK9ZUxKPFIJq_VPH4F4AuKg5znydHLzfhttb8AMtfcm277nqP5dqBPie3WOSIk-TD76Om3FRXq_G926Fosal7f_augVY3qA=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Huntington+WV/@38.4191481,-82.4451746,14z",2025-10-28T18:42:25.763Z,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,,
https://www.google.com/maps/place/Cabell+Huntington+Hospital+Patient+Parking+Garage/data=!4m7!3m6!1s0x884609cd440165e3:0x3ff706cca024d1ba!8m2!3d38.4085689!4d-82.4255358!16s%2Fg%2F11j9ngtn4s!19sChIJ42UBRM0JRogRutEkoMwG9z8,Cabell Huntington Hospital Patient Parking Garage,5.0,1,Parking garage,"1681 Fairfield Plaza, Huntington, WV 25701, United States","CH5F+CQ Huntington, West Virginia, USA",https://www.marshallhealth.org/,+1 304-691-1600,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwEH-9AAbzLrnNUh4gO0y4-orcpHZPkcsqozDMvxdRtfFqbNw_1MizSHBYux0ctZDT6u52laEwofGnwMCJnM2wWwTGzVUCYE5nD0OPMSQeMbmYzDcg_8JHTnUtom1Usf-Z4urAU=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Huntington+WV/@38.4191481,-82.4451746,14z",2025-10-28T18:42:30.794Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/Marshall+Health+Parking/data=!4m7!3m6!1s0x884609290516b1cb:0xc1a5ca1381bdc5a7!8m2!3d38.4113464!4d-82.4296196!16s%2Fg%2F11qghzvnv6!19sChIJy7EWBSkJRogRp8W9gRPKpcE,Marshall Health Parking,5.0,2,Parking garage,"1232 15th St, Huntington, WV 25701, United States","CH6C+G5 Huntington, West Virginia, USA",https://www.marshallhealth.org/news/new-parking-garage-now-open/,+1 304-691-1600,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PyYUftDqU59euKaFMzREiw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.669815&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Huntington+WV/@38.4191481,-82.4451746,14z",2025-10-28T18:42:35.870Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
https://www.google.com/maps/place/800-898+6th+Ave+Parking/data=!4m7!3m6!1s0x884609daece1138b:0x7b77783fd4404943!8m2!3d38.4181811!4d-82.4442309!16s%2Fg%2F11gd683dm2!19sChIJixPh7NoJRogRQ0lA1D94d3s,800-898 6th Ave Parking,,,Parking lot,"800-898 6th Ave, Huntington, WV 25701, United States","CH94+78 Huntington, West Virginia, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=071auhjE36zDdexy9nQnNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.844974&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Huntington+WV/@38.4191481,-82.4451746,14z",2025-10-28T18:42:38.833Z,,,,,,,,,
