placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,error
https://www.google.com/maps/place/Option+Care+at+Legacy+Health/data=!4m7!3m6!1s0x54b8c5f8da8f7e01:0xd673811335019dd4!8m2!3d44.0696852!4d-121.2682051!16s%2Fg%2F11g6l47v24!19sChIJAX6P2vjFuFQR1J0BNROBc9Y,Option Care at Legacy Health,3.9,7,Specialized clinic,"2275 NE Doctors Dr Ste 10, Bend, OR 97701, United States","3P9J+VP Bend, Oregon, USA",https://optioncarehealth.com/locations/bend-or-2275-ne-doctors-dr,+1 541-385-3254,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QyCmBywmJshv4VXvf-cs_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.157226&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:28:30.765Z,,
https://www.google.com/maps/place/Activate+Hydration/data=!4m7!3m6!1s0x54b8c751328bfe59:0xef31f12a2b31f2f5!8m2!3d44.0457111!4d-121.2884579!16s%2Fg%2F11rj6s38bs!19sChIJWf6LMlHHuFQR9fIxKyrxMe8,Activate Hydration,5.0,47,Health spa,"1305 SE Armour Rd #120, Bend, OR 97701, United States","2PW6+7J Bend, Oregon, USA",https://www.activatebend.com/,+1 541-647-6783,Open ⋅ Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP_DEodLAzHclp4vpuGJ4lqjrGvSlAx4k_z5Hha=w408-h335-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:28:35.711Z,,
https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness/data=!4m7!3m6!1s0x54b8c924db1739b3:0xf3a6bd5e8fea0b8f!8m2!3d44.048171!4d-121.3308835!16s%2Fg%2F11lh30jcdk!19sChIJszkX2yTJuFQRjwvqj169pvM,Prime IV Hydration & Wellness,5.0,89,IV therapy service,"1288 SW Simpson Ave K, Bend, OR 97702, United States","2MX9+7J Bend, Oregon, USA",https://primeivhydration.com/locations/oregon/bend-or/,+1 541-640-6684,Closed ⋅ Opens 9:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNkS-__Jxhsj7yKdkm7WeSttJsHYBB2ihZ-yg6V=w408-h408-k-no,true,Closed,9:30 am–3 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:28:40.601Z,,
https://www.google.com/maps/place/Rem%C3%A8de+IV+Therapy+%2B+Aesthetics+-+Bend/data=!4m7!3m6!1s0x54b8c92014008fc3:0x9b68cd3e5f29826b!8m2!3d44.0581379!4d-121.3136406!16s%2Fg%2F11fp1zsvlh!19sChIJw48AFCDJuFQRa4IpXz7NaJs,Remède IV Therapy + Aesthetics - Bend,4.9,116,Medical spa,"841 NW Bond St SUITE 11, Bend, OR 97703, United States","3M5P+7G Bend, Oregon, USA",https://remedeco.com/pages/bend-or,+1 541-699-6432,Open ⋅ Closes 10 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMFqRoiVaJIsXmhPIZC0yyfuC0qUPp0n8FcDDfQ=w408-h272-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:28:45.599Z,,
https://www.google.com/maps/place/RISE+Modern+Wellness/data=!4m7!3m6!1s0x54b8c7791779595b:0x660a49a09f505db!8m2!3d44.046446!4d-121.3305291!16s%2Fg%2F11f7n4r01h!19sChIJW1l5F3nHuFQR2wX1CZqkYAY,RISE Modern Wellness,4.8,324,Wellness center,"320 SW Century Dr #400, Bend, OR 97702, United States","2MW9+HQ Bend, Oregon, USA",https://risemodernwellness.com/locations/bend-oregon/,+1 541-634-9247,"Closed ⋅ Opens 10 am Mon

Updated by this business 6 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOtnzv4XCB1ZuC2MGhwiePS8xX4nnDVv7qimMtJ=w408-h272-k-no,true,Closed,10 am–7 pm,10 am–4 pm,10 am–7 pm,10 am–7 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:28:50.536Z,,
https://www.google.com/maps/place/St.+Charles+Cancer+Center+-+Bend/data=!4m7!3m6!1s0x54bf2a9339e297c1:0xef0c6f8da21224aa!8m2!3d44.0674791!4d-121.2704429!16s%2Fg%2F11c1tybs2c!19sChIJwZfiOZMqv1QRqiQSoo1vDO8,St. Charles Cancer Center - Bend,3.7,10,Cancer treatment center,"2500 NE Neff Rd, Bend, OR 97701, United States","3P8H+XR Bend, Oregon, USA",https://www.stcharleshealthcare.org/locations/bend-cancer-center?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,+1 541-706-5800,,,https://lh3.googleusercontent.com/p/AF1QipP_JyIdyJCfjsU5fBt3KP48ra03GBpOuagP801M=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:28:53.555Z,,
https://www.google.com/maps/place/St.+Charles+Outpatient+Infusion+Clinic/data=!4m7!3m6!1s0x54b8c57e95143459:0xe7679f3eaa700202!8m2!3d44.0663829!4d-121.2656172!16s%2Fg%2F11vpcq0r4n!19sChIJWTQUlX7FuFQRAgJwqj6fZ-c,St. Charles Outpatient Infusion Clinic,,,Medical clinic,"2600 NE Neff Rd, Bend, OR 97701, United States","3P8M+HQ Bend, Oregon, USA",https://www.stcharleshealthcare.org/locations/bend-outpatient-infusion-clinic,+1 541-706-5820,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPN22hIpwXT-DtKDB3bXeNhrKKdIlVpR9fsNrhA=w408-h283-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:28:58.217Z,,
https://www.google.com/maps/place/Optum+Infusion+Pharmacy+and+Infusion+Suite/data=!4m7!3m6!1s0x54b8c607446adfd5:0x500e623a9dd4614d!8m2!3d44.0646318!4d-121.2730615!16s%2Fg%2F1tfz9xq6!19sChIJ1d9qRAfGuFQRTWHUnTpiDlA,Optum Infusion Pharmacy and Infusion Suite,2.2,10,Pharmacy,"2065 NE Williamson Ct, Bend, OR 97701, United States","3P7G+VQ Bend, Oregon, USA",https://specialty.optum.com/find-care/optum-infusion-pharmacy.html,+1 541-382-0287,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pIva2pkY_65Gr6cHhAXg2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.28003&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:02.996Z,,
https://www.google.com/maps/place/Flow+Wellness/data=!4m7!3m6!1s0x54b8c7b0ec3b3c5d:0x8391dd605d30a1ba!8m2!3d44.0499171!4d-121.3179438!16s%2Fg%2F11khtdpbc1!19sChIJXTw77LDHuFQRuqEwXWDdkYM,Flow Wellness,4.9,113,Wellness center,"803 SW Industrial Way UNIT 201, Bend, OR 97702, United States","2MXJ+XR Bend, Oregon, USA",https://theflowwellness.com/,+1 541-422-3569,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOmrpQWFuAUzhYhKr_G8xQFO70JqF2-peE6lpg7=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–4 pm,10 am–2 pm,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:08.040Z,,
https://www.google.com/maps/place/Medixinfusion+-+Bend/data=!4m7!3m6!1s0x54b8c5d37afba7c9:0x476d0a566796dd9a!8m2!3d44.0615161!4d-121.2661592!16s%2Fg%2F11wk6gfy72!19sChIJyaf7etPFuFQRmt2WZ1YKbUc,Medixinfusion - Bend,,,Medical clinic,"2450 NE Mary Rose Pl #215, Bend, OR 97701, United States","3P6M+JG Bend, Oregon, USA",https://medixinfusion.com/,+1 833-696-3349,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=--TAxn1FX1lRMtVdYLUHFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.4619&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:12.872Z,,
"https://www.google.com/maps/place/Advanced+Specialty+Care/@44.0625156,-121.2655151,17z/data=!3m1!4b1!4m6!3m5!1s0x54b8c5fdf94b35e9:0xb81ac84af6243d42!8m2!3d44.0625156!4d-121.2655151!16s%2Fg%2F1tjz32hb",Advanced Specialty Care,5.0,1,Health,"1247 NE Medical Center Dr, Bend, OR 97701, United States","3P7M+2Q Bend, Oregon, USA",http://urologyinoregon.com/,+1 541-322-5753,,,,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:17.768Z,,
https://www.google.com/maps/place/Medicine+Within+Ketamine+Therapy/data=!4m7!3m6!1s0x54b8c99502c279a7:0xfaafe91f7884e63!8m2!3d44.0489386!4d-121.3036778!16s%2Fg%2F11t_tjgxfy!19sChIJp3nCApXJuFQRY06I95H-qg8,Medicine Within Ketamine Therapy,5.0,50,Mental health service,"205 SE Davis Ave, Bend, OR 97702, United States","2MXW+HG Bend, Oregon, USA",https://www.medicinewithin.com/,+1 541-316-0092,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipObVxxvfmIS0DfpoKc92k6IMQBO8mj4JIkc1Cq8=w408-h425-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:22.695Z,,
https://www.google.com/maps/place/Verve+Health/data=!4m7!3m6!1s0x54b8c93cfb334ab3:0x3d5f14580b308df3!8m2!3d44.0631798!4d-121.3377861!16s%2Fg%2F11q_45lx1g!19sChIJs0oz-zzJuFQR840wC1gUXz0,Verve Health,5.0,42,Weight loss service,"1458 NW College Way #202, Bend, OR 97703, United States","3M76+7V Bend, Oregon, USA",https://vervehc.com/?utm_source=Google+Local&utm_id=Google+business+profile,+1 541-678-4897,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNVmbDHE7oPtPEJtvFbVabZUo0EFWASWu9qyCAH=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:27.603Z,,
https://www.google.com/maps/place/Cascade+Cancer+Care/data=!4m7!3m6!1s0x54b8c6286149e87d:0x43b4c91f618dbde4!8m2!3d44.0555753!4d-121.3005021!16s%2Fg%2F11b6gncb93!19sChIJfehJYSjGuFQR5L2NYR_JtEM,Cascade Cancer Care,5.0,6,Medical clinic,"403 NE Franklin Ave, Bend, OR 97701, United States","3M4X+6Q Bend, Oregon, USA",http://www.cascadecancercare.com/,+1 541-323-3833,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uh5kdQlqXGQv136O6WdG3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.267216&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:30.288Z,,
https://www.google.com/maps/place/Bend+Treatment+Center/data=!4m7!3m6!1s0x54b8c8a3b696759b:0x25f5132ddd16838e!8m2!3d44.0673757!4d-121.3042004!16s%2Fg%2F11bbwwzrq2!19sChIJm3WWtqPIuFQRjoMW3S0T9SU,Bend Treatment Center,3.7,24,Addiction treatment center,"155 NE Revere Ave #150, Bend, OR 97701, United States","3M8W+X8 Bend, Oregon, USA",https://ortc.care/contact/contact-bend/,+1 541-617-4544,Closed ⋅ Opens 5:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNbo8sFQ01ZjdwdocfIhUkfnCNLBenhjxjzKLqB=w408-h306-k-no,true,Closed,5:30–9:30 am,5:30–9:30 am,5:30–9:30 am,5:30–9:30 am,5:30–9:30 am,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bend+OR/@44.0581728,-121.3153096,14z",2025-09-28T23:29:35.297Z,,
https://www.google.com/maps/place/Providence+Infusion+-+West+Portland/data=!4m7!3m6!1s0x5495094e55f06481:0x474c28d00acdad7d!8m2!3d45.5262351!4d-122.8365437!16s%2Fg%2F11cn8v5plb!19sChIJgWTwVU4JlVQRfa3NCtAoTEc,Providence Infusion - West Portland,4.0,5,Medical Center,"15455 NW Greenbrier Pkwy # 110, Beaverton, OR 97006, United States","G5G7+F9 Beaverton, Oregon, USA",https://www.providence.org/locations/or/infusion-west-portland?Is=location&y_source=1_OTU3NjI2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 503-215-4633,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvLs5y16Lfbl6p6FJjFSL_kO2Lyd4fhS6xi6RgQ3Am6s_U6I3kqPHO7H0EflZmOLs2NRyqezCyLH0U7m9CuTFuiIDU767lG9cH72y04icSH4K-ODEEepODcnwpOzwzj1-wE4_G=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Beaverton+OR/@45.4869283,-122.804032,14z",2025-09-28T23:29:48.594Z,,
https://www.google.com/maps/place/Providence+Cancer+Center+Infusion+-+Westside+Portland/data=!4m7!3m6!1s0x5495094375b70cdf:0xda01c25da80636fa!8m2!3d45.5104686!4d-122.7700807!16s%2Fg%2F11cn8v4d2l!19sChIJ3wy3dUMJlVQR-jYGqF3CAdo,Providence Cancer Center Infusion - Westside Portland,1.0,1,Cancer treatment center,"9135 SW Barnes Rd Suite 263, Portland, OR 97225, United States","G66H+5X Portland, Oregon, USA",https://www.providence.org/locations/or/st-vincent-medical-center/cancer-center-infusion-westside-portland?ls=location&y_source=1_OTU3NjM2Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 503-216-6300,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOPqHHXkbtgpp9yz4E_XRXL-imJe5gKv6aynbid=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Beaverton+OR/@45.4869283,-122.804032,14z",2025-09-28T23:29:53.395Z,,
"https://www.google.com/maps/place/OHSU+Knight+Cancer+Institute,+Beaverton/data=!4m7!3m6!1s0x54950ede3cb97f4d:0x54f2ffd9f7d92944!8m2!3d45.5139591!4d-122.8383402!16s%2Fg%2F1th81nht!19sChIJTX-5PN4OlVQRRCnZ99n_8lQ","OHSU Knight Cancer Institute, Beaverton",4.1,12,Cancer treatment center,"15700 SW Greystone Ct, Beaverton, OR 97006, United States","G576+HM Beaverton, Oregon, USA",https://www.ohsu.edu/knight-cancer-institute/ohsu-knight-cancer-institute-beaverton?utm_source=gmb&utm_medium=organic&utm_content=975e13f4-8900-5d9f-8c59-26d99b75ba68,+1 971-262-9000,Closed ⋅ Opens 7 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMhw3Cz8jbUtSdov5YtJFYmpOPEEYI-X1IYwk07QIGtRb-x9zd7ErX0c4gCeHJ0FJ26KFGr6U6uWHuQelts1UH3skzg9vFsAePClIl1XT6XXvhq0wd5J9AsiKTMA0PpiihO-w=w408-h307-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Beaverton+OR/@45.4869283,-122.804032,14z",2025-09-28T23:29:58.448Z,,
