placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned
"https://www.google.com/maps/place/Weichert+REALTORS,+Team+Realty/data=!4m7!3m6!1s0x864e0204288159e3:0x2c1aed2686b3a013!8m2!3d32.754436!4d-97.797832!16s%2Fg%2F12q4v7qsd!19sChIJ41mBKAQCToYRE6CzhibtGiw","Weichert REALTORS, Team Realty",4.8,42,Real estate agency,"406 S Main St, Weatherford, TX 76086, United States","Q632+QV Weatherford, Texas, USA",http://www.wrteamrealty.com/,+1 817-598-0988,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMhc_B4sicQYbrX7nMVnhL1ew6YyvZS9cEef-mT=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-09-25T18:04:59.433Z,,,
https://www.google.com/maps/place/Woodhaven+Villas/data=!4m7!3m6!1s0x864e0223fd89eb49:0x41703c918f59a11f!8m2!3d32.7430382!4d-97.7584183!16s%2Fg%2F11b6d43ddm!19sChIJSeuJ_SMCToYRH6FZj5E8cEE,Woodhaven Villas,4.3,52,Apartment complex,"309 Tyler Ct, Weatherford, TX 76086, United States","P6VR+6J Weatherford, Texas, USA",http://woodhavenvillas.net/,+1 817-594-0744,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmR2h0LKt3VL1juhg7sUTn_q0cAT607lcAhOQdlRnkajVoijdlKXLr7qKI65lM2LAuDtFiNCvLajcw7fh8rBe5qfRMj7Bc86khO8W8-lpKA_yG0G8IB3zlcwoz7r8Gg3jUmAC1oQ=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-09-25T18:05:04.627Z,,,
https://www.google.com/maps/place/Re%2FMax+Trinity+III/data=!4m7!3m6!1s0x864e02235472142f:0xda267ed2b5c09040!8m2!3d32.7377837!4d-97.7652635!16s%2Fg%2F1td9wjbz!19sChIJLxRyVCMCToYRQJDAtdJ-Jto,Re/Max Trinity III,4.6,11,Real estate agency,"2002 Santa Fe Dr, Weatherford, TX 76086, United States","P6QM+4V Weatherford, Texas, USA",https://www.seetexasrealestate.com/,+1 817-596-8000,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPZhl0W8vxEnwVtgg6vciws2NsC_DbsfNSEoAn8=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-09-25T18:05:10.018Z,,,
https://www.google.com/maps/place/J+%26+J+Rentals/data=!4m7!3m6!1s0x8651fe057f3042bb:0x55d8fe144e4268ae!8m2!3d32.7548667!4d-97.7957324!16s%2Fg%2F1w97vt8_!19sChIJu0IwfwX-UYYRrmhCThT-2FU,J & J Rentals,3.8,24,Apartment rental agency,"117 E Lee Ave, Weatherford, TX 76086, United States","Q633+WP Weatherford, Texas, USA",https://www.rfshome.com/,+1 817-594-9722,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1TNl6gbHe1zAAL9HmRfIeg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.108729&pitch=0&thumbfov=100,false,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-09-25T18:05:14.998Z,,,
https://www.google.com/maps/place/The+Platinum+Group+Real+Estate/data=!4m7!3m6!1s0x8651fde59af95555:0x8989224cbb13e052!8m2!3d32.7581557!4d-97.7970099!16s%2Fg%2F11ghq_y92p!19sChIJVVX5muX9UYYRUuATu0wiiYk,The Platinum Group Real Estate,4.4,36,Real estate agency,"108 E Church St, Weatherford, TX 76086, United States","Q653+75 Weatherford, Texas, USA",http://www.theplatinumgrouptx.com/,+1 817-341-6156,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npyNaC3tt-UDCeaCwbd9orycVG3PPlXFHPJQgAE4--wz3vHt6-NIMY2UA-tLE1gTJtpBTSEDVYJxHHmi0G928d3Xs9s2eaR7okSOhyZIQUYpfh8a12sJX5S51fqxEoMrcv_YVw2=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-09-25T18:05:19.996Z,,,
https://www.google.com/maps/place/OverWatch+Property+Solutions/data=!4m7!3m6!1s0x864e01fef6b49611:0x435a790602e23a39!8m2!3d32.7459695!4d-97.7980929!16s%2Fg%2F11gntf22pj!19sChIJEZa09v4BToYROTriAgZ5WkM,OverWatch Property Solutions,5.0,55,Home inspector,"1200 S Main St Suite 110, Weatherford, TX 76086, United States","P6W2+9Q Weatherford, Texas, USA",http://overwatchpropertysolutionstx.com/,+1 682-262-4687,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H-IjTBKBdvdYFD8yq39ZKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.63126&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,9 am–2 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-09-25T18:05:25.151Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Urbanology+Cottage/data=!4m7!3m6!1s0x8651ffa5f19d0d2b:0x9ed67207097e6ed3!8m2!3d32.7229779!4d-97.5973085!16s%2Fg%2F11sc1pk1b3!19sChIJKw2d8aX_UYYR025-CQdy1p4,Urbanology Cottage,5.0,12,Property management company,,,https://www.urbanologyproperties.com/,+1 580-440-0060,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPKrhYi0SWbvCNILKEUJG4UXML86rFOjyihqvw1=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-09-25T18:05:30.376Z,,,
"https://www.google.com/maps/place/Allied+HOA+Management/@42.4153925,-71.1564729,14z/data=!4m6!3m5!1s0x864e6125d582cc8b:0xb87ec398f6268e8b!8m2!3d32.6007746!4d-97.129746!16s%2Fg%2F11gwml40_j",Allied HOA Management,4.3,137,Property management company,"651 E Debbie Ln Suite 100, Mansfield, TX 76063, United States","JV2C+84 Mansfield, Texas, USA",http://alliedhoamgmt.com/,+1 817-200-7606,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipN_PrjcEsoySK5BKOjqoRnqMIikx6KPrmWIiy8J=w408-h272-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Arlington+Weatherford+TX/@42.4153925,-71.1564729,14z",2025-09-25T18:05:39.783Z,Identifies as women-owned,,
"https://www.google.com/maps/place/TX-POA+Management,+LLC/data=!4m7!3m6!1s0x8651dfdd6e2be6b7:0x4b9df5d34d384102!8m2!3d32.4424928!4d-97.7924658!16s%2Fg%2F11gvxzq7yb!19sChIJt-Yrbt3fUYYRAkE4TdP1nUs","TX-POA Management, LLC",5.0,2,Property management company,"510 W Pearl St, Granbury, TX 76048, United States","C6R5+X2 Granbury, Texas, USA",http://tx-poa.com/,+1 817-579-0056,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-t6jlDVrgacNnmdwBtuasQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.002979&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:02.861Z,,,
https://www.google.com/maps/place/Avalon+Property+Co/data=!4m7!3m6!1s0x8651df7bcf69ea47:0xfc9d5054a74614b9!8m2!3d32.4256719!4d-97.7923028!16s%2Fg%2F1tj3lhfz!19sChIJR-ppz3vfUYYRuRRGp1RQnfw,Avalon Property Co,5.0,2,Property management company,"1715 S Morgan St, Granbury, TX 76048, United States","C6G5+73 Granbury, Texas, USA",http://avalonpropertycompany.com/,+1 817-279-1700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sY_r3S8S4rm24WmRqXGeAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.67892&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:06.121Z,,,
https://www.google.com/maps/place/Parson+Properties/data=!4m7!3m6!1s0x864e20900909abf9:0x5d97a9b60fe84eec!8m2!3d32.4208209!4d-97.774091!16s%2Fg%2F1tzgpmgf!19sChIJ-asJCZAgToYR7E7oD7apl10,Parson Properties,2.8,4,Property management company,"1115 Mallard Way, Granbury, TX 76048, United States","C6CG+89 Granbury, Texas, USA",http://parsoninvestments.com/,+1 817-366-6864,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQr2oszVKLLaSsRYLY6tZGmg05Z373ykGa-hXyH7IMK89v3nbfJWqkt_vUg4iID2eV_Qx6ZlM2YbcWMJapq6t0amQmVNyo5D0_Qxk7zqqhNUVr-saEgioaSrZxZoDjfvFQ3PY=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:09.028Z,,,
https://www.google.com/maps/place/Madison+Park/data=!4m7!3m6!1s0x864e21a8a2ed50af:0x4acf38785ea9a234!8m2!3d32.4399949!4d-97.7314839!16s%2Fg%2F1tv24k70!19sChIJr1DtoqghToYRNKKpXng4z0o,Madison Park,4.5,18,Property management company,"3601 Acton Hwy #6, Granbury, TX 76049, United States","C7Q9+XC Granbury, Texas, USA",http://www.madisonparkrentals.com/,+1 817-910-9331,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npYOTBBwkBMURCjoNRAhDe0t6PQbll2-d9JRM5JNPE8KTdTKQDLoprg54kBuz12prtLSIrxZW7YMp9bGYeULAMVKV2SVXc-iBI19kBJV2LPKta9SmT-6-hbbv8r8jImeS4-isE=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:12.306Z,,,
https://www.google.com/maps/place/Brazos+Valley+Property+Management/data=!4m7!3m6!1s0x8651dffb6824fe65:0xcc961f2e09bfeec8!8m2!3d32.4736741!4d-97.6983544!16s%2Fg%2F11v001lj1w!19sChIJZf4kaPvfUYYRyO6_CS4flsw,Brazos Valley Property Management,3.0,2,Property management company,"5310 East US Hwy 377 suite 100, Granbury, TX 76049, United States","F8F2+FM Granbury, Texas, USA",http://www.brazosvalleypm.com/,,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kcveA9wg3rY6P0JdDheTJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.52952&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,Closed,8 am–5 am,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:17.258Z,,,
https://www.google.com/maps/place/The+Agency+Real+Estate+Group/data=!4m7!3m6!1s0x864e21b0daeefb93:0x7046f313effc741!8m2!3d32.4499016!4d-97.7386784!16s%2Fg%2F11h_fqxsff!19sChIJk_vu2rAhToYRQcf_PjFvBAc,The Agency Real Estate Group,5.0,5,Real estate agency,"2801 East US Hwy 377 Ste 100, Granbury, TX 76049, United States","C7X6+XG Granbury, Texas, USA",http://www.theagencygranbury.com/,+1 817-793-7873,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jiI_B5uP9CCjd5dFYuYTyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.03476&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:22.653Z,,,
"https://www.google.com/maps/place/Winston+Properties,+LLC/data=!4m7!3m6!1s0x8651df877e6a2d3f:0x40b561c425f04ca7!8m2!3d32.4420036!4d-97.7882949!16s%2Fg%2F1trplmc6!19sChIJPy1qfoffUYYRp0zwJcRhtUA","Winston Properties, LLC",4.7,106,Real estate agency,"115 W Pearl St Suite 108, Granbury, TX 76048, United States","C6R6+RM Granbury, Texas, USA",http://www.winstonproperties.net/,+1 817-247-0127,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipMyoHCxh1Z6o690bQOnwnIDg5piRz4Zj6X6YxDa=w408-h304-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:28.206Z,Identifies as women-owned,,
https://www.google.com/maps/place/CENTURY+21+Judge+Fite+Company/data=!4m7!3m6!1s0x8651df87e77ca079:0x61f00926bc4a802a!8m2!3d32.4423231!4d-97.7858827!16s%2Fg%2F1tfcnrw5!19sChIJeaB854ffUYYRKoBKvCYJ8GE,CENTURY 21 Judge Fite Company,4.5,39,Real estate agency,"210 E Pearl St, Granbury, TX 76048, United States","C6R7+WJ Granbury, Texas, USA",https://century21judgefite.com/,+1 817-573-8801,,https://lh3.googleusercontent.com/p/AF1QipPeyKi_lw8u6-M8bIc8C89SqMGTqEnfQN5H8GEr=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:33.871Z,,,
https://www.google.com/maps/place/Western+Hills+Owners+Association/data=!4m7!3m6!1s0x864e2058f59d3b5b:0xcf0eaf31194abf08!8m2!3d32.435763!4d-97.755298!16s%2Fg%2F1tl9mzy4!19sChIJWzud9VggToYRCL9KGTGvDs8,Western Hills Owners Association,3.4,15,Association / Organization,"514 Mountain View Trail, Granbury, TX 76049, United States","C6PV+8V Granbury, Texas, USA",,+1 817-573-5301,Closes soon ⋅ 2 pm ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBEUM1tVtTHbrIhbZyz4uplGfkHMyHAYtFplirdgmemEORSbfzfir_rqvzxvSa0Ee9t582y0BmZOWUTdAAZy2IhLUXQBSyPAjadL0FnJo8UUh8nfGt0zZPfepByRXSvmxq7f5FKQ=w408-h544-k-no,false,10 am–2 pm,Closed,Closed,Closed,Closed,10 am–2 pm,Closed,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:39.268Z,,,
https://www.google.com/maps/place/Skyview+Vacations/data=!4m7!3m6!1s0x8651dfd4ad6dd171:0x1027a3d83f84e99e!8m2!3d32.4419099!4d-97.7902975!16s%2Fg%2F11x052fc3p!19sChIJcdFtrdTfUYYRnumEP9ijJxA,Skyview Vacations,4.8,16,Vacation home rental agency,"307 W Pearl St, Granbury, TX 76048, United States","C6R5+QV Granbury, Texas, USA",https://www.skyviewvacations.com/,+1 214-447-7443,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNNmCTuqP6_tNS4u3VyesRMRFW7rjyyKA2ZdY4T=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:45.074Z,,· Dogs allowed,
https://www.google.com/maps/place/Keller+Williams+Brazos+West/data=!4m7!3m6!1s0x864e21fcad191671:0x705676907dccd419!8m2!3d32.4328837!4d-97.7773555!16s%2Fg%2F11p0010pqm!19sChIJcRYZrfwhToYRGdTMfZB2VnA,Keller Williams Brazos West,4.5,17,Real estate agency,"1099 Waters Edge Dr #100, Granbury, TX 76048, United States","C6MF+53 Granbury, Texas, USA",http://kwbrazoswest.com/,+1 817-279-6996,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMI6W4k_FsL3KVNxRs0ymRjQMuP9XuV5C3LvVOM=w425-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Granbury+Weatherford+TX/@32.4488736,-97.7905758,14z",2025-09-25T18:06:50.368Z,,,
