placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,info
https://www.google.com/maps/place/Gratwick+Melinda+CPA/data=!4m7!3m6!1s0x8628324e282fbd57:0xbdc619c5ba3d3b0b!8m2!3d32.3009005!4d-90.1862333!16s%2Fg%2F1v1kq6v_!19sChIJV70vKE4yKIYRCzs9usUZxr0,Gratwick Melinda CPA,,,Accountant,"188 E Capitol St # 1100, Jackson, MS 39201, United States","8R27+9G Jackson, Mississippi, USA",,+1 601-354-3701,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L4w1Vdz2QYuHzu_kKDAKtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.86522&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:06.496Z,,
"https://www.google.com/maps/place/Carr,+Riggs+%26+Ingram+%28CRI%29/data=!4m7!3m6!1s0x8629d183a25777e5:0x586a7d58c1c26d92!8m2!3d32.4546368!4d-90.1154649!16s%2Fg%2F11gcjqndw_!19sChIJ5XdXooPRKYYRkm3CwVh9alg","Carr, Riggs & Ingram (CRI)",5.0,1,Certified public accountant,"919 US-51, Madison, MS 39110, United States","FV3M+VR Madison, Mississippi, USA",https://watkinsandco.com/locations/madison/,+1 601-936-9288,"Closed ⋅ Opens 8 am Mon

Updated by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qR4EPCLQOJN13euLAaINoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.6862&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:11.718Z,,
https://www.google.com/maps/place/Lewis+Jan+F+CPA/data=!4m7!3m6!1s0x862832529a0c278d:0x6424d4b05dd8428e!8m2!3d32.300561!4d-90.1853069!16s%2Fg%2F1260ssn2f!19sChIJjScMmlIyKIYRjkLYXbDUJGQ,Lewis Jan F CPA,1.0,1,Accountant,"210 E Capitol St # 1100, Jackson, MS 39201, United States","8R27+6V Jackson, Mississippi, USA",,+1 601-948-2924,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OlrK0D1bnZERY0F4YEFLjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.44568&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:16.628Z,,
https://www.google.com/maps/place/C%26C+Financial+Services/data=!4m7!3m6!1s0x862835f620832e1b:0xe19fdbf1dcae73b5!8m2!3d32.2680811!4d-90.2163682!16s%2Fg%2F11j5074ck6!19sChIJGy6DIPY1KIYRtXOu3PHbn-E,C&C Financial Services,5.0,11,Tax preparation service,"137 E McDowell Rd STE 137, Jackson, MS 39204, United States","7Q9M+6F Jackson, Mississippi, USA",,+1 769-251-0377,Closed ⋅ Opens 1 pm,https://lh3.googleusercontent.com/p/AF1QipMoi0xD1z17cvcEssALhp3NKx6e9LXbeQ3OBdyN=w408-h884-k-no,true,1–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:21.589Z,,
https://www.google.com/maps/place/Joshua+Norris+PLLC/data=!4m7!3m6!1s0x862832c2162503f7:0x77f9465cc72ac4e8!8m2!3d32.334692!4d-90.1762901!16s%2Fg%2F11c1vjtrs7!19sChIJ9wMlFsIyKIYR6MQqx1xG-Xc,Joshua Norris PLLC,5.0,5,Certified public accountant,"2906 N State St # 207, Jackson, MS 39216, United States","8RMF+VF Jackson, Mississippi, USA",http://lefleurfinancial.com/,+1 601-956-5600,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPQeAIcgaGndtKSX6iEUPmFbeqgXslWAv3CPJ8u=w628-h240-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:26.541Z,,
"https://www.google.com/maps/place/Collins,+Barr+%26+Hembree,+Ltd/data=!4m7!3m6!1s0x8629d1ddddcc7e63:0x98bb84f4797a2e12!8m2!3d32.463103!4d-90.1065946!16s%2Fg%2F11c3j5d4lg!19sChIJY37M3d3RKYYREi56efSEu5g","Collins, Barr & Hembree, Ltd",5.0,9,Certified public accountant,"7731 Old Canton Rd Ste B, Madison, MS 39110, United States","FV7V+69 Madison, Mississippi, USA",https://www.cbhcpas.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click,+1 601-707-7536,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNb0RWjz7m0BtmsZnt9aXqLtajm9NNgnIeO7me_=w408-h274-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:31.705Z,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x862834769709c103:0x88d5a75542ce937e!8m2!3d32.2945901!4d-90.2285886!16s%2Fg%2F1tdyr4lh!19sChIJA8EJl3Y0KIYRfpPOQlWn1Yg,H&R Block,4.9,91,Tax preparation service,"1335 Bobby Rush Blvd Space 13, Jackson, MS 39204, United States","7QVC+RH Jackson, Mississippi, USA",https://www.hrblock.com/tax-office-near-me/mississippi/jackson/23795/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 601-592-6035,,https://lh3.googleusercontent.com/p/AF1QipNFmIFAdqWmfWSbIfWBk_lAvMPJ72Nw7p_OGH7u=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:34.662Z,,
https://www.google.com/maps/place/Best+Tax/data=!4m7!3m6!1s0x862834769ca5855b:0xb99ab468421eff4e!8m2!3d32.2938492!4d-90.2273609!16s%2Fg%2F11gmx8jpcl!19sChIJW4WlnHY0KIYRTv8eQmi0mrk,Best Tax,4.3,9,Tax preparation service,"1408 Bobby Rush Blvd Suite 4, Jackson, MS 39204, United States","7QVF+G3 Jackson, Mississippi, USA",https://www.facebook.com/BestTaxJacksonMS,+1 601-665-4201,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B9EL5ADdA91zfkLPO-ytDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.81682&pitch=0&thumbfov=100,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:39.540Z,,
https://www.google.com/maps/place/Witcher+CPA+PLLC+-+CPAs+%26+Business+Advisors/data=!4m7!3m6!1s0x86282a0d88842905:0x95dc951eef16508a!8m2!3d32.2851811!4d-90.009054!16s%2Fg%2F1tkvb3pr!19sChIJBSmEiA0qKIYRilAW7x6V3JU,Witcher CPA PLLC - CPAs & Business Advisors,5.0,94,Certified public accountant,"106 Highpointe Ct Suite B, Brandon, MS 39042, United States","7XPR+39 Brandon, Mississippi, USA",http://www.witchercpa.com/,+1 601-824-0652,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMyyjqGZb87wd82CFen_a1bjqL4oskHnPwgYXMl=w408-h254-k-no,true,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:44.487Z,,
https://www.google.com/maps/place/Chris+Parker+CPA/data=!4m7!3m6!1s0x862832abdfec6355:0xbf261cfa062e8bd6!8m2!3d32.3740092!4d-90.1476009!16s%2Fg%2F1vbl7yyg!19sChIJVWPs36syKIYR1osuBvocJr8,Chris Parker CPA,5.0,2,Accountant,"5380 Interstate 55 North Frontage Rd #103, Jackson, MS 39211, United States","9VF2+JX Jackson, Mississippi, USA",http://lpmcpa.com/,+1 601-956-6612,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DYtunWrhS24uYc7V6Rt-SQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.56462&pitch=0&thumbfov=100,true,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:49.388Z,,
https://www.google.com/maps/place/Richards+Sims+%26+Iupe+Pllc+CPA/data=!4m7!3m6!1s0x862832520b7daca9:0x26720824b64c7cf8!8m2!3d32.2993498!4d-90.1834665!16s%2Fg%2F1v9gvv6l!19sChIJqax9C1IyKIYR-HxMtiQIciY,Richards Sims & Iupe Pllc CPA,,,Accountant,"317 E Capitol St Suite 600, Jackson, MS 39201, United States","7RX8+PJ Jackson, Mississippi, USA",,+1 601-974-5100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bGzqC46zVYA4apC8cSlb4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.79527&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:52.065Z,,
https://www.google.com/maps/place/Econotax/data=!4m7!3m6!1s0x862833d69d7729f7:0x7e11af25ad660bdb!8m2!3d32.3120012!4d-90.1768428!16s%2Fg%2F11gy8sx1dm!19sChIJ9yl3ndYzKIYR2wtmrSWvEX4,Econotax,5.0,1,Tax preparation service,"775 E Fortification St, Jackson, MS 39202, United States","8R6F+R7 Jackson, Mississippi, USA",,+1 601-366-5631,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPKgCY8yeOsqec1lr7DSoeA14ceGAs1qQ83C93C=w408-h734-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 am,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:50:57.092Z,true,Identifies as veteran-owned
https://www.google.com/maps/place/Fas+Tax/data=!4m7!3m6!1s0x862833a129e5bb3f:0x39079da2d9557dc7!8m2!3d32.308333!4d-90.2013529!16s%2Fg%2F1thmfr_5!19sChIJP7vlKaEzKIYRx31V2aKdBzk,Fas Tax,1.0,1,Tax preparation service,"1226 W Capitol St, Jackson, MS 39203, United States","8Q5X+8F Jackson, Mississippi, USA",,+1 601-944-0502,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r9LFJUl-AuNRLWWq-kWmvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.764008&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:51:00.005Z,,
https://www.google.com/maps/place/Tann+Brown+%26+Russ+Co+PLLC/data=!4m7!3m6!1s0x86282d5fd0ac7ccd:0x499ad5b77588f813!8m2!3d32.3336193!4d-90.1477501!16s%2Fg%2F1263sr9sc!19sChIJzXys0F8tKIYRE_iIdbfVmkk,Tann Brown & Russ Co PLLC,5.0,1,Accountant,"1501 Lakeland Dr # 300, Jackson, MS 39216, United States","8VM2+CV Jackson, Mississippi, USA",http://tbr.cpa/,+1 601-354-4926,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IN_O0eIkVN_kmXpVfVjyLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.38327&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:51:04.996Z,,
https://www.google.com/maps/place/McClendon+Tax+Services/data=!4m7!3m6!1s0x8628346fa3900001:0x8351d3a8f0df7c60!8m2!3d32.2974554!4d-90.235752!16s%2Fg%2F11fk0bk8ks!19sChIJAQCQo280KIYRYHzf8KjTUYM,McClendon Tax Services,5.0,1,Tax preparation service,"3203 John R. Lynch St, Jackson, MS 39209, United States","7QW7+XM Jackson, Mississippi, USA",,+1 769-251-1420,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gLnES8UGSfAwowLN29846w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.97112&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:51:09.910Z,,
https://www.google.com/maps/place/AccuCom/data=!4m7!3m6!1s0x862833fce0606865:0xca3de51b3250942!8m2!3d32.3328107!4d-90.1422507!16s%2Fg%2F1tctm4jd!19sChIJZWhg4PwzKIYRQgkls1Heoww,AccuCom,4.4,14,Accountant,"1775 Lelia Dr suite c, Jackson, MS 39216, United States","8VM5+43 Jackson, Mississippi, USA",http://www.accucomaccounting.com/,+1 601-371-3432,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T7DdvQZ4a45qJMjPmtSD5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.68494&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:51:14.797Z,,
https://www.google.com/maps/place/Exact+Tax+Services/data=!4m7!3m6!1s0x8628347423dbcd5d:0xe4344dac46a6262!8m2!3d32.2934548!4d-90.2274921!16s%2Fg%2F1tpbcbn3!19sChIJXc3bI3Q0KIYRYmJqxNpEQw4,Exact Tax Services,5.0,1,Tax preparation service,"Southport Mall Shopping Center, 1414 Bobby Rush Blvd, Jackson, MS 39204, United States","7QVF+92 Jackson, Mississippi, USA",,+1 601-944-9804,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RCMtt4KcezPdzFZic7jwIw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.01478&pitch=0&thumbfov=100,false,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:51:19.864Z,,
https://www.google.com/maps/place/Carolyn+Dupree+CPA/data=!4m7!3m6!1s0x862833c63acb4c71:0x186c002c4305c4e4!8m2!3d32.2840133!4d-90.1985209!16s%2Fg%2F1263_sjvz!19sChIJcUzLOsYzKIYR5MQFQywAbBg,Carolyn Dupree CPA,,,Accountant,"931 US-80, Jackson, MS 39204, United States","7RM2+JH Jackson, Mississippi, USA",,+1 769-257-7574,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=111QwmoDzw3l36uy_IoJbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.00708&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:51:22.696Z,,
https://www.google.com/maps/place/Netherland%27s+Accounting+Services:+Goodman+John+Allan+CPA/data=!4m7!3m6!1s0x86282de66c75b693:0x124933a6ee1ddfc1!8m2!3d32.274992!4d-90.134589!16s%2Fg%2F1td25tj0!19sChIJk7Z1bOYtKIYRwd8d7qYzSRI,Netherland's Accounting Services: Goodman John Allan CPA,5.0,2,Accountant,"2202 Old Brandon Rd, Pearl, MS 39208, United States","7VF8+X5 Pearl, Mississippi, USA",,+1 601-939-3252,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7AoE7x4BkvvDmqc24FoyqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.9761&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Madison+Jackson+MS/@32.2981392,-90.18065,14z",2025-10-19T15:51:25.546Z,,
