placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error,info
https://www.google.com/maps/place/Waco+Regional+Airport+%28ACT%29+-+Short+Term+Parking/data=!4m7!3m6!1s0x864f9ad56fe3b963:0xdd9596279b183c87!8m2!3d31.608727!4d-97.2228843!16s%2Fg%2F11f_p335vv!19sChIJY7njb9WaT4YRhzwYmyeWld0,Waco Regional Airport (ACT) - Short Term Parking,4.3,13,Parking lot,"Terminal, Waco, TX 76708, United States","JQ5G+FR Waco, Texas, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vt-LHFirWW0grUMXvYLGrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.07005&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Woodway+Waco+TX/@31.5059998,-97.2050055,14z",2025-10-28T18:55:33.883Z,,,,,,,,,,
https://www.google.com/maps/place/Tow+King+Of+Waco/data=!4m7!3m6!1s0x864f812b091f1c0f:0xbd4a4a1897b3f868!8m2!3d31.4747302!4d-97.1767603!16s%2Fg%2F1pwfbsgx1!19sChIJDxwfCSuBT4YRaPizlxhKSr0,Tow King Of Waco,4.3,375,Towing service,"7271 Bagby Ave, Waco, TX 76712, United States","FRFF+V7 Waco, Texas, USA",https://www.towkingwaco.com/,+1 254-666-5484,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAHsav8FMifVkFRpKVmFnP9vf8cHYLgDGNNm8SFC_DB0WpoflFNi8wojdryp1XMtvbWftN1R0GPxfidVkNod-JCc5ShdV_2-Gd-UbaHwk0XMniB8TeL8utTu9GwIFct3v-yS5FPGJAgleJ=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hewitt+Waco+TX/@31.4623902,-97.1958377,14z",2025-10-28T18:55:47.779Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Walmart+Supercenter/data=!4m7!3m6!1s0x864f80cdc71f5359:0x30a294e22843d954!8m2!3d31.4618377!4d-97.1736068!16s%2Fg%2F11c60g7zpy!19sChIJWVMfx82AT4YRVNlDKOKUojA,Walmart Supercenter,4.2,4166,Department store,"733 Sun Valley Blvd, Hewitt, TX 76643, United States","FR6G+PH Hewitt, Texas, USA",https://www.walmart.com/store/7156-hewitt-tx/?veh=seo_loc,+1 254-340-6614,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMRifbUVujRM_rLMWCvnbH-_C6KObCkUmEpg86vMK-q_19vGFib8BfBVdwGiy8NyGaCTNNDiOJqjeHs4hhYnbRYpvFksv4GvWMFZJmuekRiinhjHCT3OQn5Eu5QVQuPgPC-mO2=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hewitt+Waco+TX/@31.4623902,-97.1958377,14z",2025-10-28T18:55:52.997Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Heart+of+Texas+Apartment+Association/data=!4m7!3m6!1s0x864f848991c1ba5d:0xd0ac79e62272079f!8m2!3d31.4663508!4d-97.1947282!16s%2Fg%2F1tfcz6tx!19sChIJXbrBkYmET4YRnwdyIuZ5rNA,Heart of Texas Apartment Association,3.0,1,Association / Organization,"416 Sapphire Blvd, Hewitt, TX 76643, United States","FR84+G4 Hewitt, Texas, USA",https://htaaonline.com/,+1 254-776-5451,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z9xiqmqq21IAcg26CVOEpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.75046&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hewitt+Waco+TX/@31.4623902,-97.1958377,14z",2025-10-28T18:55:58.208Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,,,
https://www.google.com/maps/place/Waco+%28West%29+Area+Engineer+And+Maintenance+Facility/data=!4m7!3m6!1s0x864f86a2daf2986b:0x88323ec01c3298f8!8m2!3d31.5068954!4d-97.1978788!16s%2Fg%2F12606l_1m!19sChIJa5jy2qKGT4YR-JgyHMA-Mog,Waco (West) Area Engineer And Maintenance Facility,,,Construction company,"7108 Woodway Dr, Waco, TX 76712, United States","GR42+QR Waco, Texas, USA",,+1 254-772-1200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_X5y2Y6WQvZ5fw4W6yY-cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.048073&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Hewitt+Waco+TX/@31.4623902,-97.1958377,14z",2025-10-28T18:56:00.928Z,,,,,,,,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+McGregor+Waco+TX/@31.4440557,-97.4091792,14z",2025-10-28T18:56:09.528Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/Big+Boys%27+Wrecker+Service/data=!4m7!3m6!1s0x864f80481d90dead:0x2c30968524b74233!8m2!3d31.4662361!4d-97.1141815!16s%2Fg%2F1tcwx3_n!19sChIJrd6QHUiAT4YRM0K3JIWWMCw,Big Boys' Wrecker Service,3.8,142,Towing service,"415 S Robinson Dr, Robinson, TX 76706, United States","FV8P+F8 Robinson, Texas, USA",https://bigboyswreckerservice.com/?utm_source=omg-gbp&utm_medium=webclick,+1 254-662-3031,"Open 24 hours

Confirmed by phone call 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPcoBJvIN47GP_k0zUUwdvNzjA2R6gJ23OEtBf2=w518-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Robinson+Waco+TX/@31.4676687,-97.1147225,14z",2025-10-28T18:56:22.950Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,Identifies as women-owned
https://www.google.com/maps/place/Clutch+Time+Recruiting/data=!4m7!3m6!1s0x864f81ba427acb57:0x77e08147cac994cf!8m2!3d31.488818!4d-97.1216016!16s%2Fg%2F11f0kxzsd7!19sChIJV8t6QrqBT4YRz5TJykeB4Hc,Clutch Time Recruiting,,,Employment agency,"635 Robinson Dr ste a, Robinson, TX 76706, United States","FVQH+G9 Robinson, Texas, USA",,+1 800-604-2490,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tlOwskfp8DSFA-njvp135w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.1109&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Robinson+Waco+TX/@31.4676687,-97.1147225,14z",2025-10-28T18:56:27.742Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,
"https://www.google.com/maps/place/WPLS,+Waco+Parking+Lot+Striping/@31.6522133,-97.3079638,14z/data=!4m6!3m5!1s0x864f830066f09f03:0xa101289ceb096fb6!8m2!3d31.5386872!4d-97.1226795!16s%2Fg%2F11lztrs86d","WPLS, Waco Parking Lot Striping",5.0,1,Line marking service,"1724 S 12th St, Waco, TX 76706, United States","GVQG+FW Waco, Texas, USA",https://www.wacoparkinglotstriping.com/,+1 281-667-5453,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nQJd2RSyYyxskMYP8qqxZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.356857&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+China+Spring+Waco+TX/@31.6522133,-97.3079638,14z",2025-10-28T18:56:34.568Z,,,,,,,,,Already found,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lorena+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-28T18:56:43.031Z,,,,,,,,,No new results found,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crawford+Waco+TX/@31.3458508,-97.0068393,14z",2025-10-28T18:56:51.310Z,,,,,,,,,No new results found,
https://www.google.com/maps/place/S%26S+Parking+Lot+Maintenance/data=!4m7!3m6!1s0x864f83af64a11985:0x627b6e23f7b3c959!8m2!3d31.5358492!4d-97.1532663!16s%2Fg%2F11w48_lt34!19sChIJhRmhZK-DT4YRWcmz9yNue2I,S&S Parking Lot Maintenance,,,Line marking service,"2910 Franklin Ave, Waco, TX 76710, United States","GRPW+8M Waco, Texas, USA",https://sandsparkinglotmaintenance.com/,+1 254-922-0548,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPL4ThwbX3G5_D5tGp8oujnEYTS0NcDsGH9xYWO=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mart+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-28T18:57:04.862Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x864e77e8bab5054d:0xdb581f8aa1f42c9d!8m2!3d32.7890545!4d-97.3457142!16s%2Fg%2F11vx7ks8js!19sChIJTQW1uuh3ToYRnSz0oYofWNs,parkingmgt.com,4.0,1,Parking lot,"301 E Exchange Ave, Fort Worth, TX 76164, United States","QMQ3+JP Fort Worth, Texas, USA",https://parkingmgt.com/fort-worth-parking-management-services/,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwy6rxFFQ3_KyCYkutBqI9g2I_ltRICHfr_1vDrt4xWtIQYKCSvuNlB2_iOsQvneh4JbmZWbXbocFmQ6OL2Nc-4nFhMOky-o7abMVPcjyOiP-krzV-fQV1ejYtvfoeB-FkUSlUY=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mart+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-28T18:57:09.814Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x865c5f6daf6ecde9:0xed276dc00616376f!8m2!3d29.4289036!4d-98.487848!16s%2Fg%2F11y49qzrx0!19sChIJ6c1ur21fXIYRbzcWBsBtJ-0,parkingmgt.com,3.0,2,Parking lot,"403 E Pecan St, San Antonio, TX 78205, United States","CGH6+HV San Antonio, Texas, USA",https://parkingmgt.com/sme-lot/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bddylpYsZ-MO8LdFXNLzuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.780708&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mart+Waco+TX/@31.5575916,-97.1289922,14z",2025-10-28T18:57:14.832Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Metro+by+T-Mobile/data=!4m7!3m6!1s0x864f842aaeeccf07:0x9b308a519f26fe10!8m2!3d31.523669!4d-97.1379781!16s%2Fg%2F11b7qcy7jr!19sChIJB8_sriqET4YREP4mn1GKMJs,Metro by T-Mobile,4.6,127,Cell phone store,"1821 S Valley Mills Dr #130, Waco, TX 76711, United States","GVF6+FR Waco, Texas, USA",https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-waco-tx-10216006/?utm_source=google&utm_medium=lastmile&utm_campaign=37805,+1 254-732-3023,"Open ⋅ Closes 8 pm

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeCch5ZwRxQKyW_foi5mqVwZe6vpyQasm3FBTQa6r6wNC88nLLgBa38pghb7W9hUkI3NY4oJ6j_xw0MY_cXW11Cl-JolDXn2_bkV-0VdJUogKF1kPN_1mezvcUiHF7zcy7qhs0Aw=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Valley+Mills+Waco+TX/@31.5261132,-97.1488202,14z",2025-10-28T18:57:28.580Z,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,11 am–6 pm,9 am–8 pm,"Wireless provider supplying phones, tablets & accessories, plus cell phone & device data plans. · In-store shopping",,
"https://www.google.com/maps/place/WPLS,+Waco+Parking+Lot+Striping/@31.3169281,-97.2431361,14z/data=!4m6!3m5!1s0x864f830066f09f03:0xa101289ceb096fb6!8m2!3d31.5386872!4d-97.1226795!16s%2Fg%2F11lztrs86d","WPLS, Waco Parking Lot Striping",5.0,1,Line marking service,"1724 S 12th St, Waco, TX 76706, United States","GVQG+FW Waco, Texas, USA",https://www.wacoparkinglotstriping.com/,+1 281-667-5453,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nQJd2RSyYyxskMYP8qqxZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.356857&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bruceville-Eddy+Waco+TX/@31.3169281,-97.2431361,14z",2025-10-28T18:57:35.379Z,,,,,,,,,Already found,
https://www.google.com/maps/place/Ross+Dress+for+Less/data=!4m7!3m6!1s0x864f816a7286a50b:0xfc51d5a8686e3617!8m2!3d31.4978416!4d-97.1558566!16s%2Fg%2F1tmz7bp0!19sChIJC6WGcmqBT4YRFzZuaKjVUfw,Ross Dress for Less,4.2,1094,Clothing store,"2604 W Loop 340, Waco, TX 76711, United States","FRXV+4M Waco, Texas, USA",https://www.rossstores.com/,+1 254-662-2940,"Open ⋅ Closes 10:30 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQS6wGhtEYwcuX35H38ETSBDrBmCxeaICBq6iFyD31qluo6Hqr00eCVork5G_OYrF-g3OBn79jJFL71xzdgWRvsddI4TsR25ySMAVexzso-iFZi4OOrhpOx3uVJ2IHGnJh4QuhLA=w408-h305-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ross+Waco+TX/@31.4978416,-97.1558566,14z",2025-10-28T18:57:49.031Z,9:30 am–10:30 pm,9:30 am–10:30 pm,9:30 am–10:30 pm,9 am–11:30 pm,9 am–11:30 pm,9 am–10:30 pm,9:30 am–10:30 pm,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices. · In-store shopping",,
"https://www.google.com/maps/place/WPLS,+Waco+Parking+Lot+Striping/@31.6583728,-96.9714803,14z/data=!4m6!3m5!1s0x864f830066f09f03:0xa101289ceb096fb6!8m2!3d31.5386872!4d-97.1226795!16s%2Fg%2F11lztrs86d","WPLS, Waco Parking Lot Striping",5.0,1,Line marking service,"1724 S 12th St, Waco, TX 76706, United States","GVQG+FW Waco, Texas, USA",https://www.wacoparkinglotstriping.com/,+1 281-667-5453,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nQJd2RSyYyxskMYP8qqxZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.356857&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Axtell+Waco+TX/@31.6583728,-96.9714803,14z",2025-10-28T18:57:55.799Z,,,,,,,,,Already found,
"https://www.google.com/maps/place/Long+Term/@31.6077301,-97.222629,17z/data=!3m1!4b1!4m6!3m5!1s0x864f9ad55b9090bd:0x20b90f9774c1c577!8m2!3d31.6077301!4d-97.222629!16s%2Fg%2F11gd685z7c",Long Term,4.0,5,Parking lot,"7909 Karl May Dr, Waco, TX 76708, United States","JQ5G+3W Waco, Texas, USA",,,,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Mount+Calm+Waco+TX/@31.7562739,-96.8791613,14z",2025-10-28T18:58:09.228Z,,,,,,,,,,
