placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error
https://www.google.com/maps/place/Integrated+Mental+Health/data=!4m7!3m6!1s0x87694ba0d7c00001:0x4e5cfcc8733ced40!8m2!3d40.5511181!4d-105.0819544!16s%2Fg%2F11f63xqsk3!19sChIJAQDA16BLaYcRQO08c8j8XE4,Integrated Mental Health,,,Mental health service,"2627 Redwing Rd STE 220, Fort Collins, CO 80526, United States","HW29+C6 Fort Collins, Colorado, USA",https://www.integratedmentalhealth.org/,+1 307-631-2922,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jJujM8SoM-j3KVyO577kag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=309.39465&pitch=0&thumbfov=100,false,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:22:42.202Z,
https://www.google.com/maps/place/Alliance+Mental+Health/data=!4m7!3m6!1s0x87694b067bc18785:0x6953404f9219c2ef!8m2!3d40.5519851!4d-105.0597576!16s%2Fg%2F11jznxhm77!19sChIJhYfBewZLaYcR78IZkk9AU2k,Alliance Mental Health,4.3,6,Mental health service,"2601 S Lemay Ave UNIT 3, Fort Collins, CO 80525, United States","HW2R+Q3 Fort Collins, Colorado, USA",http://alliancementalhealth.net/,+1 303-928-1051,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMGyd7IkvpApIzqk5C0g9nYQX64gaOjAVpmN2Sd=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:22:47.057Z,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Fort+Collins/data=!4m7!3m6!1s0x87694bb187b59053:0x594005a212c0841d!8m2!3d40.5372294!4d-105.071577!16s%2Fg%2F11q4k3w371!19sChIJU5C1h7FLaYcRHYTAEqIFQFk,LifeStance Therapists & Psychiatrists Fort Collins,4.8,28,Mental health clinic,"375 E Horsetooth Rd #3-101, Fort Collins, CO 80525, United States","GWPH+V9 Fort Collins, Colorado, USA",https://lifestance.com/location/fort-collins-co-375-e-horsetooth/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 970-805-0416,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMd0KnX2PjO8pO5Zss3G3q6J8eLsCullx2ENOjE=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:22:52.064Z,
https://www.google.com/maps/place/Specialty+Counseling+%26+Consulting+-+Fort+Collins/data=!4m7!3m6!1s0x87694d58d25d1bc7:0x637faf728d6c118d!8m2!3d40.5532334!4d-105.0671944!16s%2Fg%2F11ghp55759!19sChIJxxtd0lhNaYcRjRFsjXKvf2M,Specialty Counseling & Consulting - Fort Collins,4.9,48,Mental health service,"2550 Stover St Building C, Fort Collins, CO 80525, United States","HW3M+74 Fort Collins, Colorado, USA",http://www.specialtycounseling.com/,+1 970-942-3031,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMVgoTVYsSuO2oh1Zcj7RecJSfVnK_RTsrOUzl8=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:22:57.039Z,
https://www.google.com/maps/place/Juniper+Ridge+Psychiatry/data=!4m7!3m6!1s0x87694bed71493db7:0xd694d121c800b4e0!8m2!3d40.5706805!4d-105.0955331!16s%2Fg%2F11x7z2h2r8!19sChIJtz1Jce1LaYcR4LQAyCHRlNY,Juniper Ridge Psychiatry,,,Mental health service,"1302 S Shields St Unit A1-2, Fort Collins, CO 80521, United States","HWC3+7Q Fort Collins, Colorado, USA",https://juniperridgepsychiatry.com/,+1 970-316-7797,Open · Closes 4 am,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MuWiLNpthSF51M1lQl1q2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.7997&pitch=0&thumbfov=100,true,8 am–4 am,7 am–3 am,8 am–4 am,7 am–3 am,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:01.611Z,
https://www.google.com/maps/place/Owens+%26+Porter+PLLC/data=!4m7!3m6!1s0x87694ba0c569fdcd:0x9fcdc9c60e69e534!8m2!3d40.5510809!4d-105.081223!16s%2Fg%2F11nyff_ggm!19sChIJzf1pxaBLaYcRNOVpDsbJzZ8,Owens & Porter PLLC,4.4,22,Mental health service,"2625 Redwing Rd Suite 110, Fort Collins, CO 80526, United States","HW29+CG Fort Collins, Colorado, USA",http://owensporter.com/,+1 970-289-0385,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fVMrNleo3wqGMxtZ8VtkZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.739497&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–4 pm,8 am–9 pm,8 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:06.757Z,
https://www.google.com/maps/place/Kaleidoscope+Wellness/data=!4m7!3m6!1s0x87694b94a9d4f671:0x6712371d18d8228e!8m2!3d40.5639634!4d-105.0574051!16s%2Fg%2F11w94stwfd!19sChIJcfbUqZRLaYcRjiLYGB03Emc,Kaleidoscope Wellness,5.0,1,Psychiatrist,"1136 E Stuart St building 4 suite 101, Fort Collins, CO 80525, United States","HW7V+H2 Fort Collins, Colorado, USA",https://www.kaleidoscopewellnessltd.com/,+1 970-670-0913,Closed · Opens 10 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMIP32B8nG2qGtsDF7E0KC7lknWOgyQ7k5R4dly=w408-h408-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:11.536Z,
https://www.google.com/maps/place/Willow+Tree+Wellness+Dr.+Kathleen+Voelsing/data=!4m7!3m6!1s0x87694b4a4be3ca37:0x8476cc1f6707cfe8!8m2!3d40.5505527!4d-105.0364447!16s%2Fg%2F11gxnw2p3n!19sChIJN8rjS0pLaYcR6M8HZx_MdoQ,Willow Tree Wellness Dr. Kathleen Voelsing,4.3,11,Psychiatrist,"2726 Illinois Dr UNIT 203, Fort Collins, CO 80525, United States","HX27+6C Fort Collins, Colorado, USA",http://willowtreewellnesscolorado.com/,+1 970-302-3434,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q4Z6Ibrp8vq_1UhuZMbIlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.90129&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:14.320Z,
https://www.google.com/maps/place/UC+Health+Outpatient+Behavioral+Health+Clinic/data=!4m7!3m6!1s0x87694b00360c6677:0x713dac0bd2d8e74a!8m2!3d40.5720253!4d-105.0584547!16s%2Fg%2F11xzrk_7_c!19sChIJd2YMNgBLaYcRSufY0gusPXE,UC Health Outpatient Behavioral Health Clinic,,,Mental health service,"1107 S Lemay Ave suite 100, Fort Collins, CO 80524, United States","HWCR+RJ Fort Collins, Colorado, USA",https://www.uchealth.org/services/behavioral-health/,+1 970-207-4857,"Closed · Opens 7 am Tue

Updated by others 10 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tzK4qDSHd7UF5CWwcab0vQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.29605&pitch=0&thumbfov=100,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:19.008Z,
https://www.google.com/maps/place/LIV+Health/data=!4m7!3m6!1s0x87694bc2538d4b81:0x63cac7955cd71605!8m2!3d40.5744124!4d-105.0530666!16s%2Fg%2F11xdxbmxvl!19sChIJgUuNU8JLaYcRBRbXXJXHymM,LIV Health,4.7,30,Mental health clinic,"1301 Riverside Ave, Fort Collins, CO 80524, United States","HWFW+QQ Fort Collins, Colorado, USA",https://livhealth.org/,+1 970-888-4070,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNHx8Zf87ubVNMZF8oJbZi0hOh0XuvRMdhbAwpo=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:23.845Z,
https://www.google.com/maps/place/Practical+Psychological+Services/data=!4m7!3m6!1s0x87694b7f3b1150bb:0x18d89f3ac77967e2!8m2!3d40.5707746!4d-105.095522!16s%2Fg%2F11n5mxz76s!19sChIJu1ARO39LaYcR4md5xzqf2Bg,Practical Psychological Services,5.0,15,Psychotherapist,"1302 S Shields St A2-1, Fort Collins, CO 80521, United States","HWC3+8Q Fort Collins, Colorado, USA",http://practicalpsychservices.com/,+1 970-408-0552,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPw0gXKaocQB_m-72BTblW4d8-kFkF7Jw73Xg=w686-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:29.035Z,
https://www.google.com/maps/place/LifeStance+Therapists+%26+Psychiatrists+Fort+Collins/data=!4m7!3m6!1s0x87694dd7ee266479:0x1bd392d11f40fe9d!8m2!3d40.5201466!4d-105.0655702!16s%2Fg%2F11rbdwmfq7!19sChIJeWQm7tdNaYcRnf5AH9GS0xs,LifeStance Therapists & Psychiatrists Fort Collins,4.7,290,Mental health clinic,"4803 Boardwalk Dr Suite 120, Fort Collins, CO 80525, United States","GWCM+3Q Fort Collins, Colorado, USA",https://lifestance.com/location/fort-collins-co-4803-boardwalk-dr/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1 970-387-6883,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOvvRlIVXgx_PjrVQjVJyPA_7pHtfSmXawU5yF5=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:33.972Z,
https://www.google.com/maps/place/Northern+Colorado+Assessment+Center/data=!4m7!3m6!1s0x87694db7f9a7e057:0x304971197dbf0f14!8m2!3d40.5519979!4d-105.0826394!16s%2Fg%2F11h7tf9h3m!19sChIJV-Cn-bdNaYcRFA-_fRlxSTA,Northern Colorado Assessment Center,5.0,11,Psychologist,"363 W Drake Rd, Fort Collins, CO 80526, United States","HW28+QW Fort Collins, Colorado, USA",https://nocoassessmentcenter.com/,+1 970-465-2977,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOWvCV4koQAeextCvVyOWY0gOcKzS69IC7pkpci=w408-h271-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:38.836Z,
https://www.google.com/maps/place/Overcomers+Counseling/data=!4m7!3m6!1s0x87694bd156ae2143:0x9e7f9ac0aedb250!8m2!3d40.5811953!4d-105.0838058!16s%2Fg%2F11y94sl82z!19sChIJQyGuVtFLaYcRULLtCqz55wk,Overcomers Counseling,5.0,15,Counselor,"425 W Mulberry St #108, Fort Collins, CO 80521, United States","HWJ8+FF Fort Collins, Colorado, USA",https://www.overcomewithus.com/co/fort-collins/fc-offices/80521-therapy-office,+1 970-698-8778,Closed · Opens 8 am Tue,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMN5T9SBForB3e_09D0hoTXVe4VyT-DG6pblDp1=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:43.696Z,
https://www.google.com/maps/place/Cornerstone+Mental+Healthcare/data=!4m7!3m6!1s0x87694ba0c569fdcd:0xb2435ff357db9ab6!8m2!3d40.5510809!4d-105.081223!16s%2Fg%2F11srkrmybg!19sChIJzf1pxaBLaYcRtprbV_NfQ7I,Cornerstone Mental Healthcare,,,Mental health clinic,"2625 Redwing Rd, Fort Collins, CO 80526, United States","HW29+CG Fort Collins, Colorado, USA",https://www.cornerstonementalhealthcare.com/contact,+1 513-450-6135,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fVMrNleo3wqGMxtZ8VtkZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.739497&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:46.347Z,
https://www.google.com/maps/place/Porch+Light+Health/data=!4m7!3m6!1s0x87694ae12a65c5dd:0x451b2409dea3dba6!8m2!3d40.5748662!4d-105.0567849!16s%2Fg%2F11b67hl0zk!19sChIJ3cVlKuFKaYcRptuj3gkkG0U,Porch Light Health,4.3,27,Addiction treatment center,"1120 E Elizabeth St Building G, Ste 2, Fort Collins, CO 80524, United States","HWFV+W7 Fort Collins, Colorado, USA",https://porchlighthealth.com/suboxone-clinics/fort-collins-colorado/,+1 970-489-7014,Closed · Opens 8:30 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOsNazPFvXIGswpqczL9ncSX1Dx2E_bQRKfSF2u=w408-h544-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:51.340Z,
https://www.google.com/maps/place/UCHealth+Mountain+Crest+Behavioral+Health+Center+-+Fort+Collins/data=!4m7!3m6!1s0x876eb34dba079df7:0x44db10e2b3111ee!8m2!3d40.5220128!4d-105.0284598!16s%2Fg%2F11b6sj_n9d!19sChIJ950Huk2zbocR7hExKw6xTQQ,UCHealth Mountain Crest Behavioral Health Center - Fort Collins,3.6,164,Mental health clinic,"4601 Corbett Dr, Fort Collins, CO 80528, United States","GXCC+RJ Fort Collins, Colorado, USA",https://www.uchealth.org/locations/uchealth-mountain-crest-behavioral-health-center/,+1 970-207-4800,Open 24 hours,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wum6Q4QQgCi9KwrbdIt5iA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.36334&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:23:56.338Z,
