placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,error
"https://www.google.com/maps/place/DAP+Power+Systems/@38.2797535,-122.290445,12z/data=!3m1!4b1!4m6!3m5!1s0x808507c8176b1f19:0x4a2fa2f886b44e9c!8m2!3d38.2797535!4d-122.290445!16s%2Fg%2F11hfz4n2gy",DAP Power Systems,,,Electrician,,,,+1 707-304-4309,Open 24 hours,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:22.383Z,,,
https://www.google.com/maps/place/Bell+Products/data=!4m7!3m6!1s0x8085066efce83f23:0x7409d2bb53984a08!8m2!3d38.3178184!4d-122.3046521!16s%2Fg%2F1v2f0r5g!19sChIJIz_o_G4GhYARCEqYU7vSCXQ,Bell Products,4.7,57,HVAC contractor,"3210 California Blvd, Napa, CA 94558, United States","8M9W+44 Napa, California, USA",https://bellproducts.com/,+1 707-255-1811,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlKqcqeKOQWpddfSesogvrY7ItHWAkOX-LmAfWdZ3PM7f0eC2j8jt-jeasd2vm1QIbPVWW0sj_S3aqVPmABfO5blgWpsZMHUhUQkfqIK6R5rQ8HQwEXNAlVIug-YvnwUEetgA=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:26.803Z,,,
https://www.google.com/maps/place/Platt+Electric+Supply/data=!4m7!3m6!1s0x808506e3a8228123:0xf6390195f138fc37!8m2!3d38.3123785!4d-122.3072527!16s%2Fg%2F1yg6ngs3c!19sChIJI4EiqOMGhYARN_w48ZUBOfY,Platt Electric Supply,4.3,16,Electrical supply store,"2009 Morlan Dr, Napa, CA 94558, United States","8M6V+X3 Napa, California, USA",https://www.platt.com/platt-electric-supply/CA/Napa/StoreLocationDetail.aspx?id=130&utm_source=local-listings&utm_medium=organic&utm_content=GMB,+1 707-257-1872,"Closed · Opens 6 am Mon

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOHs9ENP7rYO7vCP0Fsp-lre_zYO_FhuljyZTXy=w444-h240-k-no,true,Closed,Closed,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:31.212Z,"Electrical supply chain with a wide range of products including generators, lighting, tools & fuses. · In-store shopping · In-store pick-up · Delivery",,
https://www.google.com/maps/place/CED+Napa/data=!4m7!3m6!1s0x808506e0afbf57d1:0x91800bcc911a0a09!8m2!3d38.3196683!4d-122.3058826!16s%2Fg%2F1wf38v5z!19sChIJ0Ve_r-AGhYARCQoakcwLgJE,CED Napa,4.7,15,Electrical supply store,"1784 Industrial Way, Napa, CA 94558, United States","8M9V+VJ Napa, California, USA",https://cednapa.portalced.com/,+1 707-255-9550,Closed · Opens 6:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjibaRIgMd5mwhmRun0Y4ZBkeH4UR6_Eg3ni1BL8KmYrPkl4y7IpQRcyuLQwqhKyGvraORt2Nr5zFEgYSQbu8Tt4lu_G6J2OdDgBbQEItWYjZFWd68a28tHQGEA7LGeZhKf_uQ-w=w408-h544-k-no,true,Closed,Closed,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:35.684Z,· In-store shopping · In-store pick-up · Delivery,LGBTQ+ friendly,
https://www.google.com/maps/place/Four+Star+Electric/data=!4m7!3m6!1s0x808505fb42d777af:0xc6d9daad956964a3!8m2!3d38.285888!4d-122.2589684!16s%2Fg%2F1tfvt525!19sChIJr3fXQvsFhYARo2Rpla3a2cY,Four Star Electric,5.0,2,Electrician,"1342 Linden St, Napa, CA 94559, United States","7PPR+9C Napa, California, USA",,+1 707-224-9561,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-aPoeGUUFCehGdF1lN3mA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.8297914&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:38.186Z,,,
https://www.google.com/maps/place/Outdoor+Supply+Hardware/data=!4m7!3m6!1s0x808507113ba10725:0x93407076f066b9fc!8m2!3d38.3232277!4d-122.3096001!16s%2Fg%2F11fn73_h7q!19sChIJJQehOxEHhYAR_Llm8HZwQJM,Outdoor Supply Hardware,4.4,305,Hardware store,"3980 Bel Aire Plaza, Napa, CA 94558, United States","8MFR+75 Napa, California, USA",http://www.outdoorsupplyhardware.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB&utm_content=Napa,+1 707-690-0366,"Open · Closes 7 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3GFFkLI_uPp-OUQQ-s0VlBzr2WeuYBPNGgETURR4uzYdSbUZtsYj51NH1gl7dnFRnuVoUs77Shc4aBZ5ZUpTKHjrVzXZ7ojIj69FsqkUI7R1_4kXo-OxLeXdB_0npMlRfsNTY=w408-h306-k-no,true,7 am–7 pm,8 am–6 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:42.829Z,"Retail chain stocking hardware, home-improvement & gardening supplies in a warehouse setting. · In-store shopping · In-store pick-up",,
https://www.google.com/maps/place/Napa+Mobile+RV+Repair/data=!4m7!3m6!1s0x8085074fec949dc1:0xf0fd750586e02589!8m2!3d38.3167487!4d-122.2984474!16s%2Fg%2F11l387996_!19sChIJwZ2U7E8HhYARiSXghgV1_fA,Napa Mobile RV Repair,5.0,34,RV repair shop,"3055 Jefferson St STE 2, Napa, CA 94558, United States","8P82+MJ Napa, California, USA",https://calirvrepair.com/napa-valley/,+1 707-356-9623,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOgLnvxoBIRq4S7aohVKIlyeMtWfWCKnFdWzCDG=w408-h272-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:47.207Z,,,
https://www.google.com/maps/place/CK+Electrical+Inc./data=!4m7!3m6!1s0x808506e730155555:0xfc18fb21e6454d0b!8m2!3d38.3182615!4d-122.3036258!16s%2Fg%2F11ghr0yhg4!19sChIJVVUVMOcGhYARC01F5iH7GPw,CK Electrical Inc.,5.0,4,Contractor,"1755 Industrial Way Suite 10, Napa, CA 94558, United States","8M9W+8G Napa, California, USA",https://ckelectricalinc.com/,+1 707-227-5683,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1T7yJSXzzvWsfY2ylgdINQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.70328&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:49.551Z,,,
https://www.google.com/maps/place/Oakville+Pump+Service+Inc/data=!4m7!3m6!1s0x8084544a5040eb15:0x3efecb14578b498!8m2!3d38.2933793!4d-122.3002127!16s%2Fg%2F1vr1wvx8!19sChIJFetAUEpUhIARmLR4RbHs7wM,Oakville Pump Service Inc,4.8,5,Water pump supplier,"2310 Laurel St # 1, Napa, CA 94559, United States","7MVX+9W Napa, California, USA",https://oakvillepump.com/,+1 707-944-2471,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPSickHQYXvM6jkbLIbdKpaJtU9kYHp6GqEPSlw=w408-h306-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:53.898Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Fifth+Sun+Electric/data=!4m7!3m6!1s0x808507ae1564fdef:0x121e3cf0f6f39e26!8m2!3d38.4298198!4d-122.4208311!16s%2Fg%2F11lh61k9tx!19sChIJ7_1kFa4HhYARJp7z9vA8HhI,Fifth Sun Electric,5.0,1,Electrician,,,http://fifthsunelectric.com/,+1 707-804-6655,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipP53RYXHCShykTnKOjv1GHa4hDp1UzGuFKH7H6J=w408-h544-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:31:58.063Z,,,
https://www.google.com/maps/place/Josh+Begin/data=!4m7!3m6!1s0x80850716943cd3f1:0x5f1e2b1da13b0a25!8m2!3d38.3227809!4d-122.317928!16s%2Fg%2F11v4hzqlzp!19sChIJ8dM8lBYHhYARJQo7oR0rHl8,Josh Begin,,,Electrician,"Dover St, Napa, CA 94558, United States","8MFJ+4R Napa, California, USA",https://www.begintobuild.com/,+1 707-690-2541,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LLn_l7Ls5H7gNkF4JPIc4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.18152&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:32:02.527Z,,,
https://www.google.com/maps/place/Zeller%27s+Ace+Hardware/data=!4m7!3m6!1s0x808506680c25a061:0xfbaec9d5051a3b70!8m2!3d38.2968172!4d-122.287164!16s%2Fg%2F1td13hcq!19sChIJYaAlDGgGhYARcDsaBdXJrvs,Zeller's Ace Hardware,4.7,202,Hardware store,"819 Randolph St, Napa, CA 94559, United States","7PW7+P4 Napa, California, USA",http://www.acehardware.com/store-details/08310?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=08310,+1 707-224-0204,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHljzGFmYQhPSBl0gE4B30oXzyovGF0WdALjMwpX7L9cm97A1NRTq9NJoXiIHxvu56Ks0yMeNYD_fjUtQcqjuRYzauF8Qe0XFBD2NZBw8ut6dd1STa5dEEd8PMzb438ethlLI=w408-h307-k-no,true,7:30 am–5 pm,8 am–5 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:32:07.015Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up · Delivery",,
https://www.google.com/maps/place/OneSource+Distributors/data=!4m7!3m6!1s0x808508b6883610d5:0x2fb255f9b65b3e82!8m2!3d38.2570432!4d-122.2722121!16s%2Fg%2F1tc_r772!19sChIJ1RA2iLYIhYARgj5btvlVsi8,OneSource Distributors,4.9,12,Electrical supply store,"830 Latour Ct suite d, Napa, CA 94558, United States","7P4H+R4 Napa, California, USA",https://www.1sourcedist.com/about/location/napasales,+1 707-251-0900,Closed · Opens 6:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMXsEeVd6HTLVvLkRwPaYFDM2FNJ_binYrvtbhO=w426-h240-k-no,true,Closed,Closed,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:32:11.379Z,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/Good+Guy+Services+%28Heating+%26+Cooling%29/data=!4m7!3m6!1s0x60005d0b3c8bba4d:0x20f6af93087a3d7c!8m2!3d38.3040671!4d-122.2755691!16s%2Fg%2F11x2xq8w5t!19sChIJTbqLPAtdAGARfD16CJOv9iA,Good Guy Services (Heating & Cooling),5.0,6,HVAC contractor,"108 1st St, Napa, CA 94559, United States","8P3F+JQ Napa, California, USA",https://www.goodguyservices.com/,+1 707-709-5445,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7qoSerdF8BqLk8QvQtxN6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.4191&pitch=0&thumbfov=100,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:32:15.848Z,,,
https://www.google.com/maps/place/Advantage+RV+Center+Inc/data=!4m7!3m6!1s0x808500d2c14a6a53:0x4aa29363acfa1e3a!8m2!3d38.3352492!4d-122.3204303!16s%2Fg%2F1thz1wyj!19sChIJU2pKwdIAhYAROh76rGOToko,Advantage RV Center Inc,4.8,51,RV repair shop,"4122 Byway E, Napa, CA 94558, United States","8MPH+3R Napa, California, USA",,+1 707-252-8188,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwCYGKEYCjc8MBq7Cjaa07n5QXzyy8eRtKEYlV26cqa9w7s3CoqarY0J0SVVKE3ztbYkIZAEL2OswM5m41VRlsdD4THeI8IFTXVDqewriTJLUN4H-z1rmXeiYjiFYqh97z50p-5Ow=w408-h306-k-no,false,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:32:20.187Z,,,
"https://www.google.com/maps/place/Spartan+Electric,+Inc.+and+Spartan+Energy/data=!4m7!3m6!1s0x8085040fe9359723:0x6651bc65145e43d!8m2!3d38.3233943!4d-122.3018681!16s%2Fg%2F1tjy1qm4!19sChIJI5c16Q8EhYARPeRFUcYbZQY","Spartan Electric, Inc. and Spartan Energy",,,Electrician,"1370 Trancas St #414, Napa, CA 94558, United States","8MFX+97 Napa, California, USA",,+1 707-226-9330,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNUcU3URsZIfJcueB86SXKtfZnS8iD7fjKwuEPz=w506-h240-k-no,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:32:24.447Z,,,
https://www.google.com/maps/place/Connolly+Ranch+Education+Center/data=!4m7!3m6!1s0x8085070f9d4a2a07:0xf6c3c2ea24337aa9!8m2!3d38.3025578!4d-122.3236362!16s%2Fg%2F1tdcm5k2!19sChIJBypKnQ8HhYARqXozJOrCw_Y,Connolly Ranch Education Center,4.5,93,Education center,"3141 Browns Valley Rd, Napa, CA 94558, United States","8M3G+2G Napa, California, USA",https://www.connollyranch.org/,+1 707-224-1894,,https://lh3.googleusercontent.com/p/AF1QipO7pplzbIRU0n0PLlx_Xr35-uyDqfkRT6RC-dqH=w408-h306-k-no,true,Closed,9 am–1 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-01-10T23:32:28.979Z,,LGBTQ+ friendly,
