placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,error
https://www.google.com/maps/place/Restored+Safety+%26+Security/data=!4m7!3m6!1s0x8815e5eed2c0cc01:0x3d1dc13f2d882c72!8m2!3d41.0792416!4d-85.1393419!16s%2Fg%2F11h00pcx6q!19sChIJAczA0u7lFYgRciyILT_BHT0,Restored Safety & Security,,,Consultant,"Fort Wayne, IN 46802, United States","3VH6+M7 Fort Wayne, Indiana, USA",http://www.restoredsafety.com/,+1 260-602-3831,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HaBga4iNXQ9P2c0P8_dKHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.81581&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+West+Central+Neighborhood+Fort+Wayne+IN/@41.074006,-85.1507661,14z",2025-10-28T18:55:46.448Z,,,,,,,,
https://www.google.com/maps/place/P.A.M.+Transportation/data=!4m7!3m6!1s0x8815e940915b475d:0x4c9d58d1c7c23d8d!8m2!3d40.990092!4d-85.191101!16s%2Fg%2F11jp0ghyvk!19sChIJXUdbkUDpFYgRjT3Cx9FYnUw,P.A.M. Transportation,3.4,20,Trucking company,"4204 W Ferguson Rd, Fort Wayne, IN 46809, United States","XRR5+2H Fort Wayne, Indiana, USA",http://pamtransport.com/,+1 260-740-3517,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVA34zsI-cFfFpoQaybam3NbHbYMcRUYrPyNcTV8OsNkz223EVM_P7wrzUGnHDgAsAuZg12lWHIAcJblHRnJssMwLl0WaJGe_NSjZg4VrRZDsuDgqAgVqXrZ9qo3qnp0KByxC5xAjYHtWB=w408-h307-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Georgetown+Fort+Wayne+IN/@41.1005321,-85.0557671,14z",2025-10-28T18:55:58.518Z,,,,,,,,
https://www.google.com/maps/place/Superior+Parking+Management+Solutions/data=!4m7!3m6!1s0x88605f98d0ca3b07:0x5774d9a8418e3876!8m2!3d35.0637303!4d-85.3083608!16s%2Fg%2F11v_4z_72m!19sChIJBzvK0JhfYIgRdjiOQajZdFc,Superior Parking Management Solutions,3.5,19,Valet parking service,"134 N Market St unit 4435, Chattanooga, TN 37405, United States","3M7R+FM Chattanooga, Tennessee, USA",https://www.parkingsuperior.com/,+1 423-405-0899,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMAwJVdyNRaP6BdEkuqJtu7Y0fH1hKYATO1fFzq=w408-h366-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Southwood+Park+Fort+Wayne+IN/@41.0420717,-85.1492328,14z",2025-10-28T18:56:12.375Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8644b58ece9e6077:0x8e60b66890778f30!8m2!3d30.2694284!4d-97.7484133!16s%2Fg%2F11pv26cb5m!19sChIJd2Cezo61RIYRMI93kGi2YI4,Parking Management Company,2.4,28,Public parking space,"583 W 6th St, Austin, TX 78701, United States","7792+QJ Austin, Texas, USA",https://parkingmgt.com/,+1 512-916-1111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=szGWlB621P6Vqh6160Zb_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.91039&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Southwood+Park+Fort+Wayne+IN/@41.0420717,-85.1492328,14z",2025-10-28T18:56:17.419Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
https://www.google.com/maps/place/SVN+%7C+Parke+Group/data=!4m7!3m6!1s0x8815e48d1e2f4059:0x65f2dc3dab7e1172!8m2!3d41.0793761!4d-85.1398079!16s%2Fg%2F1v2yzgmv!19sChIJWUAvHo3kFYgRchF-qz3c8mU,SVN | Parke Group,2.7,7,Commercial real estate agency,"110 W Berry St #2100, Fort Wayne, IN 46802, United States","3VH6+Q3 Fort Wayne, Indiana, USA",https://www.svnparkegroup.com/,+1 260-489-8500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOh1lSYSB5Est3aIvBZQcfToWfiDFhXmVRue9w=w648-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Southwood+Park+Fort+Wayne+IN/@41.0420717,-85.1492328,14z",2025-10-28T18:56:22.886Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Southwood+Park+Fort+Wayne+IN/@41.0420717,-85.1492328,14z",2025-10-28T18:56:25.760Z,,,,,,,,
"https://www.google.com/maps/place/Fort+Wayne+Parking+Enforcement/@41.0442494,-85.2929384,14z/data=!4m6!3m5!1s0x8815e48d01400355:0x990288a290964797!8m2!3d41.0788783!4d-85.1371594!16s%2Fg%2F1td7crlr",Fort Wayne Parking Enforcement,2.4,12,City government office,"200 E Berry St, Fort Wayne, IN 46802, United States","3VH7+H4 Fort Wayne, Indiana, USA",http://www.cityoffortwayne.org/,+1 260-427-1208,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6WkO6DugHLnrRzp3uSlX9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.1416&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Aboite+Township+Fort+Wayne+IN/@41.0442494,-85.2929384,14z",2025-10-28T18:56:34.737Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,Already found
https://www.google.com/maps/place/Parkview/data=!4m7!3m6!1s0x8815e3000cebb321:0xf7e01ec21e61294c!8m2!3d41.0981042!4d-85.127596!16s%2Fg%2F11vskrgmdn!19sChIJIbPrDADjFYgRTClhHsIe4Pc,Parkview,,,Parking lot,"909 E State Blvd, Fort Wayne, IN 46805, United States","3VXC+6X Fort Wayne, Indiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jGFJAbWUeQYMOW--U5S9vw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.61304&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeside+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-28T18:56:46.711Z,,,,,,,,
"https://www.google.com/maps/place/Fort+Wayne+Parking+Enforcement/@41.0996777,-85.1156203,14z/data=!4m6!3m5!1s0x8815e48d01400355:0x990288a290964797!8m2!3d41.0788783!4d-85.1371594!16s%2Fg%2F1td7crlr",Fort Wayne Parking Enforcement,2.4,12,City government office,"200 E Berry St, Fort Wayne, IN 46802, United States","3VH7+H4 Fort Wayne, Indiana, USA",http://www.cityoffortwayne.org/,+1 260-427-1208,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6WkO6DugHLnrRzp3uSlX9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.1416&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+North+Anthony+Corridor+Fort+Wayne+IN/@41.0996777,-85.1156203,14z",2025-10-28T18:56:55.658Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,Already found
https://www.google.com/maps/place/Fort+Wayne+TinCaps+Diamond+Lot/data=!4m7!3m6!1s0x8815e50d4949ead9:0x86d877d9f664f355!8m2!3d41.0734895!4d-85.1421299!16s%2Fg%2F11nx4plrq6!19sChIJ2epJSQ3lFYgRVfNk9tl32IY,Fort Wayne TinCaps Diamond Lot,5.0,1,Parking lot,"1413 McClellan St, Fort Wayne, IN 46802, United States","3VF5+94 Fort Wayne, Indiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fg2VXawZ9smF7vhltAiCtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.44266&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Covington+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2025-10-28T18:57:07.881Z,,,,,,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Waynedale+Fort+Wayne+IN/@41.0224904,-85.1765172,14z",2025-10-28T18:57:17.403Z,,,,,,,,No new results found
https://www.google.com/maps/place/Elite+Parking+Management/data=!4m7!3m6!1s0x47360f0803443f65:0x9898c553a2fedf04!8m2!3d28.481232!4d-81.3427941!16s%2Fg%2F11xfs7v17s!19sChIJZT9EAwgPNkcRBN_-olPFmJg,Elite Parking Management,4.0,4,Transportation service,,,https://www.eliteparkingmgmt.com/,+1 407-382-2973,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMLybA_Yyu1f58Y0ioTztBFeGFsHSVM5iIBqs9W=w408-h368-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Arlington+Park+Fort+Wayne+IN/@41.1264696,-85.0363372,14z",2025-10-28T18:57:31.184Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,
