placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,isBlackOwned,monday,tuesday,wednesday,thursday,friday,saturday,sunday,attributes
https://www.google.com/maps/place/Green+Health+Docs/data=!4m7!3m6!1s0x889c1718b93fa577:0xf12bf9299444fc2b!8m2!3d30.3805503!4d-89.0828742!16s%2Fg%2F11tf559w5n!19sChIJd6U_uRgXnIgRK_xElCn5K_E,Green Health Docs,4.9,729,Medical certificate service,"1706 Pass Rd, Gulfport, MS 39501, United States","9WJ8+6V Gulfport, Mississippi, USA",https://greenhealthdocs.com/mississippi-medical-marijuana-card/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-[gulfport],+1 240-356-1000,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweocIJJf7xXxcLJVwDkeyJRonRs7XAkVSVvIYYl-GHIjFJV1Sjo1WKdU92PcFW8usdRzLnXYWtjdM53wOlBy5jOihRCVeKM5cKPvNGHjRTb_OsJdLe7OzVCDO-o0XrOzXSEwM5d4UA=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:13.593Z,,,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,
"https://www.google.com/maps/place/Dr.+Delphine+Shannon,+MD/data=!4m7!3m6!1s0x889c3f0052b1f19b:0x825931dc772c3c34!8m2!3d30.470053!4d-89.100192!16s%2Fg%2F11v06x4h41!19sChIJm_GxUgA_nIgRNDwsd9wxWYI","Dr. Delphine Shannon, MD",5.0,93,Medical spa,"15429 Oneal Rd, Gulfport, MS 39503, United States","FVCX+2W Gulfport, Mississippi, USA",https://www.drshannonwellness.com/delphine-shannon-md/,+1 228-831-1785,"Open · Closes 7 pm

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNGXU4tILRxI-v8LskD-TnaqjUzxc5P0DonPlhj=w408-h408-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:18.970Z,LGBTQ+ friendly,true,9 am–7 pm,9 am–4 pm,7:30 am–3 pm,Closed,9 am–4 pm,8 am–2 pm,Closed,
https://www.google.com/maps/place/MedCentris+Wound+Healing+Institute+Gulfport/data=!4m7!3m6!1s0x889c3da372855e77:0x7dad2ffa2b05af40!8m2!3d30.3674945!4d-89.1133422!16s%2Fg%2F11h6v1xmtc!19sChIJd16FcqM9nIgRQK8FK_ovrX0,MedCentris Wound Healing Institute Gulfport,5.0,27,Medical clinic,"1302 44th Ave, Gulfport, MS 39501, United States","9V8P+XM Gulfport, Mississippi, USA",http://www.medcentris.com/,+1 228-687-8235,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMA-KGp-uXYW4pJffQv_JT5FCeSjqMMlM3YDYWP=w477-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:24.569Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
"https://www.google.com/maps/place/Adam+J.+Heidingsfelder,+DC/data=!4m7!3m6!1s0x889c17ecd44bebc7:0x426fe6f7597c346c!8m2!3d30.3523346!4d-89.1539855!16s%2Fg%2F11ghrd82gj!19sChIJx-tL1OwXnIgRbDR8Wffmb0I","Adam J. Heidingsfelder, DC",5.0,11,Chiropractor,"19009 Pineville Rd, Long Beach, MS 39560, United States","9R2W+WC Long Beach, Mississippi, USA",http://www.healinghandsms.com/,+1 228-864-9200,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep5zgsdsfIBEXOQ45J0_UVMXIvSAukRrUenSMgMS_dT1a0gpo_afDugM3vXonkWo4eXnpsl5FtoOJEE1Y9gQRaQCLCggqohur8XB7OyxgZuG0kyoYoke8k7pV3Epg8bNGFXh9Hc=w436-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:29.896Z,,,9 am–6 pm,12–6 pm,9 am–6 pm,9 am–2 pm,9 am–6 pm,Closed,Closed,
https://www.google.com/maps/place/Goulet+Chiropractic+Clinic/data=!4m7!3m6!1s0x889c17d700899ae9:0x42440f304bcde9f7!8m2!3d30.3777059!4d-89.091906!16s%2Fg%2F1tdqpfgl!19sChIJ6ZqJANcXnIgR9-nNSzAPREI,Goulet Chiropractic Clinic,5.0,17,Chiropractor,"2227 24th Ave, Gulfport, MS 39501, United States","9WH5+36 Gulfport, Mississippi, USA",http://gouletfamilychiropractic.com/,+1 228-864-2373,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UlXIuIabk9jgZJNBH-C-uw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.06578&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:35.081Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,
https://www.google.com/maps/place/CORE+CHIROSPORT+PLLC/data=!4m7!3m6!1s0x889c171d90c90ab7:0x908b10b0c640d04e!8m2!3d30.3851251!4d-89.0435282!16s%2Fg%2F1q5gs3rdj!19sChIJtwrJkB0XnIgRTtBAxrAQi5A,CORE CHIROSPORT PLLC,5.0,2,Chiropractor,"370 Courthouse Rd #101, Gulfport, MS 39507, United States","9XP4+3H Gulfport, Mississippi, USA",,+1 228-241-1000,Closes soon · 12 pm · Reopens 2 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4B9VRy5Av6plHGBMKw6FEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.951065&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:40.444Z,,,"8 am–12 pm, 2–5 pm","8 am–12 pm, 2–5 pm","8 am–12 pm, 2–5 pm","8 am–12 pm, 2–5 pm",8 am–12 pm,Closed,Closed,
"https://www.google.com/maps/place/Sage+Health+Gulfport,+MS+Primary+Care+Centers/data=!4m7!3m6!1s0x889c17d9ef4f34c5:0x10a5f47454d97c75!8m2!3d30.3912504!4d-89.0471986!16s%2Fg%2F11v022pd2z!19sChIJxTRP79kXnIgRdXzZVHT0pRA","Sage Health Gulfport, MS Primary Care Centers",4.6,7,Medical clinic,"117 Hardy Court Shopping Ctr Rd, Gulfport, MS 39507, United States","9XR3+G4 Gulfport, Mississippi, USA",https://sage.health/markets/gulfport-ms/gulfport/?utm_source=google_business&utm_medium=gb&utm_campaign=google_business,+1 228-678-2459,"Open · Closes 5 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNsPXvCOVLWlsjBQoNUIbay6wRb3fc5njxSSZUn=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:45.751Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/Murphy+Chiropractic+%7C+Gulfport/data=!4m7!3m6!1s0x889c17ab83c41bc1:0x4580cd8bb3240a23!8m2!3d30.3828865!4d-89.0928141!16s%2Fg%2F11j04_nd_1!19sChIJwRvEg6sXnIgRIwoks4vNgEU,Murphy Chiropractic | Gulfport,5.0,331,Chiropractor,"2700 25th Ave, Gulfport, MS 39501, United States","9WM4+5V Gulfport, Mississippi, USA",http://www.murphychiroms.com/,+1 228-678-7788,Closed · Opens 2 pm,https://lh3.googleusercontent.com/p/AF1QipM5_Mjn5YBJh48zGzepZhA1pXTypCbNPlztNOdt=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:50.856Z,,,"8–11 am, 2–5:15 pm",2–5:15 pm,"8–11 am, 2–5:15 pm","8–11 am, 2–5:15 pm",8–11 am,Closed,Closed,
https://www.google.com/maps/place/Therapeutic+massage+by+Laureli/data=!4m7!3m6!1s0x889c3b5e431ce391:0xfab78d3622bde641!8m2!3d30.3564418!4d-89.1440015!16s%2Fg%2F1hhwh1hjz!19sChIJkeMcQ147nIgRQea9IjaNt_o,Therapeutic massage by Laureli,5.0,18,Massage therapist,"402 E Old Pass Rd, Long Beach, MS 39560, United States","9V44+H9 Long Beach, Mississippi, USA",http://massagebylaureli.com/,+1 228-243-4200,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMTnMmhPnUIBk0L5rqPDEhOOBNUJbfSvDtS363R=w426-h240-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:02:56.560Z,LGBTQ+ friendly,,9 am–5 pm,9 am–12 pm,9 am–5 pm,Closed,9 am–5 pm,10 am–3 pm,Closed,
"https://www.google.com/maps/place/Lifestylze+wellness,+weightloss+and+Aesthetics/data=!4m7!3m6!1s0x889c1715eafb1265:0xda0042957ed3f9a8!8m2!3d30.390757!4d-89.0569504!16s%2Fg%2F11wqzqr_hn!19sChIJZRL76hUXnIgRqPnTfpVCANo","Lifestylze wellness, weightloss and Aesthetics",5.0,16,Weight loss service,"400 Pass Rd unit b, Gulfport, MS 39507, United States","9WRV+86 Gulfport, Mississippi, USA",https://www.lifestylzeclinic.com/,+1 228-300-3634,"Open · Closes 4:30 pm

Updated by this business 4 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VbfvBvE04o71EL7UD27tAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.6317&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:02.346Z,,,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–2 pm,8:30 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/Healing+Hands+Chiropractic/data=!4m7!3m6!1s0x889c17df273b00f7:0xa865891c5fd3cb54!8m2!3d30.35232!4d-89.1539735!16s%2Fg%2F11b61nn4c8!19sChIJ9wA7J98XnIgRVMvTXxyJZag,Healing Hands Chiropractic,4.9,71,Chiropractor,"19009 Pineville Rd, Long Beach, MS 39560, United States","9R2W+WC Long Beach, Mississippi, USA",https://www.healinghandsms.com/,+1 228-864-9200,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNzBkIcpA4QeOOk0kueWUTPF-yRhg1wQnMH9pvC=w408-h246-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:08.289Z,,,9 am–6 pm,12–6 pm,9 am–6 pm,9 am–2 pm,9 am–6 pm,Closed,Closed,
"https://www.google.com/maps/place/Jeremy+M.+Goulet,+DC/data=!4m7!3m6!1s0x889c17d700899ae9:0x76c2a1a0bdb5f808!8m2!3d30.3777242!4d-89.0918538!16s%2Fg%2F1tfjrh3y!19sChIJ6ZqJANcXnIgRCPi1vaChwnY","Jeremy M. Goulet, DC",5.0,7,Chiropractor,"2227 24th Ave, Gulfport, MS 39501, United States","9WH5+37 Gulfport, Mississippi, USA",http://www.gouletfamilychiropractic.com/,+1 228-864-2373,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sTPauKaJwoHanYNUrdEMHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.34497&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:14.029Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,
https://www.google.com/maps/place/Killari+Home+JUST/data=!4m7!3m6!1s0x889c178c61bb0bfd:0x1cf6e07ac6e86d1d!8m2!3d30.3854473!4d-89.0541797!16s%2Fg%2F11yy33wch9!19sChIJ_Qu7YYwXnIgRHW3oxnrg9hw,Killari Home JUST,5.0,3,Aromatherapy service,"211 29th St, Gulfport, MS 39507, United States","9WPW+58 Gulfport, Mississippi, USA",,+1 228-346-6347,"Open · Closes 3 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOrCN3JVHG8DEBSAVaHdq3fSAkt-VTI2ND6IOms=w408-h544-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:19.849Z,,,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–9 pm,
https://www.google.com/maps/place/Center+For+Health+Management/data=!4m7!3m6!1s0x889c3d65d0beedd3:0xf75ea2af57d4ffb7!8m2!3d30.3697461!4d-89.1020293!16s%2Fg%2F1tf_p2b0!19sChIJ0-2-0GU9nIgRt__UV6-iXvc,Center For Health Management,5.0,5,Medical clinic,"3300 15th St, Gulfport, MS 39501, United States","9V9X+V5 Gulfport, Mississippi, USA",,+1 228-864-9669,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w-Bzk9hdO0nwKepP45Kg9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.97556&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:22.706Z,,,,,,,,,,
https://www.google.com/maps/place/Miller-Whitmer+Family+Chiropractic+and+Wellness+Center/data=!4m7!3m6!1s0x889c3b42ef34824b:0xfc440f06e03c5bc1!8m2!3d30.3496899!4d-89.1505304!16s%2Fg%2F1tjdgzz3!19sChIJS4I070I7nIgRwVs84AYPRPw,Miller-Whitmer Family Chiropractic and Wellness Center,5.0,451,Chiropractor,"125 Jeff Davis Ave, Long Beach, MS 39560, United States","8RXX+VQ Long Beach, Mississippi, USA",http://www.millerwhitmerfamilychiropractic.com/,+1 228-868-8885,Open · Closes 1 pm · Reopens 2 pm,https://lh3.googleusercontent.com/p/AF1QipM_W_Hyox5rxFrxisWlWAK2p8awITZ9tQngoem4=w408-h272-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:27.833Z,,,"9 am–1 pm, 2–5:30 pm","9 am–1 pm, 2–5:30 pm","9 am–1 pm, 2–5:30 pm","9 am–1 pm, 2–5:30 pm","9 am–1 pm, 2–5:30 pm",Closed,Closed,
"https://www.google.com/maps/place/Amanda+Walley+Massage+%26+Yoga,+LLC/data=!4m7!3m6!1s0x8df73b9af59725d3:0x3fedf971a28b5b1c!8m2!3d30.3520211!4d-89.160727!16s%2Fg%2F11sk2_24fv!19sChIJ0yWX9Zo7940RHFuLonH57T8","Amanda Walley Massage & Yoga, LLC",5.0,12,Reiki therapist,,,https://www.amandawalley.com/,,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNzZRCS7VcSq6nlciiZjmQB-FQEdLJi8FFV5nfm=w408-h532-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:32.748Z,,,8 am–5 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,
https://www.google.com/maps/place/Preventive+CareMD/data=!4m7!3m6!1s0x889c17949367901b:0xb1b22b2268ac14d4!8m2!3d30.4101686!4d-89.028303!16s%2Fg%2F11xlh_wsdf!19sChIJG5Bnk5QXnIgR1BSsaCIrsrE,Preventive CareMD,5.0,2,Medical clinic,"8927 Lorraine Rd Ste 101, Gulfport, MS 39503, United States","CX6C+3M Gulfport, Mississippi, USA",https://preventivecaremd.com/,+1 228-207-7929,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p4V5jMYAXLc-9Jkziz1vqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.62201&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:37.684Z,,,8 am–5 pm,Closed,Closed,8 am–5 pm,Closed,Closed,Closed,
https://www.google.com/maps/place/The+Sanctuary/data=!4m7!3m6!1s0x889c171ef9a9d5cd:0xa8262dc31bcf5eb7!8m2!3d30.3985502!4d-89.02879!16s%2Fg%2F11rsbkwlxc!19sChIJzdWp-R4XnIgRt17PG8MtJqg,The Sanctuary,5.0,16,Wellness center,"1224 E Pass Rd, Gulfport, MS 39507, United States","9XXC+CF Gulfport, Mississippi, USA",https://www.thesanctuaryofgulfport.com/,+1 228-596-0526,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOy2bYWBHfh_BliavVwWU1wPVzFDaZTDeLOiUE=w408-h305-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:42.922Z,,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,
https://www.google.com/maps/place/Inception+Telehealth+%26+Wellness/data=!4m7!3m6!1s0x889c11dc7c12ea07:0x312f039ba72218ce!8m2!3d30.400619!4d-89.0098144!16s%2Fg%2F11v3pf80w2!19sChIJB-oSfNwRnIgRzhgip5sDLzE,Inception Telehealth & Wellness,5.0,28,Men's health physician,"2093 E Pass Rd Suite B, Gulfport, MS 39507, United States","CX2R+63 Gulfport, Mississippi, USA",https://inceptiontelehealth.com/,+1 866-603-2760,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMM6J5jSIKRT1MELnD62WE-Y1ieHGSkkYq5z9lj=w408-h408-k-no,true,"https://www.google.com/maps/search/functional+medicine+in+Gulfport+MS/@30.3713601,-89.1266372,14z",2026-02-23T17:03:48.099Z,,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,
