placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error
"https://www.google.com/maps/place/Dr.+Maurice+R.+Roulhac,+MD/data=!4m7!3m6!1s0x89ab14a1f9c8b3cf:0x5aaa02cfdbb1ca6d!8m2!3d35.0375559!4d-78.9341835!16s%2Fg%2F1tgdpf2z!19sChIJz7PI-aEUq4kRbcqx288Cqlo","Dr. Maurice R. Roulhac, MD",3.2,13,Vascular surgeon,"1251 Oliver St, Fayetteville, NC 28304, United States","23Q8+28 Fayetteville, North Carolina, USA",https://weence.com/medical/doctors/fayetteville-1/dr-maurice-r-roulhac-md/,+1 910-822-6587,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=juq_TsV9wJWiJ8UU7RVAow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.78155&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T21:59:49.260Z,,,
"https://www.google.com/maps/place/Cape+Fear+Cardiology+Associates,+PA/data=!4m7!3m6!1s0x89ab14987f372749:0xef42b08ce314c879!8m2!3d35.0370435!4d-78.9376847!16s%2Fg%2F1wn_6zl9!19sChIJSSc3f5gUq4kRecgU44ywQu8","Cape Fear Cardiology Associates, PA",4.9,1680,Cardiologist,"3634 Cape Center Dr, Fayetteville, NC 28304, United States","23P6+RW Fayetteville, North Carolina, USA",http://www.capefearcardiology.com/,+1 910-485-6470,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzWAUjPcip9T947IoqHaRtPCxgfF4hEbVWlVymyHKX1K1lPm2A3sJ_Au5zKz5H6yoObUjyky2fK-MoDN3eBpJvYvJKHTUpgZuK_cm5MLVTToC8dNt48rbaKhxBrJK9036fvmiuO9kkVJsEK=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T21:59:54.096Z,,,
https://www.google.com/maps/place/Cape+Fear+Valley+Cardiovascular+%26+Thoracic+Surgery/data=!4m7!3m6!1s0x89ab1343881f36c9:0x23215ded3e5aeee!8m2!3d35.0406016!4d-78.9138688!16s%2Fg%2F11bv3v_sx2!19sChIJyTYfiEMTq4kR7q7l094VMgI,Cape Fear Valley Cardiovascular & Thoracic Surgery,5.0,44,Medical clinic,"2153 Valleygate Dr STE 101, Fayetteville, NC 28314, United States","23RP+6F Fayetteville, North Carolina, USA",https://www.capefearvalley.com/locations/cape-fear-valley-cardiovascular-thoracic-surgery,+1 910-672-0350,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g9PSZ5L59WiQdwU8v45jJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.92569&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3:30 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T21:59:59.158Z,,,
https://www.google.com/maps/place/Allure+Aesthetics+%26+Medical+Spa/data=!4m7!3m6!1s0x89ab152a22cb995f:0x2eaacac34f84428a!8m2!3d35.0358357!4d-78.9350797!16s%2Fg%2F11gltt9bs4!19sChIJX5nLIioVq4kRikKET8PKqi4,Allure Aesthetics & Medical Spa,4.9,517,Medical spa,"530 Sandhurst Dr suite b, Fayetteville, NC 28304, United States","23P7+8X Fayetteville, North Carolina, USA",https://www.allureaestheticsnc.com/,+1 910-758-8756,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPWS9grUAdjVns92tDCmOtBS9IXKSlGSO2z-Nk=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:04.201Z,,,
https://www.google.com/maps/place/Hope+Medical+Clinic+P.A./data=!4m7!3m6!1s0x89ab15cd7fbbe7f1:0xa8374d7b2d370cfb!8m2!3d35.0362035!4d-78.9351443!16s%2Fg%2F11nntnfgq2!19sChIJ8ee7f80Vq4kR-ww3LXtNN6g,Hope Medical Clinic P.A.,5.0,15,Medical clinic,"3609 Cape Center Dr, Fayetteville, NC 28304, United States","23P7+FW Fayetteville, North Carolina, USA",https://www.hopemednc.com/,+1 910-500-0909,Closed · Opens 7:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TKs6J5CjhbQJMl_H3k1heg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=201.89127&pitch=0&thumbfov=100,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–12 pm,Closed,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:09.183Z,,,
"https://www.google.com/maps/place/Vascular+Institute+of+the+Pines:+Leah+Hershman,+D.O./data=!4m7!3m6!1s0x8854b3c2eb8a6573:0xd286e3be2771d47a!8m2!3d35.2100035!4d-79.4534667!16s%2Fg%2F11sy_dj07_!19sChIJc2WK68KzVIgRetRxJ77jhtI","Vascular Institute of the Pines: Leah Hershman, D.O.",5.0,199,Vascular surgeon,"6 Regional Dr Suite C, Pinehurst, NC 28374, United States","6G6W+2J Pinehurst, North Carolina, USA",https://www.vascularinstituteofthepines.com/,+1 910-338-3381,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOfP22v3SuHPifcyBRz-njpKK8Q8RBTOc_iKI-g=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:14.161Z,,,
https://www.google.com/maps/place/Center+for+Vein+Restoration+%7C+Dr.+Tricia+Croake/data=!4m7!3m6!1s0x8854b30fc7a9c76b:0x3f6ab8e77b4af26e!8m2!3d35.1772532!4d-79.4353896!16s%2Fg%2F11lrzc9trz!19sChIJa8epxw-zVIgRbvJKe-e4aj8,Center for Vein Restoration | Dr. Tricia Croake,5.0,125,Vascular surgeon,"165 Turnberry Way, Pinehurst, NC 28374, United States","5HG7+WR Pinehurst, North Carolina, USA",https://www.centerforvein.com/our-clinics/locations/pinehurst-north-carolina,+1 336-860-6530,Closes soon · 6 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipNFoI12ZSItMid63mztL7E0pdwHuBSyKIvXsuhJ=w408-h271-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:19.158Z,,,
https://www.google.com/maps/place/Dr.+Celia+M.+Mendes+-+Medical+Spa+%26+Gynecology/data=!4m7!3m6!1s0x89ab14a2ea88e0b9:0x8adad8d1e200a63!8m2!3d35.0387384!4d-78.9386832!16s%2Fg%2F1tdxrb24!19sChIJueCI6qIUq4kRYwogHo2trQg,Dr. Celia M. Mendes - Medical Spa & Gynecology,4.6,332,Medical spa,"1357 Walter Reed Rd STE 201, Fayetteville, NC 28304, United States","23Q6+FG Fayetteville, North Carolina, USA",https://drceliamendes.com/,+1 910-486-6400,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9JD9AbdUejTFVyQQDCPIEmHD8LeUW_SA1mMD-vX2AfNFJd63xWaAouLlPRNc8Wqa9ZYG6vIAUXnFR0qRY9elrSkatUsIV6oeh0ismQV4dANvPlxUpg8iKIG9m8XeUzlcptlmmkg=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:24.193Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Carolina+Vein+Institute/data=!4m7!3m6!1s0x89ac92cdb01f9651:0x26da2cf247dd5e6e!8m2!3d35.74219!4d-78.870095!16s%2Fg%2F11g9g21mg0!19sChIJUZYfsM2SrIkRbl7dR_Is2iY,Carolina Vein Institute,4.9,66,Medical clinic,"1031 W Williams St #105a, Apex, NC 27502, United States","P4RH+VX Apex, North Carolina, USA",https://www.myveindr.com/?utm_source=gmb_auth,+1 984-229-9637,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNMmQwSSu5mBgiqTWoqPdSWAg92zzvyiGBq3U3K=w426-h240-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:29.047Z,,,
https://www.google.com/maps/place/Cape+Fear+Valley+Medical+Center/data=!4m7!3m6!1s0x89ab149e5ddd6beb:0x2def9139f833e7!8m2!3d35.0317554!4d-78.9335337!16s%2Fm%2F04g3jt0!19sChIJ62vdXZ4Uq4kR5zP4OZHvLQA,Cape Fear Valley Medical Center,2.8,2148,Medical Center,"1638 Owen Dr, Fayetteville, NC 28304, United States","23J8+PH Fayetteville, North Carolina, USA",https://www.capefearvalley.com/locations/cape-fear-valley-medical-center,+1 910-615-4000,,https://lh3.googleusercontent.com/p/AF1QipPVQKtZWHHuAacFpnmGdGFNKZu5QbVFCHsb770K=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:33.969Z,,,
https://www.google.com/maps/place/Cape+Fear+Valley+Diagnostic+Center/data=!4m7!3m6!1s0x89ab149ed5d46c91:0x6cc4ebcd8dc412e2!8m2!3d35.03396!4d-78.934146!16s%2Fg%2F1tgyxl02!19sChIJkWzU1Z4Uq4kR4hLEjc3rxGw,Cape Fear Valley Diagnostic Center,4.5,239,Medical diagnostic imaging center,"524 Beaumont Rd, Fayetteville, NC 28304, United States","23M8+H8 Fayetteville, North Carolina, USA",https://www.capefearvalley.com/locations/cape-fear-valley-diagnostic-center,+1 910-615-4845,Closes soon · 6 pm · Opens 6 am Wed,https://lh3.googleusercontent.com/p/AF1QipNOgRssFFYCWta1mE0qIy8rCX9w6fiKG8c2k9TX=w426-h240-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–4 pm,Closed,Closed,6 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:39.010Z,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Cary/data=!4m7!3m6!1s0x89acf5e13d312527:0xebfdb8148337cb8!8m2!3d35.7026573!4d-78.7932694!16s%2Fg%2F11j0bxzsww!19sChIJJyUxPeH1rIkRuHwzSIHbvw4,USA Vein Clinics - Cary,4.4,57,Medical clinic,"3420 Ten-Ten Rd #300, Cary, NC 27518, United States","P634+3M Cary, North Carolina, USA",https://www.usaveinclinics.com/company/locations/north-carolina/office/cary/,+1 919-925-3722,,https://lh3.googleusercontent.com/p/AF1QipNgnLkbC0oF5t5NsHK53lK7ubLYJg4XGTZTow-E=w408-h265-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-12-16T22:00:43.892Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Spring+Lake+Fayetteville+NC/@35.1740101,-79.0062789,14z",2025-12-16T22:00:52.939Z,,,No new results found
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Rockfish+Fayetteville+NC/@34.9926644,-79.0661418,14z",2025-12-16T22:01:01.126Z,,,No new results found
https://www.google.com/maps/place/SelectIV+Hydration/data=!4m7!3m6!1s0x89ab1309f5ee1147:0x57619b1870eb1f60!8m2!3d35.053543!4d-78.8798846!16s%2Fg%2F11s9wpf2y3!19sChIJRxHu9QkTq4kRYB_rcBibYVc,SelectIV Hydration,5.0,16,Wellness center,"212 Hay St, Fayetteville, NC 28301, United States","343C+C2 Fayetteville, North Carolina, USA",http://selectivhydration.com/,+1 910-339-1750,Closed · Opens 10 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQ6tZRMydxRfAvFZzw7IwF1nCnvMWjKLXdJe1U16BbBzvuyq7h2FDA56gJx5q0HnDW9D-5cxDCbqf2lB0_QfTVSHv3mGiasJ046r4dMvvFVGTumR_K15k0342wmD8RFI5LvGB-=w426-h240-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Vander+Street+Fayetteville+NC/@35.0409199,-78.8434142,14z",2025-12-16T22:01:13.993Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Carvers+Creek+Fayetteville+NC/@35.1640031,-78.88354888,14z",2025-12-16T22:01:21.931Z,,,No new results found
"https://www.google.com/maps/place/Pinehurst+Surgical+Clinic+-+Raeford/@35.0205507,-79.1500077,17z/data=!3m1!4b1!4m6!3m5!1s0x89ab30dc0fa7a281:0x2727eb0c3f8a4b22!8m2!3d35.0205507!4d-79.1500077!16s%2Fg%2F1thq64hb",Pinehurst Surgical Clinic - Raeford,2.9,12,Surgical center,"6322 Fayetteville Rd, Raeford, NC 28376, United States","2RCX+6X Raeford, North Carolina, USA",https://pinehurstsurgical.com/our-locations/hoke-county/?utm_source=gmb&utm_medium=organic&utm_campaign=raeford,+1 910-878-6730,Closed · Opens 8 am Wed,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Raeford+Fayetteville+NC/@34.9809995,-79.2241997,14z",2025-12-16T22:01:37.215Z,,,
https://www.google.com/maps/place/Cape+Fear+Valley+Health+Pavilion+Hoke-Hoke+Imaging/data=!4m7!3m6!1s0x89ab3ed5816c984b:0xbf2fa33d6c1877a!8m2!3d35.0298733!4d-79.1072821!16s%2Fg%2F124ynsbhv!19sChIJS5hsgdU-q4kReofB1jP68gs,Cape Fear Valley Health Pavilion Hoke-Hoke Imaging,2.8,185,Family practice physician,"300 Medical Pavilion Dr #210, Raeford, NC 28376, United States","2VHV+W3 Raeford, North Carolina, USA",https://www.capefearvalley.com/locations/hoke-imaging,+1 910-904-8025,,https://lh3.googleusercontent.com/p/AF1QipOGkAMJLNpKFUwiTZP1dm2fI85Fs6psmIm9ub1H=w408-h285-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Raeford+Fayetteville+NC/@34.9809995,-79.2241997,14z",2025-12-16T22:01:42.321Z,,,
https://www.google.com/maps/place/Cape+Fear+Valley+Hoke+Hospital/data=!4m7!3m6!1s0x89ab3ed5761c2de5:0x1b393ce50f536cf2!8m2!3d35.0298766!4d-79.1072909!16s%2Fg%2F11b7q8j7mj!19sChIJ5S0cdtU-q4kR8mxTD-U8ORs,Cape Fear Valley Hoke Hospital,3.6,375,General hospital,"210 Medical Pavilion Dr, Raeford, NC 28376, United States","2VHV+X3 Raeford, North Carolina, USA",https://www.capefearvalley.com/locations/cape-fear-valley-hoke-hospital,+1 910-904-8000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYuysb4E4t9x24mpux1BcFMBbKduJz5YBPrBdwuwSQuBhUDZ8bdFIEW87vLpESgABdgb9EdHGi19Ruz0b_87GHa_Avw_IhYicZOqEM8m8H-78_9W-gAUbXFcSlXXTu1dHsIt-X-Q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Raeford+Fayetteville+NC/@34.9809995,-79.2241997,14z",2025-12-16T22:01:47.373Z,,,
