placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,query,timestamp,info,tuesday,thursday,friday,saturday,sunday,monday,attributes,isBlackOwned,error
"https://www.google.com/maps/place/Sarah+Loznak,+D.O.,+F.A.A.P./data=!4m7!3m6!1s0x8822e98ed161eb49:0x88ce1e5b76ed79b!8m2!3d42.7592077!4d-84.5167157!16s%2Fg%2F1v44fl9s!19sChIJSeth0Y7pIogRm9dut-XhjAg","Sarah Loznak, D.O., F.A.A.P.",5.0,,Pediatrician,"2414 Lake Lansing Rd, Lansing, MI 48912, United States","QF5M+M8 Lansing, Michigan, USA",http://www.lansingpediatrics.com/,+1 517-371-4712,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9k0tZ07-KhqLQdpg0sww-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.91406&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:51.512Z,,,,,,,,,,
"https://www.google.com/maps/place/Capital+Area+Pediatrics/@42.677105,-84.5005688,17z/data=!3m1!4b1!4m6!3m5!1s0x8822c3c0bce06e17:0xe18ac26420838f94!8m2!3d42.677105!4d-84.5005688!16s%2Fg%2F1tdftrrv",Capital Area Pediatrics,4.0,,Pediatrician,"3937 Patient Care Way, 101, Lansing, MI 48911, United States","MFGX+RQ Lansing, Michigan, USA",http://www.capitalareapeds.com/,+1 517-394-6484,Closed · Opens 8 am Wed,,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:35:58.416Z,,,,,,,,,,
https://www.google.com/maps/place/Great+Lakes+Pediatric+Associates/data=!4m7!3m6!1s0x8822c3c7b45d151b:0x3aa2967f89778a5d!8m2!3d42.679463!4d-84.5029901!16s%2Fg%2F1tcyg23_!19sChIJGxVdtMfDIogRXYp3iX-Wojo,Great Lakes Pediatric Associates,3.1,,Pediatrician,"3400 Pine Tree Rd STE 102, Lansing, MI 48911, United States","MFHW+QR Lansing, Michigan, USA",http://www.greatlakespeds.com/,+1 517-887-3000,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqgl8EgRJUlPaoIDihJVC7pLYJgWp16Rw98a8VYdrSabgSQl4MRoAgSd53hpJdxBrHKU8AYwUlqVLfdJK8zr0U8WLFWx3DPjK1W_QLZGKWMeTjYeMorS6JFNTnK0OS-tu--DJcjNg=w408-h725-k-no,false,8 am–5:30 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:03.305Z,,,,,,,,,,
https://www.google.com/maps/place/Pediatric+Speciality+%7C+University+of+Michigan+Health-Sparrow/data=!4m7!3m6!1s0x8822c1d29c2c74ef:0xd2f1ab7a2f16a23!8m2!3d42.7331792!4d-84.5342432!16s%2Fg%2F11j8h6vyt7!19sChIJ73QsnNLBIogRI2rxorcaLw0,Pediatric Speciality | University of Michigan Health-Sparrow,2.6,,Children's hospital,"1200 E Michigan Ave # 460, Lansing, MI 48912, United States","PFM8+78 Lansing, Michigan, USA",https://www.uofmhealthsparrow.org/our-hospitals-services/specialty-care-practices/pediatric-subspecialty-clinic,+1 517-364-5490,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOLK7GuprkAd07_35ezS3WSqGdhtUBED0NYK4Wt=w426-h240-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:07.959Z,,,,,,,,,,
"https://www.google.com/maps/place/David+Stone,+DO/data=!4m7!3m6!1s0x8822c3c0ad3fffff:0x89676c271609f850!8m2!3d42.6992193!4d-84.5022564!16s%2Fg%2F11qgb7420l!19sChIJ__8_rcDDIogRUPgJFidsZ4k","David Stone, DO",4.9,,Pediatric cardiologist,"3220 Discovery Dr #210, Lansing, MI 48910, United States","MFXX+M3 Lansing, Michigan, USA",https://findadoctor.spectrumhealth.org/physician/profile/2834?utm_source=GoogleBusiness&utm_content=Homepage,+1 517-484-0004,,https://lh3.googleusercontent.com/p/AF1QipOWDtJyuaKVyJTgzTjATVlZXvxTygH6H5Lad1iD=w408-h408-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:10.513Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Joshua+K.+Takagishi,+MD/data=!4m7!3m6!1s0x8822e98ed161eb49:0xbc34ad5ad2f1c53!8m2!3d42.759164!4d-84.516638!16s%2Fg%2F1x6q2cdf!19sChIJSeth0Y7pIogRUxwvrdVKwws","Dr. Joshua K. Takagishi, MD",4.3,,Pediatrician,"2414 Lake Lansing Rd, Lansing, MI 48912, United States","QF5M+M8 Lansing, Michigan, USA","https://lansingpediatrics.com/About/Our-Providers/Josh-Takagishi,-M-D-,-F-A-A-P",+1 517-371-4712,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9k0tZ07-KhqLQdpg0sww-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.21321&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:13.209Z,,,,,,,,,,
https://www.google.com/maps/place/CCMC+Lansing+Primary+Care/data=!4m7!3m6!1s0x8822e9700d6de05b:0x11721e5b9f1573e5!8m2!3d42.7610932!4d-84.5278711!16s%2Fg%2F11q9d86n30!19sChIJW-BtDXDpIogR5XMVn1sechE,CCMC Lansing Primary Care,3.7,,Medical clinic,"1515 Lake Lansing Rd A1, Lansing, MI 48912, United States","QF6C+CV Lansing, Michigan, USA",http://clintoncountymedicalcenter.com/,+1 517-333-3550,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P7VPDdeJq1riypgT30-s-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.15462&pitch=0&thumbfov=100,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:17.940Z,,,,,,,,,,
https://www.google.com/maps/place/Corewell+Health+Pediatric+Endocrinology+-+Lansing/data=!4m7!3m6!1s0x8822c3614466920d:0x23272e17baa66a6b!8m2!3d42.6992193!4d-84.5022564!16s%2Fg%2F11tcd9jb3v!19sChIJDZJmRGHDIogRa2qmuhcuJyM,Corewell Health Pediatric Endocrinology - Lansing,,,Endocrinologist,"3220 Discovery Dr #210, Lansing, MI 48910, United States","MFXX+M3 Lansing, Michigan, USA",https://findadoctor.spectrumhealth.org/location/profile/21189,+1 616-391-3933,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNcuzrr1YTzS6B2RXnjkLrLhGprAiHnHJoegYah=w472-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:22.702Z,,,,,,,,,,
https://www.google.com/maps/place/Corewell+Health+Helen+DeVos+Children%E2%80%99s+Hospital+Pediatric+Specialty+Center+-+Lansing/data=!4m7!3m6!1s0x8822c384339a0aa3:0xb0173a7501d65103!8m2!3d42.6996725!4d-84.5018621!16s%2Fg%2F11v6fqypj2!19sChIJowqaM4TDIogRA1HWAXU6F7A,Corewell Health Helen DeVos Children’s Hospital Pediatric Specialty Center - Lansing,1.0,,Pediatrician,"3220 Discovery Dr #210, Lansing, MI 48910, United States","MFXX+V7 Lansing, Michigan, USA",https://corewellhealth.org/locations/LOC0000195072/corewell-health-helen-de-vos-childrens-hospital-pediatric-specialty-center-lansing?utm_source=GoogleBusiness&utm_content=Homepage,+1 517-484-0004,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPtWSiAJMx079wbEgzM1K8QzrNeYF0tyGD0t9YL=w408-h381-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:27.503Z,,,,,,,,,,
https://www.google.com/maps/place/Hemming+Cori+MD/data=!4m7!3m6!1s0x8822e9efc0462081:0x4350634839011d61!8m2!3d42.7432379!4d-84.5116912!16s%2Fg%2F1261vtjxk!19sChIJgSBGwO_pIogRYR0BOUhjUEM,Hemming Cori MD,5.0,,Pediatrician,"307 W Lake Lansing Rd, East Lansing, MI 48823, United States","PFVQ+78 East Lansing, Michigan, USA",http://www.pedcarelansing.com/,+1 517-487-4480,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R6uHpANS52Kf9jb2_4v6Mg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.728348&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:30.109Z,,,,,,,,,,
"https://www.google.com/maps/place/Daniel+Elsholz,+MD/data=!4m7!3m6!1s0x8823c242cdc044e5:0x5f204dad94df8eca!8m2!3d42.7331792!4d-84.5342432!16s%2Fg%2F1tfbnyxq!19sChIJ5UTAzULCI4gRyo7flK1NIF8","Daniel Elsholz, MD",5.0,,Pediatrician,"1200 E Michigan Ave # 460, Lansing, MI 48912, United States","PFM8+78 Lansing, Michigan, USA",https://www.uofmhealthsparrow.org/physician/daniel-elsholz,+1 517-364-5490,,https://lh3.googleusercontent.com/p/AF1QipM73Wn58Hhu8OCK6JJ8LJHTIt1cW8Mlv1C9xRCX=w426-h240-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:32.681Z,,,,,,,,,,
https://www.google.com/maps/place/C.S.+Mott+Children%27s+Hospital+%7C+University+of+Michigan+Health-Sparrow/data=!4m7!3m6!1s0x8822ebff448ca441:0xf0f106807aa249f5!8m2!3d42.7337073!4d-84.5351043!16s%2Fg%2F11j2v_mjrc!19sChIJQaSMRP_rIogR9UmieoAG8fA,C.S. Mott Children's Hospital | University of Michigan Health-Sparrow,2.8,,Children's hospital,"1215 E Michigan Ave, Lansing, MI 48912, United States","PFM7+FX Lansing, Michigan, USA",https://www.uofmhealthsparrow.org/childrenscenter,+1 517-364-5490,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN3e87j74ino4ZKIoFytyKlPxVTg6yh1v20dn4q=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:37.280Z,,,,,,,,,,
https://www.google.com/maps/place/Michigan+Chapter+-+American+Academy+of+Pediatrics/data=!4m7!3m6!1s0x8822c1d855d1343d:0xbf4c14d4b7527103!8m2!3d42.7327655!4d-84.5531193!16s%2Fg%2F1td0z2ch!19sChIJPTTRVdjBIogRA3FSt9QUTL8,Michigan Chapter - American Academy of Pediatrics,5.0,,Association / Organization,"106 W Allegan St Preparation Room, Lansing, MI 48933, United States","PCMW+4Q Lansing, Michigan, USA",https://www.miaap.org/,+1 517-484-3013,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hb6TMREjDRVPM7gYIvwiGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.2773&pitch=0&thumbfov=100,false,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:41.860Z,,,,,,,,,,
https://www.google.com/maps/place/Dr.+Michelle+Gallagher/data=!4m7!3m6!1s0x8822ea25dc155555:0xf1f1ef33a78a7a3f!8m2!3d42.7610932!4d-84.5278711!16s%2Fg%2F11rwxgchz5!19sChIJVVUV3CXqIogRP3qKpzPv8fE,Dr. Michelle Gallagher,3.7,,Pediatrician,"1515 Lake Lansing Rd # A, Lansing, MI 48912, United States","QF6C+CV Lansing, Michigan, USA",https://messengerdermatology.com/team/dr-michelle-gallagher/,+1 517-487-0128,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P7VPDdeJq1riypgT30-s-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.15462&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:44.490Z,,,,,,,,,,
"https://www.google.com/maps/place/Harrietta+Christodoulos,+DO/data=!4m7!3m6!1s0x8822c37897ae08a5:0xce34cc48ce90542c!8m2!3d42.7332414!4d-84.5343375!16s%2Fg%2F11fsmqsv6z!19sChIJpQiul3jDIogRLFSQzkjMNM4","Harrietta Christodoulos, DO",5.0,,Pediatrician,"1200 E Michigan Ave # 145, Lansing, MI 48912, United States","PFM8+77 Lansing, Michigan, USA",https://healthcare.msu.edu/services/primary-care/pediatrics/lansing.aspx,+1 517-364-5440,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPXRkW7thbFmWUrV8fy3IpIzbvZTM1fNWeROuc=w426-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:49.309Z,,,,,,,,,,
"https://www.google.com/maps/place/Melissa+Rosenberg,+MD/data=!4m7!3m6!1s0x8822c1e29bb973af:0xbc2dc59af4fb3b8c!8m2!3d42.7331955!4d-84.5343329!16s%2Fg%2F1td4q9wn!19sChIJr3O5m-LBIogRjDv79JrFLbw","Melissa Rosenberg, MD",5.0,,Pediatrician,"1200 E Michigan Ave # 145, Lansing, MI 48912, United States","PFM8+77 Lansing, Michigan, USA",https://healthcare.msu.edu/services/specialty-care/pediatric-specialty/pediatric-specialty-clinic.aspx,+1 517-364-5440,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOrN_1uSGSCF5PEBbEoZfGd4ygOVEtxMl3c_wpe=w426-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:53.910Z,,,,,,,,,,
"https://www.google.com/maps/place/Safwan+Malas,+MD/data=!4m7!3m6!1s0x8822c1e29bb973af:0x7d34eb67692c040b!8m2!3d42.7331792!4d-84.5342432!16s%2Fg%2F1th24f40!19sChIJr3O5m-LBIogRCwQsaWfrNH0","Safwan Malas, MD",4.7,,Pediatrician,"1200 E Michigan Ave # 460, Lansing, MI 48912, United States","PFM8+78 Lansing, Michigan, USA",https://www.uofmhealthsparrow.org/physician/safwan-malas,+1 517-364-5490,,https://lh3.googleusercontent.com/p/AF1QipPMa3j6OtrwGwtFUSBN5OU8xFF-r34PnUkOpj6J=w426-h240-k-no,true,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:56.477Z,,,,,,,,,,
"https://www.google.com/maps/place/Hugh+Culton,+M.D.,+F.A.A.P./data=!4m7!3m6!1s0x8822e98ed161eb49:0xb11c95139c5eb16c!8m2!3d42.7591913!4d-84.51673!16s%2Fg%2F1tj924rx!19sChIJSeth0Y7pIogRbLFenBOVHLE","Hugh Culton, M.D., F.A.A.P.",5.0,,Pediatrician,"2414 Lake Lansing Rd, Lansing, MI 48912, United States","QF5M+M8 Lansing, Michigan, USA",http://www.lansingpediatrics.com/,+1 517-371-4712,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9k0tZ07-KhqLQdpg0sww-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.6665&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:36:59.007Z,,,,,,,,,,
https://www.google.com/maps/place/Lipsitz+David+MD/data=!4m7!3m6!1s0x8822e9efc04f4809:0xc0a4436f5acd39eb!8m2!3d42.7587937!4d-84.4867382!16s%2Fg%2F1tg8kblv!19sChIJCUhPwO_pIogR6znNWm9DpMA,Lipsitz David MD,5.0,,Pediatrician,"307 W Lake Lansing Rd, East Lansing, MI 48823, United States","QG57+G8 East Lansing, Michigan, USA",https://www.pedcarelansing.com/,+1 517-487-4480,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerD2q5Q_ozfQYD9qTlHPz-oaZXOcXGYC85D3xGKQcEC848pPUFCq7x30ckapAawS1SWBBqkkfuFmc-nvAkbLSNZ2lSmSiDlxvwwHJ3L-h-zTbQj5pTza2odxRV99k6KQ9JdDA8Biw=w408-h544-k-no,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:37:01.530Z,,,,,,,,,,
https://www.google.com/maps/place/Corewell+Health+Pediatric+Gastroenterology+-+Lansing/data=!4m7!3m6!1s0x8822c379ade96625:0x58c7a437fab2f7c6!8m2!3d42.6992193!4d-84.5022564!16s%2Fg%2F11s777q26b!19sChIJJWbprXnDIogRxvey-jekx1g,Corewell Health Pediatric Gastroenterology - Lansing,,,Pediatric gastroenterologist,"3220 Discovery Dr #210, Lansing, MI 48910, United States","MFXX+M3 Lansing, Michigan, USA",https://findadoctor.spectrumhealth.org/location/profile/21185,+1 616-267-2100,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOMN8pfdMMg0MxLUSBs8pfJfzPSwHOs9_5GO1D2=w472-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:37:06.258Z,,,,,,,,,,
"https://www.google.com/maps/place/Monica+M.+Goble,+MD/data=!4m7!3m6!1s0x8822c1e29bb973af:0xb988a5c54b5e7765!8m2!3d42.7331775!4d-84.5341536!16s%2Fg%2F1v_vtj4g!19sChIJr3O5m-LBIogRZXdeS8WliLk","Monica M. Goble, MD",4.4,,Pediatric cardiologist,"1200 E Michigan Ave #725, Lansing, MI 48912, United States","PFM8+78 Lansing, Michigan, USA",,+1 517-316-7320,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qoSnqkdkhqu4U2ZxQbE8Fw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.18499&pitch=0&thumbfov=100,false,,"https://www.google.com/maps/search/pediatrician+in+Lansing+MI/@42.7335993,-84.5538664,14z",2026-02-10T23:37:09.156Z,,,,,,,,,,
